HeLa-S3|chr10:102973241-102973389	HeLa-S3|chr10:102974200-102974453
HeLa-S3|chr1:204140471-204141220	HeLa-S3|chr1:204141365-204141763
HeLa-S3|chr1:205309725-205310600	HeLa-S3|chr1:205310600-205310798
HeLa-S3|chr1:207078285-207079178	HeLa-S3|chr1:207079389-207079562
HeLa-S3|chr1:207082000-207082200	HeLa-S3|chr1:207084186-207084465
HeLa-S3|chr1:207251000-207251185	HeLa-S3|chr1:207251473-207252186
HeLa-S3|chr1:207251000-207251185	HeLa-S3|chr1:207252310-207254036
HeLa-S3|chr1:207251473-207252186	HeLa-S3|chr1:207252310-207254036
HeLa-S3|chr1:207252310-207254036	HeLa-S3|chr1:207254456-207254600
HeLa-S3|chr1:207252310-207254036	HeLa-S3|chr1:207254600-207255840
HeLa-S3|chr1:207254456-207254600	HeLa-S3|chr1:207254600-207255840
HeLa-S3|chr1:207254456-207254600	HeLa-S3|chr1:207256133-207256406
HeLa-S3|chr1:207254456-207254600	HeLa-S3|chr1:207256669-207257039
HeLa-S3|chr1:207254600-207255840	HeLa-S3|chr1:207256133-207256406
HeLa-S3|chr1:207254600-207255840	HeLa-S3|chr1:207256669-207257039
HeLa-S3|chr1:207254600-207255840	HeLa-S3|chr1:207257163-207258063
HeLa-S3|chr1:207256133-207256406	HeLa-S3|chr1:207256669-207257039
HeLa-S3|chr1:207256133-207256406	HeLa-S3|chr1:207257163-207258063
HeLa-S3|chr1:207256133-207256406	HeLa-S3|chr1:207258155-207258861
HeLa-S3|chr1:207256669-207257039	HeLa-S3|chr1:207257163-207258063
HeLa-S3|chr1:207256669-207257039	HeLa-S3|chr1:207258155-207258861
HeLa-S3|chr1:207256669-207257039	HeLa-S3|chr1:207259055-207259197
HeLa-S3|chr1:207257163-207258063	HeLa-S3|chr1:207258155-207258861
HeLa-S3|chr1:207257163-207258063	HeLa-S3|chr1:207259055-207259197
HeLa-S3|chr1:207257163-207258063	HeLa-S3|chr1:207259295-207259764
HeLa-S3|chr1:207258155-207258861	HeLa-S3|chr1:207259055-207259197
HeLa-S3|chr1:207258155-207258861	HeLa-S3|chr1:207259295-207259764
HeLa-S3|chr1:207259055-207259197	HeLa-S3|chr1:207259295-207259764
HeLa-S3|chr1:207259295-207259764	HeLa-S3|chr1:207260770-207262200
HeLa-S3|chr1:207276969-207277400	HeLa-S3|chr1:207277400-207277600
HeLa-S3|chr1:207276969-207277400	HeLa-S3|chr1:207277600-207277922
HeLa-S3|chr1:207277400-207277600	HeLa-S3|chr1:207277600-207277922
HeLa-S3|chr12:104669464-104669556	HeLa-S3|chr12:104669695-104671200
HeLa-S3|chr12:104669695-104671200	HeLa-S3|chr12:104672000-104672800
HeLa-S3|chr12:104672000-104672800	HeLa-S3|chr12:104674400-104675208
HeLa-S3|chr12:104674400-104675208	HeLa-S3|chr12:104675334-104676600
HeLa-S3|chr12:104674400-104675208	HeLa-S3|chr12:104676600-104676664
HeLa-S3|chr12:104675334-104676600	HeLa-S3|chr12:104676600-104676664
HeLa-S3|chr12:104675334-104676600	HeLa-S3|chr12:104677950-104678235
HeLa-S3|chr12:104676600-104676664	HeLa-S3|chr12:104677950-104678235
HeLa-S3|chr12:104676600-104676664	HeLa-S3|chr12:104678505-104679400
HeLa-S3|chr12:104677950-104678235	HeLa-S3|chr12:104678505-104679400
HeLa-S3|chr12:111028956-111029117	HeLa-S3|chr12:111029317-111029687
HeLa-S3|chr12:113477969-113479200	HeLa-S3|chr12:113479200-113479276
HeLa-S3|chr12:113631000-113631028	HeLa-S3|chr12:113631401-113633129
HeLa-S3|chr12:113641941-113643021	HeLa-S3|chr12:113643924-113644000
HeLa-S3|chr12:113641941-113643021	HeLa-S3|chr12:113644000-113644591
HeLa-S3|chr12:113643924-113644000	HeLa-S3|chr12:113644000-113644591
HeLa-S3|chr1:211501000-211501400	HeLa-S3|chr1:211501800-211501815
HeLa-S3|chr1:211804001-211804801	HeLa-S3|chr1:211805681-211805906
HeLa-S3|chr1:211804001-211804801	HeLa-S3|chr1:211806147-211806200
HeLa-S3|chr1:211804001-211804801	HeLa-S3|chr1:211806200-211807600
HeLa-S3|chr1:211805681-211805906	HeLa-S3|chr1:211806147-211806200
HeLa-S3|chr1:211805681-211805906	HeLa-S3|chr1:211806200-211807600
HeLa-S3|chr1:211805681-211805906	HeLa-S3|chr1:211807600-211807673
HeLa-S3|chr1:211806147-211806200	HeLa-S3|chr1:211806200-211807600
HeLa-S3|chr1:211806147-211806200	HeLa-S3|chr1:211807600-211807673
HeLa-S3|chr1:211806200-211807600	HeLa-S3|chr1:211807600-211807673
HeLa-S3|chr1:211820848-211822468	HeLa-S3|chr1:211822611-211823440
HeLa-S3|chr1:211820848-211822468	HeLa-S3|chr1:211823532-211823800
HeLa-S3|chr1:211822611-211823440	HeLa-S3|chr1:211823532-211823800
HeLa-S3|chr1:211826000-211827000	HeLa-S3|chr1:211828400-211828727
HeLa-S3|chr12:123632720-123632820	HeLa-S3|chr12:123633746-123634400
HeLa-S3|chr12:13196580-13196600	HeLa-S3|chr12:13196600-13197000
HeLa-S3|chr12:13196580-13196600	HeLa-S3|chr12:13197600-13198200
HeLa-S3|chr12:13196600-13197000	HeLa-S3|chr12:13197600-13198200
HeLa-S3|chr12:132343910-132344007	HeLa-S3|chr12:132344375-132344800
HeLa-S3|chr12:132344375-132344800	HeLa-S3|chr12:132346000-132346800
HeLa-S3|chr12:132344375-132344800	HeLa-S3|chr12:132346800-132346817
HeLa-S3|chr12:132346000-132346800	HeLa-S3|chr12:132346800-132346817
HeLa-S3|chr12:132346000-132346800	HeLa-S3|chr12:132347217-132347749
HeLa-S3|chr12:132346000-132346800	HeLa-S3|chr12:132347917-132348224
HeLa-S3|chr12:132346000-132346800	HeLa-S3|chr12:132348363-132348505
HeLa-S3|chr12:132346800-132346817	HeLa-S3|chr12:132347217-132347749
HeLa-S3|chr12:132346800-132346817	HeLa-S3|chr12:132347917-132348224
HeLa-S3|chr12:132346800-132346817	HeLa-S3|chr12:132348363-132348505
HeLa-S3|chr12:132346800-132346817	HeLa-S3|chr12:132349185-132349200
HeLa-S3|chr12:132347217-132347749	HeLa-S3|chr12:132347917-132348224
HeLa-S3|chr12:132347217-132347749	HeLa-S3|chr12:132348363-132348505
HeLa-S3|chr12:132347217-132347749	HeLa-S3|chr12:132349185-132349200
HeLa-S3|chr12:132347217-132347749	HeLa-S3|chr12:132349200-132350200
HeLa-S3|chr12:132347917-132348224	HeLa-S3|chr12:132348363-132348505
HeLa-S3|chr12:132347917-132348224	HeLa-S3|chr12:132349185-132349200
HeLa-S3|chr12:132347917-132348224	HeLa-S3|chr12:132349200-132350200
HeLa-S3|chr12:132347917-132348224	HeLa-S3|chr12:132350200-132350349
HeLa-S3|chr12:132348363-132348505	HeLa-S3|chr12:132349185-132349200
HeLa-S3|chr12:132348363-132348505	HeLa-S3|chr12:132349200-132350200
HeLa-S3|chr12:132348363-132348505	HeLa-S3|chr12:132350200-132350349
HeLa-S3|chr12:132349185-132349200	HeLa-S3|chr12:132349200-132350200
HeLa-S3|chr12:132349185-132349200	HeLa-S3|chr12:132350200-132350349
HeLa-S3|chr12:132349200-132350200	HeLa-S3|chr12:132350200-132350349
HeLa-S3|chr12:13358599-13358800	HeLa-S3|chr12:13359400-13360656
HeLa-S3|chr12:13359400-13360656	HeLa-S3|chr12:13361006-13361444
HeLa-S3|chr12:13373762-13374192	HeLa-S3|chr12:13374874-13376741
HeLa-S3|chr12:20131050-20131579	HeLa-S3|chr12:20132702-20132805
HeLa-S3|chr12:20138443-20139200	HeLa-S3|chr12:20139882-20140026
HeLa-S3|chr12:20139882-20140026	HeLa-S3|chr12:20141060-20142162
HeLa-S3|chr12:20141060-20142162	HeLa-S3|chr12:20142300-20142665
HeLa-S3|chr12:20141060-20142162	HeLa-S3|chr12:20143516-20143612
HeLa-S3|chr12:20141060-20142162	HeLa-S3|chr12:20143790-20143800
HeLa-S3|chr12:20141060-20142162	HeLa-S3|chr12:20143800-20143882
HeLa-S3|chr12:20142300-20142665	HeLa-S3|chr12:20143516-20143612
HeLa-S3|chr12:20142300-20142665	HeLa-S3|chr12:20143790-20143800
HeLa-S3|chr12:20142300-20142665	HeLa-S3|chr12:20143800-20143882
HeLa-S3|chr12:20142300-20142665	HeLa-S3|chr12:20144137-20144532
HeLa-S3|chr12:20143516-20143612	HeLa-S3|chr12:20143790-20143800
HeLa-S3|chr12:20143516-20143612	HeLa-S3|chr12:20143800-20143882
HeLa-S3|chr12:20143516-20143612	HeLa-S3|chr12:20144137-20144532
HeLa-S3|chr12:20143516-20143612	HeLa-S3|chr12:20144788-20145789
HeLa-S3|chr12:20143790-20143800	HeLa-S3|chr12:20143800-20143882
HeLa-S3|chr12:20143790-20143800	HeLa-S3|chr12:20144137-20144532
HeLa-S3|chr12:20143790-20143800	HeLa-S3|chr12:20144788-20145789
HeLa-S3|chr12:20143800-20143882	HeLa-S3|chr12:20144137-20144532
HeLa-S3|chr12:20143800-20143882	HeLa-S3|chr12:20144788-20145789
HeLa-S3|chr12:20144137-20144532	HeLa-S3|chr12:20144788-20145789
HeLa-S3|chr1:225647076-225647224	HeLa-S3|chr1:225647770-225647800
HeLa-S3|chr1:225647076-225647224	HeLa-S3|chr1:225647800-225650800
HeLa-S3|chr1:225647770-225647800	HeLa-S3|chr1:225647800-225650800
HeLa-S3|chr1:225654000-225654054	HeLa-S3|chr1:225654620-225655400
HeLa-S3|chr1:225654000-225654054	HeLa-S3|chr1:225655400-225655423
HeLa-S3|chr1:225654620-225655400	HeLa-S3|chr1:225655400-225655423
HeLa-S3|chr1:225662400-225662628	HeLa-S3|chr1:225663020-225663200
HeLa-S3|chr1:225954179-225954339	HeLa-S3|chr1:225954486-225954600
HeLa-S3|chr1:225954179-225954339	HeLa-S3|chr1:225954600-225955268
HeLa-S3|chr1:225954486-225954600	HeLa-S3|chr1:225954600-225955268
HeLa-S3|chr12:33054217-33054317	HeLa-S3|chr12:33054409-33054822
HeLa-S3|chr12:33059000-33060329	HeLa-S3|chr12:33060433-33060561
HeLa-S3|chr12:33072330-33074400	HeLa-S3|chr12:33074400-33074766
HeLa-S3|chr1:234634600-234634823	HeLa-S3|chr1:234635089-234635852
HeLa-S3|chr1:234634600-234634823	HeLa-S3|chr1:234635997-234637842
HeLa-S3|chr1:234635089-234635852	HeLa-S3|chr1:234635997-234637842
HeLa-S3|chr1:234635997-234637842	HeLa-S3|chr1:234637969-234638061
HeLa-S3|chr1:234635997-234637842	HeLa-S3|chr1:234638951-234639119
HeLa-S3|chr1:234637969-234638061	HeLa-S3|chr1:234638951-234639119
HeLa-S3|chr1:234638951-234639119	HeLa-S3|chr1:234640200-234642289
HeLa-S3|chr1:234643436-234644408	HeLa-S3|chr1:234644673-234646200
HeLa-S3|chr1:234643436-234644408	HeLa-S3|chr1:234646200-234646205
HeLa-S3|chr1:234644673-234646200	HeLa-S3|chr1:234646200-234646205
HeLa-S3|chr1:234650241-234650354	HeLa-S3|chr1:234650672-234651946
HeLa-S3|chr1:234736400-234737038	HeLa-S3|chr1:234737427-234737711
HeLa-S3|chr1:234736400-234737038	HeLa-S3|chr1:234738321-234739125
HeLa-S3|chr1:234737427-234737711	HeLa-S3|chr1:234738321-234739125
HeLa-S3|chr1:234737427-234737711	HeLa-S3|chr1:234739504-234739600
HeLa-S3|chr1:234737427-234737711	HeLa-S3|chr1:234739600-234740000
HeLa-S3|chr1:234738321-234739125	HeLa-S3|chr1:234739504-234739600
HeLa-S3|chr1:234738321-234739125	HeLa-S3|chr1:234739600-234740000
HeLa-S3|chr1:234739504-234739600	HeLa-S3|chr1:234739600-234740000
HeLa-S3|chr1:234857429-234858000	HeLa-S3|chr1:234858000-234858200
HeLa-S3|chr1:234861400-234862516	HeLa-S3|chr1:234863064-234863358
HeLa-S3|chr1:234861400-234862516	HeLa-S3|chr1:234864072-234864297
HeLa-S3|chr1:234863064-234863358	HeLa-S3|chr1:234864072-234864297
HeLa-S3|chr1:235001493-235001600	HeLa-S3|chr1:235001600-235002890
HeLa-S3|chr1:235001493-235001600	HeLa-S3|chr1:235002990-235003000
HeLa-S3|chr1:235001493-235001600	HeLa-S3|chr1:235003000-235003327
HeLa-S3|chr1:235001600-235002890	HeLa-S3|chr1:235002990-235003000
HeLa-S3|chr1:235001600-235002890	HeLa-S3|chr1:235003000-235003327
HeLa-S3|chr1:235002990-235003000	HeLa-S3|chr1:235003000-235003327
HeLa-S3|chr12:39496081-39497409	HeLa-S3|chr12:39497715-39497809
HeLa-S3|chr12:40165000-40165896	HeLa-S3|chr12:40166459-40167521
HeLa-S3|chr12:40165000-40165896	HeLa-S3|chr12:40167649-40167779
HeLa-S3|chr12:40166459-40167521	HeLa-S3|chr12:40167649-40167779
HeLa-S3|chr12:40171400-40171516	HeLa-S3|chr12:40173659-40173876
HeLa-S3|chr12:40173659-40173876	HeLa-S3|chr12:40174160-40174400
HeLa-S3|chr12:40173659-40173876	HeLa-S3|chr12:40174400-40176016
HeLa-S3|chr12:40174160-40174400	HeLa-S3|chr12:40174400-40176016
HeLa-S3|chr12:44285808-44285949	HeLa-S3|chr12:44287606-44287819
HeLa-S3|chr12:47050544-47050637	HeLa-S3|chr12:47050948-47051065
HeLa-S3|chr12:47050544-47050637	HeLa-S3|chr12:47051269-47051512
HeLa-S3|chr12:47050544-47050637	HeLa-S3|chr12:47051606-47052079
HeLa-S3|chr12:47050948-47051065	HeLa-S3|chr12:47051269-47051512
HeLa-S3|chr12:47050948-47051065	HeLa-S3|chr12:47051606-47052079
HeLa-S3|chr12:47051269-47051512	HeLa-S3|chr12:47051606-47052079
HeLa-S3|chr12:47051606-47052079	HeLa-S3|chr12:47054150-47054200
HeLa-S3|chr12:47054150-47054200	HeLa-S3|chr12:47054200-47054359
HeLa-S3|chr12:47054150-47054200	HeLa-S3|chr12:47054555-47056020
HeLa-S3|chr12:47054200-47054359	HeLa-S3|chr12:47054555-47056020
HeLa-S3|chr12:47054555-47056020	HeLa-S3|chr12:47056877-47057908
HeLa-S3|chr12:47056877-47057908	HeLa-S3|chr12:47058038-47060127
HeLa-S3|chr12:47067710-47068343	HeLa-S3|chr12:47068481-47069352
HeLa-S3|chr12:47068481-47069352	HeLa-S3|chr12:47070653-47071715
HeLa-S3|chr12:47070653-47071715	HeLa-S3|chr12:47071904-47071996
HeLa-S3|chr12:48833000-48833400	HeLa-S3|chr12:48833825-48836289
HeLa-S3|chr12:48833825-48836289	HeLa-S3|chr12:48836476-48836776
HeLa-S3|chr12:48839848-48840200	HeLa-S3|chr12:48840200-48840496
HeLa-S3|chr12:49627691-49627800	HeLa-S3|chr12:49629400-49629554
HeLa-S3|chr12:50237600-50238000	HeLa-S3|chr12:50238000-50238008
HeLa-S3|chr12:50237600-50238000	HeLa-S3|chr12:50238278-50238385
HeLa-S3|chr12:50238000-50238008	HeLa-S3|chr12:50238278-50238385
HeLa-S3|chr12:50450155-50450800	HeLa-S3|chr12:50451600-50451808
HeLa-S3|chr12:50450155-50450800	HeLa-S3|chr12:50452004-50452302
HeLa-S3|chr12:50451600-50451808	HeLa-S3|chr12:50452004-50452302
HeLa-S3|chr12:53474400-53474549	HeLa-S3|chr12:53474750-53474868
HeLa-S3|chr12:54147988-54148600	HeLa-S3|chr12:54148600-54149000
HeLa-S3|chr12:54147988-54148600	HeLa-S3|chr12:54150622-54150968
HeLa-S3|chr12:54148600-54149000	HeLa-S3|chr12:54150622-54150968
HeLa-S3|chr12:54198000-54198356	HeLa-S3|chr12:54198961-54199086
HeLa-S3|chr12:54198961-54199086	HeLa-S3|chr12:54200339-54201196
HeLa-S3|chr1:26216267-26217719	HeLa-S3|chr1:26217886-26219527
HeLa-S3|chr1:26217886-26219527	HeLa-S3|chr1:26219715-26220061
HeLa-S3|chr1:26217886-26219527	HeLa-S3|chr1:26220280-26220377
HeLa-S3|chr1:26219715-26220061	HeLa-S3|chr1:26220280-26220377
HeLa-S3|chr1:26220280-26220377	HeLa-S3|chr1:26222266-26222400
HeLa-S3|chr1:26220280-26220377	HeLa-S3|chr1:26222400-26222865
HeLa-S3|chr1:26222266-26222400	HeLa-S3|chr1:26222400-26222865
HeLa-S3|chr12:64476539-64476600	HeLa-S3|chr12:64476600-64477200
HeLa-S3|chr12:64476539-64476600	HeLa-S3|chr12:64477200-64477318
HeLa-S3|chr12:64476600-64477200	HeLa-S3|chr12:64477200-64477318
HeLa-S3|chr12:64481661-64481800	HeLa-S3|chr12:64481800-64482400
HeLa-S3|chr12:64481661-64481800	HeLa-S3|chr12:64483400-64483669
HeLa-S3|chr12:64481800-64482400	HeLa-S3|chr12:64483400-64483669
HeLa-S3|chr12:64646562-64646704	HeLa-S3|chr12:64646796-64646940
HeLa-S3|chr12:64779064-64780000	HeLa-S3|chr12:64780000-64780027
HeLa-S3|chr12:64779064-64780000	HeLa-S3|chr12:64780936-64781509
HeLa-S3|chr12:64780000-64780027	HeLa-S3|chr12:64780936-64781509
HeLa-S3|chr12:682000-682109	HeLa-S3|chr12:682463-682863
HeLa-S3|chr12:682000-682109	HeLa-S3|chr12:683944-684000
HeLa-S3|chr12:682000-682109	HeLa-S3|chr12:684000-684036
HeLa-S3|chr12:682463-682863	HeLa-S3|chr12:683944-684000
HeLa-S3|chr12:682463-682863	HeLa-S3|chr12:684000-684036
HeLa-S3|chr12:682463-682863	HeLa-S3|chr12:684136-685400
HeLa-S3|chr12:683944-684000	HeLa-S3|chr12:684000-684036
HeLa-S3|chr12:683944-684000	HeLa-S3|chr12:684136-685400
HeLa-S3|chr12:684000-684036	HeLa-S3|chr12:684136-685400
HeLa-S3|chr12:687800-688600	HeLa-S3|chr12:688600-688791
HeLa-S3|chr12:8138730-8140488	HeLa-S3|chr12:8140863-8141059
HeLa-S3|chr12:8138730-8140488	HeLa-S3|chr12:8141185-8141670
HeLa-S3|chr12:8140863-8141059	HeLa-S3|chr12:8141185-8141670
HeLa-S3|chr12:8140863-8141059	HeLa-S3|chr12:8141812-8143655
HeLa-S3|chr12:8141185-8141670	HeLa-S3|chr12:8141812-8143655
HeLa-S3|chr12:8141812-8143655	HeLa-S3|chr12:8143876-8144618
HeLa-S3|chr12:8143876-8144618	HeLa-S3|chr12:8145938-8146200
HeLa-S3|chr12:8143876-8144618	HeLa-S3|chr12:8146200-8146441
HeLa-S3|chr12:8145938-8146200	HeLa-S3|chr12:8146200-8146441
HeLa-S3|chr12:8145938-8146200	HeLa-S3|chr12:8146577-8148000
HeLa-S3|chr12:8145938-8146200	HeLa-S3|chr12:8148400-8148408
HeLa-S3|chr12:8146200-8146441	HeLa-S3|chr12:8146577-8148000
HeLa-S3|chr12:8146200-8146441	HeLa-S3|chr12:8148400-8148408
HeLa-S3|chr12:8146577-8148000	HeLa-S3|chr12:8148400-8148408
HeLa-S3|chr12:85268112-85268204	HeLa-S3|chr12:85268659-85268756
HeLa-S3|chr12:85268112-85268204	HeLa-S3|chr12:85269050-85269302
HeLa-S3|chr12:85268659-85268756	HeLa-S3|chr12:85269050-85269302
HeLa-S3|chr1:28576000-28576885	HeLa-S3|chr1:28577401-28578655
HeLa-S3|chr1:28672187-28672400	HeLa-S3|chr1:28672400-28673585
HeLa-S3|chr1:28677439-28677600	HeLa-S3|chr1:28677600-28678000
HeLa-S3|chr1:28677439-28677600	HeLa-S3|chr1:28679400-28679921
HeLa-S3|chr1:28677600-28678000	HeLa-S3|chr1:28679400-28679921
HeLa-S3|chr1:28679400-28679921	HeLa-S3|chr1:28680210-28681439
HeLa-S3|chr1:28693207-28693312	HeLa-S3|chr1:28695408-28695600
HeLa-S3|chr12:89379334-89379580	HeLa-S3|chr12:89379691-89380078
HeLa-S3|chr1:29210991-29211000	HeLa-S3|chr1:29211000-29212337
HeLa-S3|chr1:29210991-29211000	HeLa-S3|chr1:29212872-29213000
HeLa-S3|chr1:29211000-29212337	HeLa-S3|chr1:29212872-29213000
HeLa-S3|chr1:29212872-29213000	HeLa-S3|chr1:29214600-29215083
HeLa-S3|chr12:95510330-95511039	HeLa-S3|chr12:95512321-95512453
HeLa-S3|chr12:95510330-95511039	HeLa-S3|chr12:95512666-95512891
HeLa-S3|chr12:95512321-95512453	HeLa-S3|chr12:95512666-95512891
HeLa-S3|chr13:109597155-109597584	HeLa-S3|chr13:109598279-109598371
HeLa-S3|chr13:109600756-109601064	HeLa-S3|chr13:109602839-109602931
HeLa-S3|chr13:109609396-109610400	HeLa-S3|chr13:109611330-109611554
HeLa-S3|chr13:109609396-109610400	HeLa-S3|chr13:109612029-109612121
HeLa-S3|chr13:109611330-109611554	HeLa-S3|chr13:109612029-109612121
HeLa-S3|chr13:109612029-109612121	HeLa-S3|chr13:109613829-109613921
HeLa-S3|chr13:109612029-109612121	HeLa-S3|chr13:109614184-109614400
HeLa-S3|chr13:109612029-109612121	HeLa-S3|chr13:109614400-109614451
HeLa-S3|chr13:109613829-109613921	HeLa-S3|chr13:109614184-109614400
HeLa-S3|chr13:109613829-109613921	HeLa-S3|chr13:109614400-109614451
HeLa-S3|chr13:109614184-109614400	HeLa-S3|chr13:109614400-109614451
HeLa-S3|chr13:110765715-110765867	HeLa-S3|chr13:110766845-110766961
HeLa-S3|chr1:3370074-3370200	HeLa-S3|chr1:3370200-3370400
HeLa-S3|chr13:45011800-45012000	HeLa-S3|chr13:45012000-45012259
HeLa-S3|chr13:45011800-45012000	HeLa-S3|chr13:45012522-45012614
HeLa-S3|chr13:45012000-45012259	HeLa-S3|chr13:45012522-45012614
HeLa-S3|chr13:50421818-50422214	HeLa-S3|chr13:50422437-50422600
HeLa-S3|chr13:80099228-80099570	HeLa-S3|chr13:80099687-80099939
HeLa-S3|chr13:92371364-92371696	HeLa-S3|chr13:92373659-92373965
HeLa-S3|chr13:92373659-92373965	HeLa-S3|chr13:92374869-92374961
HeLa-S3|chr14:102226600-102227087	HeLa-S3|chr14:102228193-102228200
HeLa-S3|chr14:102427805-102427909	HeLa-S3|chr14:102428301-102428400
HeLa-S3|chr14:102427805-102427909	HeLa-S3|chr14:102428400-102429543
HeLa-S3|chr14:102428301-102428400	HeLa-S3|chr14:102428400-102429543
HeLa-S3|chr14:102529448-102529553	HeLa-S3|chr14:102530600-102530729
HeLa-S3|chr14:102780800-102781200	HeLa-S3|chr14:102782324-102782600
HeLa-S3|chr14:102993000-102993200	HeLa-S3|chr14:102994800-102995670
HeLa-S3|chr14:102994800-102995670	HeLa-S3|chr14:102996242-102999224
HeLa-S3|chr14:21100000-21100382	HeLa-S3|chr14:21100655-21101487
HeLa-S3|chr14:24766390-24766400	HeLa-S3|chr14:24766400-24766800
HeLa-S3|chr14:24766390-24766400	HeLa-S3|chr14:24766800-24766877
HeLa-S3|chr14:24766400-24766800	HeLa-S3|chr14:24766800-24766877
HeLa-S3|chr14:50786136-50786280	HeLa-S3|chr14:50786510-50786600
HeLa-S3|chr14:50786136-50786280	HeLa-S3|chr14:50787455-50787750
HeLa-S3|chr14:50786136-50786280	HeLa-S3|chr14:50787869-50788000
HeLa-S3|chr14:50786510-50786600	HeLa-S3|chr14:50787455-50787750
HeLa-S3|chr14:50786510-50786600	HeLa-S3|chr14:50787869-50788000
HeLa-S3|chr14:50787455-50787750	HeLa-S3|chr14:50787869-50788000
HeLa-S3|chr14:50987716-50987816	HeLa-S3|chr14:50987908-50988505
HeLa-S3|chr1:45274200-45276600	HeLa-S3|chr1:45276600-45276649
HeLa-S3|chr1:45274200-45276600	HeLa-S3|chr1:45277084-45277186
HeLa-S3|chr1:45274200-45276600	HeLa-S3|chr1:45277284-45277755
HeLa-S3|chr1:45276600-45276649	HeLa-S3|chr1:45277084-45277186
HeLa-S3|chr1:45276600-45276649	HeLa-S3|chr1:45277284-45277755
HeLa-S3|chr1:45277084-45277186	HeLa-S3|chr1:45277284-45277755
HeLa-S3|chr14:55148501-55148600	HeLa-S3|chr14:55148600-55149400
HeLa-S3|chr14:55148501-55148600	HeLa-S3|chr14:55149400-55149800
HeLa-S3|chr14:55148501-55148600	HeLa-S3|chr14:55149899-55149996
HeLa-S3|chr14:55148501-55148600	HeLa-S3|chr14:55150241-55150400
HeLa-S3|chr14:55148600-55149400	HeLa-S3|chr14:55149400-55149800
HeLa-S3|chr14:55148600-55149400	HeLa-S3|chr14:55149899-55149996
HeLa-S3|chr14:55148600-55149400	HeLa-S3|chr14:55150241-55150400
HeLa-S3|chr14:55148600-55149400	HeLa-S3|chr14:55150400-55151600
HeLa-S3|chr14:55149400-55149800	HeLa-S3|chr14:55149899-55149996
HeLa-S3|chr14:55149400-55149800	HeLa-S3|chr14:55150241-55150400
HeLa-S3|chr14:55149400-55149800	HeLa-S3|chr14:55150400-55151600
HeLa-S3|chr14:55149400-55149800	HeLa-S3|chr14:55151800-55151828
HeLa-S3|chr14:55149899-55149996	HeLa-S3|chr14:55150241-55150400
HeLa-S3|chr14:55149899-55149996	HeLa-S3|chr14:55150400-55151600
HeLa-S3|chr14:55149899-55149996	HeLa-S3|chr14:55151800-55151828
HeLa-S3|chr14:55150241-55150400	HeLa-S3|chr14:55150400-55151600
HeLa-S3|chr14:55150241-55150400	HeLa-S3|chr14:55151800-55151828
HeLa-S3|chr14:55150400-55151600	HeLa-S3|chr14:55151800-55151828
HeLa-S3|chr14:55150400-55151600	HeLa-S3|chr14:55152110-55154000
HeLa-S3|chr14:55151800-55151828	HeLa-S3|chr14:55152110-55154000
HeLa-S3|chr14:55151800-55151828	HeLa-S3|chr14:55154000-55154102
HeLa-S3|chr14:55152110-55154000	HeLa-S3|chr14:55154000-55154102
HeLa-S3|chr1:45813514-45813800	HeLa-S3|chr1:45813800-45815575
HeLa-S3|chr1:45813514-45813800	HeLa-S3|chr1:45815792-45815800
HeLa-S3|chr1:45813800-45815575	HeLa-S3|chr1:45815792-45815800
HeLa-S3|chr14:61936879-61938200	HeLa-S3|chr14:61938400-61938600
HeLa-S3|chr14:61936879-61938200	HeLa-S3|chr14:61939200-61940580
HeLa-S3|chr14:61938400-61938600	HeLa-S3|chr14:61939200-61940580
HeLa-S3|chr14:61938400-61938600	HeLa-S3|chr14:61940789-61941096
HeLa-S3|chr14:61939200-61940580	HeLa-S3|chr14:61940789-61941096
HeLa-S3|chr14:61939200-61940580	HeLa-S3|chr14:61941464-61941790
HeLa-S3|chr14:61940789-61941096	HeLa-S3|chr14:61941464-61941790
HeLa-S3|chr14:61940789-61941096	HeLa-S3|chr14:61942248-61942390
HeLa-S3|chr14:61941464-61941790	HeLa-S3|chr14:61942248-61942390
HeLa-S3|chr14:61949223-61949600	HeLa-S3|chr14:61949600-61950059
HeLa-S3|chr14:68167060-68167840	HeLa-S3|chr14:68168327-68168510
HeLa-S3|chr14:68167060-68167840	HeLa-S3|chr14:68168610-68168707
HeLa-S3|chr14:68168327-68168510	HeLa-S3|chr14:68168610-68168707
HeLa-S3|chr14:68171560-68171804	HeLa-S3|chr14:68172040-68172209
HeLa-S3|chr14:69022000-69022200	HeLa-S3|chr14:69022200-69022356
HeLa-S3|chr14:69030235-69030600	HeLa-S3|chr14:69030600-69033505
HeLa-S3|chr14:69041625-69042033	HeLa-S3|chr14:69042194-69042473
HeLa-S3|chr14:69042194-69042473	HeLa-S3|chr14:69042598-69045915
HeLa-S3|chr14:76110037-76110200	HeLa-S3|chr14:76110200-76110303
HeLa-S3|chr14:76110037-76110200	HeLa-S3|chr14:76110402-76110659
HeLa-S3|chr14:76110037-76110200	HeLa-S3|chr14:76111950-76112050
HeLa-S3|chr14:76110200-76110303	HeLa-S3|chr14:76110402-76110659
HeLa-S3|chr14:76110200-76110303	HeLa-S3|chr14:76111950-76112050
HeLa-S3|chr14:76110402-76110659	HeLa-S3|chr14:76111950-76112050
HeLa-S3|chr14:76111950-76112050	HeLa-S3|chr14:76112268-76115877
