HeLa-S3|chr10:17157400-17157800	HeLa-S3|chr10:17157800-17158067
HeLa-S3|chr7:20638113-20638205	HeLa-S3|chr7:20638506-20638653
HeLa-S3|chr7:22708593-22708600	HeLa-S3|chr7:22708600-22708961
HeLa-S3|chr7:22711069-22711261	HeLa-S3|chr7:22711685-22711810
HeLa-S3|chr7:2300340-2300547	HeLa-S3|chr7:2300667-2300825
HeLa-S3|chr7:39628978-39629354	HeLa-S3|chr7:39629499-39629777
HeLa-S3|chr7:45031588-45031600	HeLa-S3|chr7:45031600-45031710
HeLa-S3|chr7:6347367-6347400	HeLa-S3|chr7:6347400-6347973
HeLa-S3|chr8:102304600-102305200	HeLa-S3|chr8:102305200-102305662
HeLa-S3|chr8:103825297-103825600	HeLa-S3|chr8:103825600-103825690
HeLa-S3|chr8:118632928-118633020	HeLa-S3|chr8:118633236-118633575
HeLa-S3|chr8:118874708-118874808	HeLa-S3|chr8:118874900-118875302
HeLa-S3|chr8:119755582-119755600	HeLa-S3|chr8:119755600-119755874
HeLa-S3|chr8:119757073-119757191	HeLa-S3|chr8:119757412-119757504
HeLa-S3|chr8:121096360-121096400	HeLa-S3|chr8:121096400-121096800
HeLa-S3|chr8:126131000-126131563	HeLa-S3|chr8:126131655-126131765
HeLa-S3|chr8:16683399-16683600	HeLa-S3|chr8:16683600-16683679
HeLa-S3|chr8:16683399-16683600	HeLa-S3|chr8:16683857-16684000
HeLa-S3|chr8:16683600-16683679	HeLa-S3|chr8:16683857-16684000
HeLa-S3|chr9:104224499-104224657	HeLa-S3|chr9:104224820-104225146
HeLa-S3|chr9:114831468-114831932	HeLa-S3|chr9:114832034-114832234
HeLa-S3|chr9:114832034-114832234	HeLa-S3|chr9:114832490-114832654
HeLa-S3|chr9:123387033-123387200	HeLa-S3|chr9:123387200-123387800
HeLa-S3|chr9:123387200-123387800	HeLa-S3|chr9:123387800-123387867
HeLa-S3|chr9:129988000-129988062	HeLa-S3|chr9:129988301-129988400
HeLa-S3|chr9:132540600-132541000	HeLa-S3|chr9:132541000-132541105
HeLa-S3|chr9:132543988-132544400	HeLa-S3|chr9:132544400-132545013
HeLa-S3|chr9:138988200-138988382	HeLa-S3|chr9:138988575-138988674
HeLa-S3|chr9:22216159-22216200	HeLa-S3|chr9:22216200-22216260
HeLa-S3|chr9:22239200-22239600	HeLa-S3|chr9:22239600-22239676
HeLa-S3|chr9:22239200-22239600	HeLa-S3|chr9:22239834-22240077
HeLa-S3|chr9:22239600-22239676	HeLa-S3|chr9:22239834-22240077
HeLa-S3|chr9:22240626-22240964	HeLa-S3|chr9:22241100-22241218
HeLa-S3|chr9:37908491-37908600	HeLa-S3|chr9:37908600-37908800
HeLa-S3|chrX:13535975-13536067	HeLa-S3|chrX:13536237-13536366
HeLa-S3|chrX:150922179-150922600	HeLa-S3|chrX:150922600-150923010
HeLa-S3|chrX:23902230-23902475	HeLa-S3|chrX:23902708-23903086
HeLa-S3|chrX:23920291-23920400	HeLa-S3|chrX:23920400-23920622
HeLa-S3|chrX:23920400-23920622	HeLa-S3|chrX:23920920-23921039
HeLa-S3|chrX:77280575-77280800	HeLa-S3|chrX:77280800-77280807
