HUVEC|chr10:129706517-129809145	HUVEC|chr10:129706517-129809957
HUVEC|chr2:177000401-177502018	HUVEC|chr2:177002304-177501229
HUVEC|chr2:177000401-177502018	HUVEC|chr2:177002304-177501664
HUVEC|chr2:177000401-177502018	HUVEC|chr2:177002304-177503199
HUVEC|chr2:177002304-177501229	HUVEC|chr2:177002304-177501664
HUVEC|chr2:177002304-177501229	HUVEC|chr2:177002304-177503199
HUVEC|chr2:177002304-177501229	HUVEC|chr2:177006084-177502018
HUVEC|chr2:177002304-177501664	HUVEC|chr2:177002304-177503199
HUVEC|chr2:177002304-177501664	HUVEC|chr2:177006084-177502018
HUVEC|chr2:177002304-177503199	HUVEC|chr2:177006084-177502018
HUVEC|chr2:177503179-178008199	HUVEC|chr2:177503179-178013199
HUVEC|chr2:187750217-188309632	HUVEC|chr2:187750493-188309632
HUVEC|chr2:187750217-188309632	HUVEC|chr2:187751479-188309632
HUVEC|chr2:187750217-188309632	HUVEC|chr2:187751933-188309632
HUVEC|chr2:187750493-188309632	HUVEC|chr2:187751479-188309632
HUVEC|chr2:187750493-188309632	HUVEC|chr2:187751933-188309632
HUVEC|chr2:187751479-188309632	HUVEC|chr2:187751933-188309632
HUVEC|chr2:187751479-188309632	HUVEC|chr2:187756381-188309632
HUVEC|chr2:187751933-188309632	HUVEC|chr2:187756381-188309632
HUVEC|chr2:204976473-206546557	HUVEC|chr2:204976870-206546557
HUVEC|chr2:204976473-206546557	HUVEC|chr2:204981099-206546557
HUVEC|chr2:204976870-206546557	HUVEC|chr2:204981099-206546557
HUVEC|chr2:205557001-206546557	HUVEC|chr2:205557801-206546557
HUVEC|chr2:205557001-206546557	HUVEC|chr2:205557808-206546557
HUVEC|chr2:205557801-206546557	HUVEC|chr2:205557808-206546557
HUVEC|chr2:216302801-216593199	HUVEC|chr2:216302801-216593692
HUVEC|chr2:216302801-216714199	HUVEC|chr2:216302801-216716987
HUVEC|chr2:219157601-219251999	HUVEC|chr2:219157601-219252599
HUVEC|chr22:32058608-32366356	HUVEC|chr22:32058608-32367199
HUVEC|chr22:32058608-32366356	HUVEC|chr22:32058608-32367399
HUVEC|chr22:32058608-32367199	HUVEC|chr22:32058608-32367399
HUVEC|chr22:36589528-36876978	HUVEC|chr22:36590805-36876978
HUVEC|chr22:36589528-36876978	HUVEC|chr22:36590997-36876978
HUVEC|chr22:36590805-36876978	HUVEC|chr22:36590997-36876978
HUVEC|chr22:36590805-36876978	HUVEC|chr22:36593237-36876978
HUVEC|chr22:36590997-36876978	HUVEC|chr22:36593237-36876978
HUVEC|chr22:36590997-36876978	HUVEC|chr22:36593821-36876978
HUVEC|chr22:36593237-36876978	HUVEC|chr22:36593821-36876978
HUVEC|chr22:36599001-36876978	HUVEC|chr22:36599053-36876978
HUVEC|chr22:36599001-36876978	HUVEC|chr22:36599318-36876978
HUVEC|chr22:36599053-36876978	HUVEC|chr22:36599318-36876978
HUVEC|chr22:40436945-40741819	HUVEC|chr22:40437479-40741819
HUVEC|chr22:40436945-40741819	HUVEC|chr22:40439801-40741819
HUVEC|chr22:40437479-40741819	HUVEC|chr22:40439801-40741819
HUVEC|chr22:40439801-40741819	HUVEC|chr22:40441064-40743999
HUVEC|chr22:40439801-40741819	HUVEC|chr22:40441394-40741819
HUVEC|chr22:40439801-40741819	HUVEC|chr22:40442201-40741819
HUVEC|chr22:40441064-40743999	HUVEC|chr22:40441394-40741819
HUVEC|chr22:40441394-40741819	HUVEC|chr22:40442201-40741819
HUVEC|chr22:42085286-42339599	HUVEC|chr22:42085286-42341027
HUVEC|chr22:42093001-42342183	HUVEC|chr22:42093601-42342183
HUVEC|chr22:42093001-42342183	HUVEC|chr22:42093770-42342183
HUVEC|chr22:42093601-42342183	HUVEC|chr22:42093770-42342183
HUVEC|chr22:46375068-46692011	HUVEC|chr22:46375859-46692011
HUVEC|chr22:46375068-46692011	HUVEC|chr22:46376232-46692011
HUVEC|chr22:46375068-46692011	HUVEC|chr22:46376846-46692011
HUVEC|chr22:46375859-46692011	HUVEC|chr22:46376232-46692011
HUVEC|chr22:46375859-46692011	HUVEC|chr22:46376846-46692011
HUVEC|chr22:46376232-46692011	HUVEC|chr22:46376846-46692011
HUVEC|chr2:28179549-28612706	HUVEC|chr2:28182084-28612706
HUVEC|chr2:28179549-28612706	HUVEC|chr2:28183628-28612706
HUVEC|chr2:28182084-28612706	HUVEC|chr2:28183628-28612706
HUVEC|chr2:36586459-36890963	HUVEC|chr2:36586459-36890999
HUVEC|chr2:43189089-43450593	HUVEC|chr2:43189598-43450593
HUVEC|chr2:74055601-74374512	HUVEC|chr2:74056651-74375599
HUVEC|chr3:104348160-105084199	HUVEC|chr3:104348479-105084199
HUVEC|chr3:120315747-120499265	HUVEC|chr3:120315747-120500599
HUVEC|chr3:120315747-120510500	HUVEC|chr3:120315747-120512032
HUVEC|chr3:120315747-120510500	HUVEC|chr3:120315747-120512231
HUVEC|chr3:120315747-120512032	HUVEC|chr3:120315747-120512231
HUVEC|chr3:120315747-120512032	HUVEC|chr3:120315747-120513740
HUVEC|chr3:120315747-120512231	HUVEC|chr3:120315747-120513740
HUVEC|chr3:122102555-122398253	HUVEC|chr3:122103362-122398253
HUVEC|chr3:122102555-122398253	HUVEC|chr3:122103601-122399282
HUVEC|chr3:122103362-122398253	HUVEC|chr3:122103601-122399282
HUVEC|chr3:132441440-133102171	HUVEC|chr3:132441440-133102806
HUVEC|chr3:142314601-142719726	HUVEC|chr3:142315801-142719726
HUVEC|chr3:145914401-146261295	HUVEC|chr3:145914829-146261295
HUVEC|chr3:145914401-146261295	HUVEC|chr3:145915245-146261295
HUVEC|chr3:145914829-146261295	HUVEC|chr3:145915245-146261295
HUVEC|chr3:152882219-153317294	HUVEC|chr3:152882219-153318947
HUVEC|chr3:156273548-156805688	HUVEC|chr3:156273548-156807799
HUVEC|chr3:156394183-156805688	HUVEC|chr3:156394183-156807799
HUVEC|chr3:158390632-158508826	HUVEC|chr3:158390632-158508999
HUVEC|chr3:170924063-171176452	HUVEC|chr3:170924644-171176452
HUVEC|chr3:181429723-182399854	HUVEC|chr3:181429723-182400799
HUVEC|chr3:183736201-183977999	HUVEC|chr3:183736201-183979396
HUVEC|chr3:194054581-194304199	HUVEC|chr3:194054951-194304199
HUVEC|chr3:194410801-194821126	HUVEC|chr3:194410801-194822841
HUVEC|chr3:194410801-194822841	HUVEC|chr3:194410801-194825541
HUVEC|chr3:50650201-51421502	HUVEC|chr3:50650201-51428383
HUVEC|chr3:50650201-51421502	HUVEC|chr3:50654390-51421502
HUVEC|chr3:50650201-51421502	HUVEC|chr3:50654390-51428383
HUVEC|chr3:50650201-51421502	HUVEC|chr3:50655401-51421502
HUVEC|chr3:50650201-51421502	HUVEC|chr3:50655401-51428383
HUVEC|chr3:50650201-51428383	HUVEC|chr3:50654390-51428383
HUVEC|chr3:50650201-51428383	HUVEC|chr3:50655401-51428383
HUVEC|chr3:50654390-51421502	HUVEC|chr3:50654390-51428383
HUVEC|chr3:50654390-51421502	HUVEC|chr3:50655401-51421502
HUVEC|chr3:50654390-51421502	HUVEC|chr3:50655401-51428383
HUVEC|chr3:50654390-51428383	HUVEC|chr3:50655401-51428383
HUVEC|chr3:50655401-51421502	HUVEC|chr3:50655401-51428383
HUVEC|chr3:51534623-51715302	HUVEC|chr3:51534623-51715673
HUVEC|chr3:51534623-51715302	HUVEC|chr3:51534623-51715918
HUVEC|chr3:51534623-51715673	HUVEC|chr3:51534623-51715918
HUVEC|chr3:52030173-52170358	HUVEC|chr3:52030173-52170599
HUVEC|chr3:58310406-58477806	HUVEC|chr3:58311799-58477806
HUVEC|chr3:99562142-99978999	HUVEC|chr3:99562654-99978999
HUVEC|chr4:126238696-126655698	HUVEC|chr4:126238696-126657725
HUVEC|chr4:126238696-126657725	HUVEC|chr4:126238696-126659919
HUVEC|chr4:126238696-126659919	HUVEC|chr4:126238696-126662726
HUVEC|chr4:126238696-126659919	HUVEC|chr4:126238696-126662799
HUVEC|chr4:126238696-126662726	HUVEC|chr4:126238696-126662799
HUVEC|chr4:129475601-129730598	HUVEC|chr4:129475607-129730598
HUVEC|chr4:141075775-141173234	HUVEC|chr4:141075775-141173399
HUVEC|chr4:148539157-148776206	HUVEC|chr4:148539157-148777004
HUVEC|chr4:170059376-170190999	HUVEC|chr4:170059586-170190999
HUVEC|chr4:185960986-186064251	HUVEC|chr4:185961485-186064251
HUVEC|chr4:40978801-41218033	HUVEC|chr4:40978939-41218033
HUVEC|chr4:40996124-41218033	HUVEC|chr4:40997297-41218033
HUVEC|chr4:48597269-48780575	HUVEC|chr4:48597766-48780575
HUVEC|chr4:48597269-48780575	HUVEC|chr4:48598565-48780575
HUVEC|chr4:48597766-48780575	HUVEC|chr4:48598565-48780575
HUVEC|chr4:79860849-81127816	HUVEC|chr4:79860849-81128219
HUVEC|chr4:87858018-87920639	HUVEC|chr4:87858018-87920799
HUVEC|chr4:87858018-87920799	HUVEC|chr4:87858018-87921338
HUVEC|chr5:10251469-10633325	HUVEC|chr5:10251469-10635291
HUVEC|chr5:10251469-10633325	HUVEC|chr5:10251469-10635799
HUVEC|chr5:10251469-10635291	HUVEC|chr5:10251469-10635799
HUVEC|chr5:141071323-141337368	HUVEC|chr5:141071601-141337368
HUVEC|chr5:141071323-141337368	HUVEC|chr5:141071635-141337368
HUVEC|chr5:141071323-141337368	HUVEC|chr5:141072201-141337368
HUVEC|chr5:141071601-141337368	HUVEC|chr5:141071635-141337368
HUVEC|chr5:141071601-141337368	HUVEC|chr5:141072201-141337368
HUVEC|chr5:141071635-141337368	HUVEC|chr5:141072201-141337368
HUVEC|chr5:142383167-143549311	HUVEC|chr5:142388783-143549311
HUVEC|chr5:16937031-17131685	HUVEC|chr5:16937031-17132199
HUVEC|chr5:172140561-172754115	HUVEC|chr5:172142976-172754115
HUVEC|chr5:172140561-172754115	HUVEC|chr5:172144439-172754115
HUVEC|chr5:172142976-172754115	HUVEC|chr5:172144439-172754115
HUVEC|chr5:172142976-172754115	HUVEC|chr5:172148870-172754115
HUVEC|chr5:172144439-172754115	HUVEC|chr5:172148870-172754115
HUVEC|chr5:172144439-172754115	HUVEC|chr5:172149530-172754115
HUVEC|chr5:172148870-172754115	HUVEC|chr5:172149530-172754115
HUVEC|chr5:172199993-172294777	HUVEC|chr5:172199993-172294969
HUVEC|chr5:176075122-176509943	HUVEC|chr5:176075122-176513443
HUVEC|chr5:176075122-176509943	HUVEC|chr5:176075122-176513842
HUVEC|chr5:176075122-176513443	HUVEC|chr5:176075122-176513842
HUVEC|chr5:53812801-54455520	HUVEC|chr5:53813348-54455520
HUVEC|chr5:53814500-54449738	HUVEC|chr5:53820384-54455520
HUVEC|chr5:53814500-54468219	HUVEC|chr5:53814500-54469200
HUVEC|chr5:53814500-54468219	HUVEC|chr5:53814500-54471799
HUVEC|chr5:53814500-54469200	HUVEC|chr5:53814500-54471799
HUVEC|chr5:53820384-54455520	HUVEC|chr5:53820985-54455520
HUVEC|chr5:55292011-55485798	HUVEC|chr5:55292011-55487253
HUVEC|chr5:56782958-57752807	HUVEC|chr5:56785201-57752807
HUVEC|chr5:56782958-57752807	HUVEC|chr5:56787562-57752807
HUVEC|chr5:56782958-57752807	HUVEC|chr5:56789545-57752807
HUVEC|chr5:56782958-57752807	HUVEC|chr5:56791908-57752807
HUVEC|chr5:56785201-57752807	HUVEC|chr5:56787562-57752807
HUVEC|chr5:56785201-57752807	HUVEC|chr5:56789545-57752807
HUVEC|chr5:56785201-57752807	HUVEC|chr5:56791908-57752807
HUVEC|chr5:56787562-57752807	HUVEC|chr5:56789545-57752807
HUVEC|chr5:56787562-57752807	HUVEC|chr5:56791908-57752807
HUVEC|chr5:56787562-57752807	HUVEC|chr5:56795465-57752807
HUVEC|chr5:56789545-57752807	HUVEC|chr5:56791908-57752807
HUVEC|chr5:56789545-57752807	HUVEC|chr5:56795465-57752807
HUVEC|chr5:56791908-57752807	HUVEC|chr5:56795465-57752807
HUVEC|chr5:56791908-57752807	HUVEC|chr5:56799401-57752807
HUVEC|chr5:56795465-57752807	HUVEC|chr5:56799401-57752807
HUVEC|chr5:71659634-72111348	HUVEC|chr5:71662729-72111348
HUVEC|chr6:11606601-12289016	HUVEC|chr6:11611616-12289016
HUVEC|chr6:12297167-12606339	HUVEC|chr6:12297167-12608048
HUVEC|chr6:126102601-126277299	HUVEC|chr6:126102601-126278799
HUVEC|chr6:126102601-126277299	HUVEC|chr6:126103161-126277708
HUVEC|chr6:126102601-126278799	HUVEC|chr6:126103161-126277708
HUVEC|chr6:138428842-138843006	HUVEC|chr6:138428842-138845172
HUVEC|chr6:139139425-139308284	HUVEC|chr6:139140201-139308284
HUVEC|chr6:150161742-150244076	HUVEC|chr6:150162155-150244076
HUVEC|chr6:150390563-151134951	HUVEC|chr6:150390563-151135942
HUVEC|chr6:150390563-151134951	HUVEC|chr6:150390563-151138399
HUVEC|chr6:150390563-151135942	HUVEC|chr6:150390563-151138399
HUVEC|chr6:1611829-2102788	HUVEC|chr6:1611829-2103224
HUVEC|chr6:1611829-2102788	HUVEC|chr6:1611829-2103399
HUVEC|chr6:1611829-2102788	HUVEC|chr6:1611829-2103614
HUVEC|chr6:1611829-2103224	HUVEC|chr6:1611829-2103399
HUVEC|chr6:1611829-2103224	HUVEC|chr6:1611829-2103614
HUVEC|chr6:1611829-2103399	HUVEC|chr6:1611829-2103614
HUVEC|chr6:1611829-2110658	HUVEC|chr6:1611829-2113876
HUVEC|chr6:16332201-16759791	HUVEC|chr6:16332801-16759791
HUVEC|chr6:16332201-16759791	HUVEC|chr6:16332809-16759791
HUVEC|chr6:16332801-16759791	HUVEC|chr6:16332809-16759791
HUVEC|chr6:17838642-18122634	HUVEC|chr6:17839069-18122634
HUVEC|chr6:17847401-18122634	HUVEC|chr6:17848829-18122634
HUVEC|chr6:26330546-26537353	HUVEC|chr6:26330801-26537353
HUVEC|chr6:26337001-26537353	HUVEC|chr6:26337072-26537353
HUVEC|chr6:27144801-27774914	HUVEC|chr6:27147001-27774914
HUVEC|chr6:35265387-35419936	HUVEC|chr6:35266093-35419936
HUVEC|chr6:37468165-37673599	HUVEC|chr6:37468165-37673738
HUVEC|chr6:41756039-42012080	HUVEC|chr6:41756039-42012798
HUVEC|chr6:41756039-42012080	HUVEC|chr6:41756039-42013999
HUVEC|chr6:41756039-42012798	HUVEC|chr6:41756039-42013999
HUVEC|chr6:41756039-42012798	HUVEC|chr6:41756039-42015177
HUVEC|chr6:41756039-42013999	HUVEC|chr6:41756039-42015177
HUVEC|chr6:41756039-42013999	HUVEC|chr6:41756039-42015799
HUVEC|chr6:41756039-42015177	HUVEC|chr6:41756039-42015799
HUVEC|chr6:43740271-44039361	HUVEC|chr6:43740271-44040457
HUVEC|chr6:43740271-44039361	HUVEC|chr6:43740271-44041244
HUVEC|chr6:43740271-44039361	HUVEC|chr6:43740271-44041799
HUVEC|chr6:43740271-44040457	HUVEC|chr6:43740271-44041244
HUVEC|chr6:43740271-44040457	HUVEC|chr6:43740271-44041799
HUVEC|chr6:43740271-44041244	HUVEC|chr6:43740271-44041799
HUVEC|chr6:52285946-52403967	HUVEC|chr6:52285946-52404411
HUVEC|chr6:52285946-52403967	HUVEC|chr6:52285946-52404987
HUVEC|chr6:52285946-52404411	HUVEC|chr6:52285946-52404987
HUVEC|chr6:52285946-52404987	HUVEC|chr6:52285946-52405685
HUVEC|chr6:7727220-7994265	HUVEC|chr6:7727220-7995202
HUVEC|chr6:7727220-7994265	HUVEC|chr6:7727220-7995690
HUVEC|chr6:7727220-7994265	HUVEC|chr6:7727220-7995988
HUVEC|chr6:7727220-7995202	HUVEC|chr6:7727220-7995690
HUVEC|chr6:7727220-7995202	HUVEC|chr6:7727220-7995988
HUVEC|chr6:7727220-7995690	HUVEC|chr6:7727220-7995988
HUVEC|chr7:100052201-100302958	HUVEC|chr7:100052795-100302958
HUVEC|chr7:150149573-150451181	HUVEC|chr7:150149573-150452023
HUVEC|chr7:154720762-154996648	HUVEC|chr7:154720762-154998999
HUVEC|chr7:154720762-155137270	HUVEC|chr7:154720762-155137937
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25887226-27190399
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25889766-27178999
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25889766-27190399
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25892401-27178999
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25892401-27190399
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25894194-27178999
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25897601-27178999
HUVEC|chr7:25887226-27178999	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25887226-27196634
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25889766-27190399
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25889766-27196634
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25892401-27190399
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25892401-27196634
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25894194-27196634
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25887226-27190399	HUVEC|chr7:25897601-27196634
HUVEC|chr7:25887226-27196634	HUVEC|chr7:25889766-27190399
HUVEC|chr7:25887226-27196634	HUVEC|chr7:25889766-27196634
HUVEC|chr7:25887226-27196634	HUVEC|chr7:25892401-27190399
HUVEC|chr7:25887226-27196634	HUVEC|chr7:25892401-27196634
HUVEC|chr7:25887226-27196634	HUVEC|chr7:25894194-27196634
HUVEC|chr7:25887226-27196634	HUVEC|chr7:25897601-27196634
HUVEC|chr7:25889766-27178999	HUVEC|chr7:25889766-27190399
HUVEC|chr7:25889766-27178999	HUVEC|chr7:25892401-27178999
HUVEC|chr7:25889766-27178999	HUVEC|chr7:25892401-27190399
HUVEC|chr7:25889766-27178999	HUVEC|chr7:25894194-27178999
HUVEC|chr7:25889766-27178999	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25889766-27178999	HUVEC|chr7:25897601-27178999
HUVEC|chr7:25889766-27178999	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25889766-27190399	HUVEC|chr7:25889766-27196634
HUVEC|chr7:25889766-27190399	HUVEC|chr7:25892401-27190399
HUVEC|chr7:25889766-27190399	HUVEC|chr7:25892401-27196634
HUVEC|chr7:25889766-27190399	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25889766-27190399	HUVEC|chr7:25894194-27196634
HUVEC|chr7:25889766-27190399	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25889766-27190399	HUVEC|chr7:25897601-27196634
HUVEC|chr7:25889766-27196634	HUVEC|chr7:25892401-27190399
HUVEC|chr7:25889766-27196634	HUVEC|chr7:25892401-27196634
HUVEC|chr7:25889766-27196634	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25889766-27196634	HUVEC|chr7:25894194-27196634
HUVEC|chr7:25889766-27196634	HUVEC|chr7:25897601-27196634
HUVEC|chr7:25892401-27178999	HUVEC|chr7:25892401-27190399
HUVEC|chr7:25892401-27178999	HUVEC|chr7:25894194-27178999
HUVEC|chr7:25892401-27178999	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25892401-27178999	HUVEC|chr7:25897601-27178999
HUVEC|chr7:25892401-27178999	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25892401-27190399	HUVEC|chr7:25892401-27196634
HUVEC|chr7:25892401-27190399	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25892401-27190399	HUVEC|chr7:25894194-27196634
HUVEC|chr7:25892401-27190399	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25892401-27190399	HUVEC|chr7:25897601-27196634
HUVEC|chr7:25892401-27196634	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25892401-27196634	HUVEC|chr7:25894194-27196634
HUVEC|chr7:25892401-27196634	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25892401-27196634	HUVEC|chr7:25897601-27196634
HUVEC|chr7:25894194-27178999	HUVEC|chr7:25894194-27190399
HUVEC|chr7:25894194-27178999	HUVEC|chr7:25897601-27178999
HUVEC|chr7:25894194-27178999	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25894194-27190399	HUVEC|chr7:25894194-27196634
HUVEC|chr7:25894194-27190399	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25894194-27190399	HUVEC|chr7:25897601-27196634
HUVEC|chr7:25894194-27196634	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25894194-27196634	HUVEC|chr7:25897601-27196634
HUVEC|chr7:25897601-27178999	HUVEC|chr7:25897601-27190399
HUVEC|chr7:25897601-27190399	HUVEC|chr7:25897601-27196634
HUVEC|chr7:26242570-26723057	HUVEC|chr7:26242570-26723868
HUVEC|chr7:26242570-27183999	HUVEC|chr7:26242570-27189399
HUVEC|chr7:26410350-27178999	HUVEC|chr7:26411494-27178999
HUVEC|chr7:26410350-27178999	HUVEC|chr7:26413201-27178999
HUVEC|chr7:26410350-27178999	HUVEC|chr7:26416952-27183999
HUVEC|chr7:26410350-27178999	HUVEC|chr7:26417185-27178999
HUVEC|chr7:26411494-27178999	HUVEC|chr7:26413201-27178999
HUVEC|chr7:26411494-27178999	HUVEC|chr7:26416952-27183999
HUVEC|chr7:26411494-27178999	HUVEC|chr7:26417185-27178999
HUVEC|chr7:26413201-27178999	HUVEC|chr7:26416952-27183999
HUVEC|chr7:26413201-27178999	HUVEC|chr7:26417185-27178999
HUVEC|chr7:26416952-27183999	HUVEC|chr7:26416952-27189399
HUVEC|chr7:26416952-27183999	HUVEC|chr7:26417185-27178999
HUVEC|chr7:26723349-27178999	HUVEC|chr7:26726687-27178999
HUVEC|chr7:26726687-27178999	HUVEC|chr7:26729364-27178999
HUVEC|chr7:26898201-27135229	HUVEC|chr7:26898218-27135229
HUVEC|chr7:27226126-27956950	HUVEC|chr7:27226126-27960652
HUVEC|chr7:27226126-28147590	HUVEC|chr7:27226126-28147834
HUVEC|chr7:39650466-40336462	HUVEC|chr7:39650466-40339798
HUVEC|chr7:39650466-40336462	HUVEC|chr7:39650466-40343199
HUVEC|chr7:39650466-40339798	HUVEC|chr7:39650466-40343199
HUVEC|chr7:39650466-40339798	HUVEC|chr7:39650466-40344520
HUVEC|chr7:39650466-40339798	HUVEC|chr7:39650466-40345376
HUVEC|chr7:39650466-40343199	HUVEC|chr7:39650466-40344520
HUVEC|chr7:39650466-40343199	HUVEC|chr7:39650466-40345376
HUVEC|chr7:39650466-40343199	HUVEC|chr7:39650466-40349572
HUVEC|chr7:39650466-40344520	HUVEC|chr7:39650466-40345376
HUVEC|chr7:39650466-40344520	HUVEC|chr7:39650466-40349572
HUVEC|chr7:39650466-40345376	HUVEC|chr7:39650466-40349572
HUVEC|chr7:43494668-43768610	HUVEC|chr7:43495001-43768610
HUVEC|chr7:47491201-48127696	HUVEC|chr7:47494296-48127696
HUVEC|chr7:47494296-48127696	HUVEC|chr7:47498390-48127696
HUVEC|chr7:92255567-92465778	HUVEC|chr7:92256023-92465778
HUVEC|chr8:103877123-104042505	HUVEC|chr8:103877123-104042599
HUVEC|chr8:119124872-119426902	HUVEC|chr8:119124872-119427900
HUVEC|chr8:126104615-126649327	HUVEC|chr8:126104615-126650585
HUVEC|chr8:126104615-126649327	HUVEC|chr8:126104615-126651528
HUVEC|chr8:126104615-126650585	HUVEC|chr8:126104615-126651528
HUVEC|chr8:126104615-126651528	HUVEC|chr8:126104615-126656343
HUVEC|chr8:126104615-126656343	HUVEC|chr8:126104615-126660362
HUVEC|chr8:126104615-126671375	HUVEC|chr8:126104615-126671399
HUVEC|chr8:126142201-126441207	HUVEC|chr8:126143678-126441207
HUVEC|chr8:128221633-128746351	HUVEC|chr8:128223099-128746351
HUVEC|chr8:128221633-128746351	HUVEC|chr8:128224101-128746351
HUVEC|chr8:128221633-128746351	HUVEC|chr8:128225755-128746351
HUVEC|chr8:128223099-128746351	HUVEC|chr8:128224101-128746351
HUVEC|chr8:128223099-128746351	HUVEC|chr8:128225755-128746351
HUVEC|chr8:128224101-128746351	HUVEC|chr8:128225755-128746351
HUVEC|chr8:128224101-128746351	HUVEC|chr8:128229050-128746351
HUVEC|chr8:128225755-128746351	HUVEC|chr8:128229050-128746351
HUVEC|chr8:13226808-13424003	HUVEC|chr8:13227438-13424003
HUVEC|chr8:13230194-13424003	HUVEC|chr8:13231067-13424003
HUVEC|chr8:134585578-134667291	HUVEC|chr8:134585578-134668004
HUVEC|chr8:134585578-134668004	HUVEC|chr8:134585578-134668429
HUVEC|chr8:29209190-29484643	HUVEC|chr8:29209190-29484949
HUVEC|chr8:36937834-37552381	HUVEC|chr8:36942379-37552381
HUVEC|chr8:38035297-38578750	HUVEC|chr8:38035297-38579254
HUVEC|chr8:61591779-61935805	HUVEC|chr8:61591779-61936599
HUVEC|chr8:61591779-61935805	HUVEC|chr8:61591779-61936799
HUVEC|chr8:61591779-61936599	HUVEC|chr8:61591779-61936799
HUVEC|chr8:61591779-61947946	HUVEC|chr8:61591779-61949856
HUVEC|chr8:61591779-62015686	HUVEC|chr8:61591779-62016399
HUVEC|chr8:80677401-80941130	HUVEC|chr8:80678401-80941130
HUVEC|chr8:80677401-80941130	HUVEC|chr8:80679401-80941130
HUVEC|chr8:80678401-80941130	HUVEC|chr8:80679401-80941130
HUVEC|chr8:80679401-80941130	HUVEC|chr8:80681593-80941130
HUVEC|chr8:80681593-80941130	HUVEC|chr8:80682665-80941130
HUVEC|chr8:93116311-93521230	HUVEC|chr8:93116311-93522916
HUVEC|chr9:116038986-116415987	HUVEC|chr9:116038986-116419426
HUVEC|chr9:116038986-116419426	HUVEC|chr9:116038986-116420587
HUVEC|chr9:123502601-123836584	HUVEC|chr9:123504600-123836584
HUVEC|chr9:130302601-130678839	HUVEC|chr9:130305401-130678839
HUVEC|chr9:130302601-130693037	HUVEC|chr9:130305401-130693037
HUVEC|chr9:130305401-130678839	HUVEC|chr9:130307991-130678839
HUVEC|chr9:130305401-130678839	HUVEC|chr9:130308981-130678839
HUVEC|chr9:130305401-130693037	HUVEC|chr9:130307991-130693037
HUVEC|chr9:130305401-130693037	HUVEC|chr9:130308981-130693037
HUVEC|chr9:130307991-130678839	HUVEC|chr9:130308981-130678839
HUVEC|chr9:130307991-130693037	HUVEC|chr9:130308981-130693037
HUVEC|chr9:130319137-130678839	HUVEC|chr9:130320801-130678839
HUVEC|chr9:130319137-130693037	HUVEC|chr9:130320801-130693037
HUVEC|chr9:140190384-140300886	HUVEC|chr9:140190384-140301999
HUVEC|chr9:18437801-19048828	HUVEC|chr9:18439421-19048828
HUVEC|chr9:18437801-19048828	HUVEC|chr9:18442676-19048828
HUVEC|chr9:18437801-19048828	HUVEC|chr9:18443167-19048828
HUVEC|chr9:18439421-19048828	HUVEC|chr9:18442676-19048828
HUVEC|chr9:18439421-19048828	HUVEC|chr9:18443167-19048828
HUVEC|chr9:18442676-19048828	HUVEC|chr9:18443167-19048828
HUVEC|chr9:35492401-35553657	HUVEC|chr9:35492401-35553799
HUVEC|chr9:4763601-4984110	HUVEC|chr9:4763734-4984110
HUVEC|chr9:4763601-5436997	HUVEC|chr9:4763734-5436997
HUVEC|chr9:4763601-5449977	HUVEC|chr9:4763734-5449977
HUVEC|chr9:5438401-5586523	HUVEC|chr9:5438401-5586999
HUVEC|chr9:5451263-5586523	HUVEC|chr9:5451263-5586999
HUVEC|chr9:91347957-91606296	HUVEC|chr9:91349703-91606296
