K562|chr10:59939490-60144599	K562|chr10:59949401-60144599
K562|chr2:48335027-48540599	K562|chr2:48341601-48540599
K562|chr2:48335027-48540599	K562|chr2:48342033-48540599
K562|chr2:48338401-48540599	K562|chr2:48340829-48540599
K562|chr2:48338401-48540599	K562|chr2:48341601-48540599
K562|chr2:48338401-48540599	K562|chr2:48342033-48540599
K562|chr2:74710897-74803375	K562|chr2:74710897-74811359
K562|chr2:74710897-74803375	K562|chr2:74710897-74812429
K562|chr2:74710897-74804741	K562|chr2:74710897-74811359
K562|chr2:74710897-74804741	K562|chr2:74710897-74812429
K562|chr2:97203330-97618656	K562|chr2:97203330-97625639
K562|chr2:97203330-97618656	K562|chr2:97203330-97626057
K562|chr2:97203330-97618656	K562|chr2:97203330-97643362
K562|chr3:130465905-130739044	K562|chr3:130479074-130745107
K562|chr3:130468154-130745107	K562|chr3:130479074-130745107
K562|chr3:138313850-138610134	K562|chr3:138313850-138631038
K562|chr3:138313850-138610134	K562|chr3:138313850-138632664
K562|chr3:138313850-138610134	K562|chr3:138313850-138633549
K562|chr3:138313850-138610134	K562|chr3:138313850-138642595
K562|chr3:176915430-177074204	K562|chr3:176915430-177078399
K562|chr3:176915430-177074459	K562|chr3:176915430-177078399
K562|chr3:194406838-194827022	K562|chr3:194406838-194850399
K562|chr3:194406838-194827022	K562|chr3:194406838-194861206
K562|chr3:194406838-194832373	K562|chr3:194406838-194850399
K562|chr3:194406838-194832373	K562|chr3:194406838-194861206
K562|chr3:194406838-194833685	K562|chr3:194406838-194850399
K562|chr3:194406838-194833685	K562|chr3:194406838-194861206
K562|chr3:194406838-194834199	K562|chr3:194406838-194850399
K562|chr3:194406838-194834199	K562|chr3:194406838-194861206
K562|chr3:194406838-194836513	K562|chr3:194406838-194850399
K562|chr3:194406838-194836513	K562|chr3:194406838-194861206
K562|chr3:194406838-194838471	K562|chr3:194406838-194850399
K562|chr3:194406838-194838471	K562|chr3:194406838-194861206
K562|chr3:194406838-194844219	K562|chr3:194406838-194850399
K562|chr3:194406838-194844219	K562|chr3:194406838-194861206
K562|chr3:195809539-195909799	K562|chr3:195809539-195919476
K562|chr3:195809539-195909799	K562|chr3:195809539-195920384
K562|chr3:195809539-195910097	K562|chr3:195809539-195919476
K562|chr3:195809539-195910097	K562|chr3:195809539-195920384
K562|chr3:195995470-196226704	K562|chr3:196015594-196244816
K562|chr3:196243949-196695148	K562|chr3:196252296-196695148
K562|chr3:196243949-196695148	K562|chr3:196255001-196695148
K562|chr3:196243949-196695148	K562|chr3:196260601-196695148
K562|chr3:196243949-196695148	K562|chr3:196264831-196695148
K562|chr3:196244615-196667652	K562|chr3:196252296-196695148
K562|chr3:196244615-196667652	K562|chr3:196255001-196695148
K562|chr3:196244615-196667652	K562|chr3:196260601-196695148
K562|chr3:196244615-196667652	K562|chr3:196264831-196695148
K562|chr3:196246232-196667652	K562|chr3:196252296-196695148
K562|chr3:196246232-196667652	K562|chr3:196255001-196695148
K562|chr3:196246232-196667652	K562|chr3:196260601-196695148
K562|chr3:196246232-196667652	K562|chr3:196264831-196695148
K562|chr3:57995633-58151519	K562|chr3:57995633-58160342
K562|chr3:57995633-58152866	K562|chr3:57995633-58160342
K562|chr3:57995633-58153423	K562|chr3:57995633-58160342
K562|chr3:57995633-58158595	K562|chr3:57995633-58160342
K562|chr3:57995633-58159046	K562|chr3:57995633-58160342
K562|chr4:110345894-110735771	K562|chr4:110356223-110734202
K562|chr4:110625001-110890372	K562|chr4:110625001-110910199
K562|chr4:123669366-123842900	K562|chr4:123672011-123842900
K562|chr4:123669366-123842900	K562|chr4:123672208-123842900
K562|chr4:123669366-123842900	K562|chr4:123676102-123842900
K562|chr4:123669366-123842900	K562|chr4:123678238-123842900
K562|chr4:123669366-123842900	K562|chr4:123678700-123842900
K562|chr4:123669366-123842900	K562|chr4:123679218-123842900
K562|chr4:123669366-123842900	K562|chr4:123679742-123842900
K562|chr4:123678238-123842900	K562|chr4:123693380-123842900
K562|chr4:123678700-123842900	K562|chr4:123693380-123842900
K562|chr4:123679218-123842900	K562|chr4:123693380-123842900
K562|chr4:123679742-123842900	K562|chr4:123693380-123842900
K562|chr5:126012224-126111436	K562|chr5:126016001-126111436
K562|chr5:126013210-126111436	K562|chr5:126016001-126111436
K562|chr5:126014940-126111436	K562|chr5:126016001-126111436
K562|chr5:68379356-68628205	K562|chr5:68402201-68628205
K562|chr5:68379699-68628205	K562|chr5:68402201-68628205
K562|chr5:68386162-68628205	K562|chr5:68402201-68628205
K562|chr5:68387516-68628205	K562|chr5:68402201-68628205
K562|chr5:68389048-68628205	K562|chr5:68402201-68628205
K562|chr5:68389201-68628205	K562|chr5:68402201-68628205
K562|chr5:68391361-68625826	K562|chr5:68402201-68628205
K562|chr5:68391361-68630494	K562|chr5:68402201-68628205
K562|chr5:68391361-68631216	K562|chr5:68402201-68628205
K562|chr6:147220793-147522999	K562|chr6:147237970-147522999
K562|chr6:147220793-147522999	K562|chr6:147244601-147522999
K562|chr6:147221401-147522999	K562|chr6:147237970-147522999
K562|chr6:147221401-147522999	K562|chr6:147244601-147522999
K562|chr6:147221454-147522999	K562|chr6:147237970-147522999
K562|chr6:147221454-147522999	K562|chr6:147244601-147522999
K562|chr6:147223001-147522999	K562|chr6:147237970-147522999
K562|chr6:147223001-147522999	K562|chr6:147244601-147522999
K562|chr6:147223628-147522999	K562|chr6:147237970-147522999
K562|chr6:147223628-147522999	K562|chr6:147244601-147522999
K562|chr6:147224166-147522999	K562|chr6:147237970-147522999
K562|chr6:147224166-147522999	K562|chr6:147244601-147522999
K562|chr6:25993546-27129785	K562|chr6:26034786-27116399
K562|chr6:25993546-27129785	K562|chr6:26034786-27117399
K562|chr6:25993546-27129785	K562|chr6:26034786-27117521
K562|chr6:25993546-27129785	K562|chr6:26034786-27117867
K562|chr6:25993546-27129785	K562|chr6:26034786-27118192
K562|chr6:25993546-27129785	K562|chr6:26035801-27108612
K562|chr6:25993546-27764828	K562|chr6:26026401-27803708
K562|chr6:25993546-27764828	K562|chr6:26028378-27802199
K562|chr6:25993546-27764828	K562|chr6:26030001-27803708
K562|chr6:25993546-27764828	K562|chr6:26034786-27802199
K562|chr6:25993546-27764828	K562|chr6:26035801-27803708
K562|chr6:26026401-27803708	K562|chr6:26034786-27727447
K562|chr6:26026401-27803708	K562|chr6:26170106-27797091
K562|chr6:26028378-27082799	K562|chr6:26034786-27116399
K562|chr6:26028378-27082799	K562|chr6:26034786-27117399
K562|chr6:26028378-27082799	K562|chr6:26034786-27117521
K562|chr6:26028378-27082799	K562|chr6:26034786-27117867
K562|chr6:26028378-27082799	K562|chr6:26034786-27118192
K562|chr6:26028378-27082799	K562|chr6:26035801-27108612
K562|chr6:26028378-27154849	K562|chr6:26034786-27116399
K562|chr6:26028378-27154849	K562|chr6:26034786-27117399
K562|chr6:26028378-27154849	K562|chr6:26034786-27117521
K562|chr6:26028378-27154849	K562|chr6:26034786-27117867
K562|chr6:26028378-27154849	K562|chr6:26034786-27118192
K562|chr6:26028378-27154849	K562|chr6:26035801-27108612
K562|chr6:26028378-27802199	K562|chr6:26034786-27727447
K562|chr6:26028378-27802199	K562|chr6:26170106-27797091
K562|chr6:26030001-26187741	K562|chr6:26034786-26202199
K562|chr6:26030001-26187741	K562|chr6:26035801-26194984
K562|chr6:26030001-26187741	K562|chr6:26035801-26203134
K562|chr6:26030001-27803708	K562|chr6:26034786-27727447
K562|chr6:26030001-27803708	K562|chr6:26170106-27797091
K562|chr6:26034786-27116399	K562|chr6:26088406-27117399
K562|chr6:26034786-27116399	K562|chr6:26128356-27154849
K562|chr6:26034786-27117399	K562|chr6:26088406-27117399
K562|chr6:26034786-27117399	K562|chr6:26128356-27154849
K562|chr6:26034786-27117521	K562|chr6:26088406-27117399
K562|chr6:26034786-27117521	K562|chr6:26128356-27154849
K562|chr6:26034786-27117867	K562|chr6:26088406-27117399
K562|chr6:26034786-27117867	K562|chr6:26128356-27154849
K562|chr6:26034786-27118192	K562|chr6:26088406-27117399
K562|chr6:26034786-27118192	K562|chr6:26128356-27154849
K562|chr6:26034786-27727447	K562|chr6:26034786-27802199
K562|chr6:26034786-27727447	K562|chr6:26035801-27803708
K562|chr6:26034786-27727447	K562|chr6:26200948-27780199
K562|chr6:26034786-27727447	K562|chr6:26200948-27784806
K562|chr6:26034786-27727447	K562|chr6:26200948-27785624
K562|chr6:26034786-27727447	K562|chr6:26200948-27787770
K562|chr6:26034786-27727447	K562|chr6:26200948-27856399
K562|chr6:26034786-27727447	K562|chr6:26200948-27856985
K562|chr6:26034786-27727447	K562|chr6:26203001-27774278
K562|chr6:26034786-27727447	K562|chr6:26203001-27791398
K562|chr6:26034786-27727447	K562|chr6:26203001-27797091
K562|chr6:26034786-27727447	K562|chr6:26203001-27857194
K562|chr6:26034786-27802199	K562|chr6:26170106-27797091
K562|chr6:26035801-27108612	K562|chr6:26088406-27117399
K562|chr6:26035801-27108612	K562|chr6:26128356-27154849
K562|chr6:26035801-27803708	K562|chr6:26170106-27797091
K562|chr6:26160997-27631088	K562|chr6:26200948-27780199
K562|chr6:26160997-27631088	K562|chr6:26200948-27784806
K562|chr6:26160997-27631088	K562|chr6:26200948-27785624
K562|chr6:26160997-27631088	K562|chr6:26200948-27787770
K562|chr6:26160997-27631088	K562|chr6:26203001-27774278
K562|chr6:26160997-27631088	K562|chr6:26207015-27780199
K562|chr6:26160997-27631088	K562|chr6:26207015-27784806
K562|chr6:26160997-27631088	K562|chr6:26207015-27785624
K562|chr6:26160997-27631088	K562|chr6:26207015-27787770
K562|chr6:26160997-27631088	K562|chr6:26212601-27774278
K562|chr6:26160997-27631088	K562|chr6:26216001-27774278
K562|chr6:26160997-27631088	K562|chr6:26218948-27780199
K562|chr6:26160997-27631088	K562|chr6:26218948-27784806
K562|chr6:26160997-27631088	K562|chr6:26218948-27785624
K562|chr6:26160997-27631088	K562|chr6:26218948-27787770
K562|chr6:26160997-27631088	K562|chr6:26219538-27774278
K562|chr6:26160997-27631088	K562|chr6:26220673-27774278
K562|chr6:26160997-27631088	K562|chr6:26221001-27774278
K562|chr6:26160997-27631088	K562|chr6:26221037-27774278
K562|chr6:26160997-27631088	K562|chr6:26223166-27774278
K562|chr6:26170106-27797091	K562|chr6:26200948-27780199
K562|chr6:26170106-27797091	K562|chr6:26200948-27784806
K562|chr6:26170106-27797091	K562|chr6:26200948-27785624
K562|chr6:26170106-27797091	K562|chr6:26200948-27787770
K562|chr6:26170106-27797091	K562|chr6:26200948-27856399
K562|chr6:26170106-27797091	K562|chr6:26200948-27856985
K562|chr6:26170106-27797091	K562|chr6:26203001-27774278
K562|chr6:26170106-27797091	K562|chr6:26203001-27791398
K562|chr6:26170106-27797091	K562|chr6:26203001-27797091
K562|chr6:26170106-27797091	K562|chr6:26203001-27857194
K562|chr6:26170106-27797091	K562|chr6:26207015-27780199
K562|chr6:26170106-27797091	K562|chr6:26207015-27784806
K562|chr6:26170106-27797091	K562|chr6:26207015-27785624
K562|chr6:26170106-27797091	K562|chr6:26207015-27787770
K562|chr6:26170106-27797091	K562|chr6:26207015-27856399
K562|chr6:26170106-27797091	K562|chr6:26207015-27856985
K562|chr6:26170106-27797091	K562|chr6:26212601-27774278
K562|chr6:26170106-27797091	K562|chr6:26212601-27791398
K562|chr6:26170106-27797091	K562|chr6:26212601-27797091
K562|chr6:26170106-27797091	K562|chr6:26212601-27857194
K562|chr6:26170106-27797091	K562|chr6:26216001-27774278
K562|chr6:26170106-27797091	K562|chr6:26216001-27791398
K562|chr6:26170106-27797091	K562|chr6:26216001-27797091
K562|chr6:26170106-27797091	K562|chr6:26216001-27857194
K562|chr6:26170106-27797091	K562|chr6:26218948-27780199
K562|chr6:26170106-27797091	K562|chr6:26218948-27784806
K562|chr6:26170106-27797091	K562|chr6:26218948-27785624
K562|chr6:26170106-27797091	K562|chr6:26218948-27787770
K562|chr6:26170106-27797091	K562|chr6:26218948-27856399
K562|chr6:26170106-27797091	K562|chr6:26218948-27856985
K562|chr6:26170106-27797091	K562|chr6:26219538-27774278
K562|chr6:26170106-27797091	K562|chr6:26219538-27791398
K562|chr6:26170106-27797091	K562|chr6:26219538-27797091
K562|chr6:26170106-27797091	K562|chr6:26219538-27857194
K562|chr6:26170106-27797091	K562|chr6:26220673-27774278
K562|chr6:26170106-27797091	K562|chr6:26220673-27791398
K562|chr6:26170106-27797091	K562|chr6:26220673-27797091
K562|chr6:26170106-27797091	K562|chr6:26220673-27857194
K562|chr6:26170106-27797091	K562|chr6:26221001-27774278
K562|chr6:26170106-27797091	K562|chr6:26221001-27791398
K562|chr6:26170106-27797091	K562|chr6:26221001-27797091
K562|chr6:26170106-27797091	K562|chr6:26221001-27857194
K562|chr6:26170106-27797091	K562|chr6:26221037-27774278
K562|chr6:26170106-27797091	K562|chr6:26221037-27791398
K562|chr6:26170106-27797091	K562|chr6:26221037-27797091
K562|chr6:26170106-27797091	K562|chr6:26221037-27857194
K562|chr6:26170106-27797091	K562|chr6:26223166-27774278
K562|chr6:26170106-27797091	K562|chr6:26223166-27791398
K562|chr6:26170106-27797091	K562|chr6:26223166-27797091
K562|chr6:26170106-27797091	K562|chr6:26223166-27857194
K562|chr6:26200948-27106799	K562|chr6:26200948-27142377
K562|chr6:26200948-27780199	K562|chr6:26355022-27803708
K562|chr6:26200948-27784806	K562|chr6:26355022-27803708
K562|chr6:26200948-27785624	K562|chr6:26355022-27803708
K562|chr6:26200948-27787770	K562|chr6:26355022-27803708
K562|chr6:26203001-27774278	K562|chr6:26355022-27803708
K562|chr6:26203001-27791398	K562|chr6:26355022-27803708
K562|chr6:26203001-27797091	K562|chr6:26355022-27803708
K562|chr6:26207015-27780199	K562|chr6:26355022-27803708
K562|chr6:26207015-27784806	K562|chr6:26355022-27803708
K562|chr6:26207015-27785624	K562|chr6:26355022-27803708
K562|chr6:26207015-27787770	K562|chr6:26355022-27803708
K562|chr6:26212601-27774278	K562|chr6:26355022-27803708
K562|chr6:26212601-27774278	K562|chr6:26365992-27802199
K562|chr6:26212601-27774278	K562|chr6:26367026-27774278
K562|chr6:26212601-27774278	K562|chr6:26367026-27797091
K562|chr6:26212601-27791398	K562|chr6:26355022-27803708
K562|chr6:26212601-27791398	K562|chr6:26365992-27802199
K562|chr6:26212601-27791398	K562|chr6:26367026-27797091
K562|chr6:26212601-27797091	K562|chr6:26355022-27803708
K562|chr6:26212601-27797091	K562|chr6:26365992-27802199
K562|chr6:26212601-27797091	K562|chr6:26367026-27797091
K562|chr6:26216001-27774278	K562|chr6:26355022-27803708
K562|chr6:26216001-27774278	K562|chr6:26365992-27802199
K562|chr6:26216001-27774278	K562|chr6:26367026-27774278
K562|chr6:26216001-27774278	K562|chr6:26367026-27797091
K562|chr6:26216001-27791398	K562|chr6:26355022-27803708
K562|chr6:26216001-27791398	K562|chr6:26365992-27802199
K562|chr6:26216001-27791398	K562|chr6:26367026-27797091
K562|chr6:26216001-27797091	K562|chr6:26355022-27803708
K562|chr6:26216001-27797091	K562|chr6:26365992-27802199
K562|chr6:26216001-27797091	K562|chr6:26367026-27797091
K562|chr6:26218948-27780199	K562|chr6:26355022-27803708
K562|chr6:26218948-27780199	K562|chr6:26365992-27802199
K562|chr6:26218948-27780199	K562|chr6:26367026-27774278
K562|chr6:26218948-27780199	K562|chr6:26367026-27797091
K562|chr6:26218948-27784806	K562|chr6:26355022-27803708
K562|chr6:26218948-27784806	K562|chr6:26365992-27802199
K562|chr6:26218948-27784806	K562|chr6:26367026-27797091
K562|chr6:26218948-27785624	K562|chr6:26355022-27803708
K562|chr6:26218948-27785624	K562|chr6:26365992-27802199
K562|chr6:26218948-27785624	K562|chr6:26367026-27797091
K562|chr6:26218948-27787770	K562|chr6:26355022-27803708
K562|chr6:26218948-27787770	K562|chr6:26365992-27802199
K562|chr6:26218948-27787770	K562|chr6:26367026-27797091
K562|chr6:26219538-27774278	K562|chr6:26355022-27803708
K562|chr6:26219538-27774278	K562|chr6:26365992-27802199
K562|chr6:26219538-27774278	K562|chr6:26367026-27774278
K562|chr6:26219538-27774278	K562|chr6:26367026-27797091
K562|chr6:26219538-27791398	K562|chr6:26355022-27803708
K562|chr6:26219538-27791398	K562|chr6:26365992-27802199
K562|chr6:26219538-27791398	K562|chr6:26367026-27797091
K562|chr6:26219538-27797091	K562|chr6:26355022-27803708
K562|chr6:26219538-27797091	K562|chr6:26365992-27802199
K562|chr6:26219538-27797091	K562|chr6:26367026-27797091
K562|chr6:26220673-27774278	K562|chr6:26355022-27803708
K562|chr6:26220673-27774278	K562|chr6:26365992-27802199
K562|chr6:26220673-27774278	K562|chr6:26367026-27774278
K562|chr6:26220673-27774278	K562|chr6:26367026-27797091
K562|chr6:26220673-27791398	K562|chr6:26355022-27803708
K562|chr6:26220673-27791398	K562|chr6:26365992-27802199
K562|chr6:26220673-27791398	K562|chr6:26367026-27797091
K562|chr6:26220673-27797091	K562|chr6:26355022-27803708
K562|chr6:26220673-27797091	K562|chr6:26365992-27802199
K562|chr6:26220673-27797091	K562|chr6:26367026-27797091
K562|chr6:26221001-27774278	K562|chr6:26355022-27803708
K562|chr6:26221001-27774278	K562|chr6:26365992-27802199
K562|chr6:26221001-27774278	K562|chr6:26367026-27774278
K562|chr6:26221001-27774278	K562|chr6:26367026-27797091
K562|chr6:26221001-27791398	K562|chr6:26355022-27803708
K562|chr6:26221001-27791398	K562|chr6:26365992-27802199
K562|chr6:26221001-27791398	K562|chr6:26367026-27797091
K562|chr6:26221001-27797091	K562|chr6:26355022-27803708
K562|chr6:26221001-27797091	K562|chr6:26365992-27802199
K562|chr6:26221001-27797091	K562|chr6:26367026-27797091
K562|chr6:26221037-27774278	K562|chr6:26355022-27803708
K562|chr6:26221037-27774278	K562|chr6:26365992-27802199
K562|chr6:26221037-27774278	K562|chr6:26367026-27774278
K562|chr6:26221037-27774278	K562|chr6:26367026-27797091
K562|chr6:26221037-27791398	K562|chr6:26355022-27803708
K562|chr6:26221037-27791398	K562|chr6:26365992-27802199
K562|chr6:26221037-27791398	K562|chr6:26367026-27797091
K562|chr6:26221037-27797091	K562|chr6:26355022-27803708
K562|chr6:26221037-27797091	K562|chr6:26365992-27802199
K562|chr6:26221037-27797091	K562|chr6:26367026-27797091
K562|chr6:26223166-27774278	K562|chr6:26355022-27803708
K562|chr6:26223166-27774278	K562|chr6:26365992-27802199
K562|chr6:26223166-27774278	K562|chr6:26367026-27774278
K562|chr6:26223166-27774278	K562|chr6:26367026-27797091
K562|chr6:26223166-27791398	K562|chr6:26355022-27803708
K562|chr6:26223166-27791398	K562|chr6:26365992-27802199
K562|chr6:26223166-27791398	K562|chr6:26367026-27797091
K562|chr6:26223166-27797091	K562|chr6:26355022-27803708
K562|chr6:26223166-27797091	K562|chr6:26365992-27802199
K562|chr6:26223166-27797091	K562|chr6:26367026-27797091
K562|chr6:26253819-27063660	K562|chr6:26300524-27095562
K562|chr6:26253819-27063660	K562|chr6:26300524-27108612
K562|chr6:26253819-27063660	K562|chr6:26304601-27095562
K562|chr6:26253819-27063660	K562|chr6:26304601-27108612
K562|chr6:26253819-27063660	K562|chr6:26306664-27095562
K562|chr6:26253819-27063660	K562|chr6:26306664-27108612
K562|chr6:26253819-27063660	K562|chr6:26307111-27095562
K562|chr6:26253819-27063660	K562|chr6:26307111-27108612
K562|chr6:26253819-27063660	K562|chr6:26308368-27095562
K562|chr6:26253819-27063660	K562|chr6:26308368-27108612
K562|chr6:26253819-27063660	K562|chr6:26311801-27095562
K562|chr6:26253819-27063660	K562|chr6:26311801-27108612
K562|chr6:26253819-27063660	K562|chr6:26314401-27095562
K562|chr6:26253819-27063660	K562|chr6:26314401-27108612
K562|chr6:26253819-27063660	K562|chr6:26317517-27095562
K562|chr6:26253819-27063660	K562|chr6:26317517-27108612
K562|chr6:26253819-27063660	K562|chr6:26317939-27095562
K562|chr6:26253819-27063660	K562|chr6:26317939-27108612
K562|chr6:26253819-27063660	K562|chr6:26321601-27095562
K562|chr6:26253819-27063660	K562|chr6:26321601-27108612
K562|chr6:26317517-27095562	K562|chr6:26394678-27095562
K562|chr6:26317939-27095562	K562|chr6:26394678-27095562
K562|chr6:26321601-27095562	K562|chr6:26394678-27095562
K562|chr6:27129401-27857194	K562|chr6:27141646-27857194
K562|chr6:27129692-27857194	K562|chr6:27141646-27857194
K562|chr6:27129801-27857194	K562|chr6:27141646-27857194
K562|chr6:2798263-2970799	K562|chr6:2798263-2987399
K562|chr6:28105601-28321999	K562|chr6:28110934-28311689
K562|chr6:28105601-28322999	K562|chr6:28110934-28311689
K562|chr6:28110934-28311689	K562|chr6:28110934-28321999
K562|chr6:28110934-28311689	K562|chr6:28110934-28322999
K562|chr6:2842551-2977634	K562|chr6:2855850-2987399
K562|chr6:2842551-2977634	K562|chr6:2856046-2987399
K562|chr6:2842551-2981800	K562|chr6:2855850-2987399
K562|chr6:2842551-2981800	K562|chr6:2856046-2987399
K562|chr6:2842551-2981800	K562|chr6:2856401-2987399
K562|chr6:2842551-2986061	K562|chr6:2855850-2987399
K562|chr6:2842551-2986061	K562|chr6:2856046-2987399
K562|chr6:2842551-2986061	K562|chr6:2856401-2987399
K562|chr6:2842827-2987399	K562|chr6:2855850-2987399
K562|chr6:2842827-2987399	K562|chr6:2856046-2987399
K562|chr6:2842827-2987399	K562|chr6:2856401-2987399
K562|chr6:2972396-3238796	K562|chr6:2990201-3251558
K562|chr6:2972396-3238796	K562|chr6:2990201-3251599
K562|chr6:2972396-3238796	K562|chr6:2990201-3251788
K562|chr6:2972396-3238796	K562|chr6:2990201-3252526
K562|chr6:2972396-3238796	K562|chr6:2990201-3257251
K562|chr6:2972396-3238796	K562|chr6:2990201-3257794
K562|chr6:2972396-3238796	K562|chr6:2990201-3258481
K562|chr6:2972396-3251788	K562|chr6:2990201-3251558
K562|chr6:2972396-3251788	K562|chr6:2990201-3251599
K562|chr6:2972396-3251788	K562|chr6:2990201-3251788
K562|chr6:2972396-3251788	K562|chr6:2990201-3252526
K562|chr6:2972396-3251788	K562|chr6:2990201-3257251
K562|chr6:2972396-3251788	K562|chr6:2990201-3257794
K562|chr6:2972396-3251788	K562|chr6:2990201-3258481
K562|chr6:3001340-3251558	K562|chr6:3024801-3251599
K562|chr6:3001340-3251558	K562|chr6:3024801-3258481
K562|chr6:3001340-3251599	K562|chr6:3024801-3251599
K562|chr6:3001340-3251599	K562|chr6:3024801-3258481
K562|chr6:3001340-3251788	K562|chr6:3024801-3251599
K562|chr6:3001340-3251788	K562|chr6:3024801-3258481
K562|chr6:3001340-3252526	K562|chr6:3024801-3251599
K562|chr6:3001340-3252526	K562|chr6:3024801-3258481
K562|chr6:3001340-3257251	K562|chr6:3024801-3258481
K562|chr6:3001340-3257794	K562|chr6:3024801-3258481
K562|chr6:3001340-3258481	K562|chr6:3024801-3258481
K562|chr6:30458001-30705278	K562|chr6:30468844-30709411
K562|chr6:30458001-30705278	K562|chr6:30477461-30709411
K562|chr6:31463292-31553677	K562|chr6:31463292-31560428
K562|chr6:31463292-31553677	K562|chr6:31463292-31560799
K562|chr6:31463292-31560428	K562|chr6:31463292-31566254
K562|chr6:31463292-31560799	K562|chr6:31463292-31566254
K562|chr6:35228201-35707799	K562|chr6:35266689-35700799
K562|chr6:35228201-35707799	K562|chr6:35266689-35700968
K562|chr6:35228201-35707799	K562|chr6:35266689-35700999
K562|chr6:35228201-35707799	K562|chr6:35266689-35705606
K562|chr6:35228201-35707799	K562|chr6:35266689-35707799
K562|chr6:35228201-35707799	K562|chr6:35266689-35707938
K562|chr6:35234970-35695196	K562|chr6:35266689-35700799
K562|chr6:35234970-35695196	K562|chr6:35266689-35700968
K562|chr6:35234970-35695196	K562|chr6:35266689-35700999
K562|chr6:35234970-35695196	K562|chr6:35266689-35705606
K562|chr6:35234970-35695196	K562|chr6:35266689-35707799
K562|chr6:35234970-35695196	K562|chr6:35266689-35707938
K562|chr6:35265201-35419711	K562|chr6:35270761-35435453
K562|chr6:35265201-35419711	K562|chr6:35271001-35435453
K562|chr6:35268001-35419711	K562|chr6:35270761-35435453
K562|chr6:35268001-35419711	K562|chr6:35271001-35435453
K562|chr6:36997654-37137852	K562|chr6:37007492-37137852
K562|chr6:37007492-37137852	K562|chr6:37015642-37137852
K562|chr6:37007492-37137852	K562|chr6:37017601-37137852
K562|chr6:43739601-43906200	K562|chr6:43739601-43911690
K562|chr6:43739601-43906200	K562|chr6:43739601-43912712
K562|chr6:43739601-43906200	K562|chr6:43739601-43913364
K562|chr6:43739601-43906200	K562|chr6:43739601-43916155
K562|chr6:43739601-43906200	K562|chr6:43739601-43917224
K562|chr6:43739601-43906200	K562|chr6:43739601-43918497
K562|chr6:43739601-43906200	K562|chr6:43739601-43918846
K562|chr6:43739601-43906200	K562|chr6:43739601-43919338
K562|chr6:43739601-43913364	K562|chr6:43739601-43932002
K562|chr6:43739601-43916155	K562|chr6:43739601-43932002
K562|chr6:43739601-43917224	K562|chr6:43739601-43932002
K562|chr6:43739601-43918497	K562|chr6:43739601-43932002
K562|chr6:43739601-43918846	K562|chr6:43739601-43932002
K562|chr6:43739601-43919338	K562|chr6:43739601-43932002
K562|chr7:1015724-1198381	K562|chr7:1028393-1198381
K562|chr7:106194405-106298399	K562|chr7:106203787-106298399
K562|chr7:106194405-106298399	K562|chr7:106204356-106298399
K562|chr7:106194405-106298399	K562|chr7:106204604-106298399
K562|chr7:128048201-128469871	K562|chr7:128050787-128499612
K562|chr7:128048201-128469871	K562|chr7:128050787-128514859
K562|chr7:128048201-128469871	K562|chr7:128050787-128515823
K562|chr7:128048201-128469871	K562|chr7:128051001-128502148
K562|chr7:128048201-128469871	K562|chr7:128051296-128502148
K562|chr7:128048201-128469871	K562|chr7:128064071-128502148
K562|chr7:128048201-128469871	K562|chr7:128070044-128502148
K562|chr7:128048201-128469871	K562|chr7:128071468-128502148
K562|chr7:128866061-129449525	K562|chr7:128866061-129459647
K562|chr7:128866061-129449525	K562|chr7:128866061-129463501
K562|chr7:128866061-129449525	K562|chr7:128866061-129464343
K562|chr7:128866061-129449525	K562|chr7:128866061-129464599
K562|chr7:128866061-129449525	K562|chr7:128866061-129466076
K562|chr7:128866061-129449525	K562|chr7:128866061-129466429
K562|chr7:128866061-129449525	K562|chr7:128866061-129470399
K562|chr7:128866061-129449525	K562|chr7:128866061-129470599
K562|chr7:128866061-129449525	K562|chr7:128866061-129471118
K562|chr7:128866061-129449525	K562|chr7:128866061-129471199
K562|chr7:134325076-134853893	K562|chr7:134332574-134831937
K562|chr7:134332574-134831937	K562|chr7:134332574-134864261
K562|chr7:134332574-134831937	K562|chr7:134334300-134853893
K562|chr7:134332574-134831937	K562|chr7:134335710-134853893
K562|chr7:134332574-134831937	K562|chr7:134345601-134853893
K562|chr7:22603012-22749599	K562|chr7:22603012-22762750
K562|chr7:22603012-22749599	K562|chr7:22603012-22762799
K562|chr7:22603012-22749599	K562|chr7:22603012-22763199
K562|chr7:22603012-22749599	K562|chr7:22603012-22764814
K562|chr7:22603012-22749599	K562|chr7:22605452-22765204
K562|chr7:86689837-86773630	K562|chr7:86698201-86780634
K562|chr7:86689837-86776994	K562|chr7:86698201-86780634
K562|chr7:86689837-86776999	K562|chr7:86698201-86780634
K562|chr7:99576601-99723796	K562|chr7:99590828-99723796
K562|chr7:99577400-99723796	K562|chr7:99590828-99723796
K562|chr8:128753221-129152926	K562|chr8:128753221-129188753
K562|chr8:128753221-129162138	K562|chr8:128753221-129188753
K562|chr8:145736075-145993599	K562|chr8:145744383-146020990
K562|chr8:145744383-146020990	K562|chr8:145753648-146015573
K562|chr8:145744383-146020990	K562|chr8:145753648-146023475
K562|chr8:145744383-146020990	K562|chr8:145754778-146011399
