NHEK|chr10:121200600-121200800	NHEK|chr10:121201000-121201600
NHEK|chr12:33071800-33072200	NHEK|chr12:33073600-33075200
NHEK|chr12:33071800-33072200	NHEK|chr12:33075200-33076200
NHEK|chr12:33072200-33073200	NHEK|chr12:33073400-33073600
NHEK|chr12:33072200-33073200	NHEK|chr12:33073600-33075200
NHEK|chr12:33072200-33073200	NHEK|chr12:33075200-33076200
NHEK|chr12:33073400-33073600	NHEK|chr12:33073600-33075200
NHEK|chr12:33073400-33073600	NHEK|chr12:33075200-33076200
NHEK|chr12:33073600-33075200	NHEK|chr12:33075200-33076200
NHEK|chr12:33096800-33097000	NHEK|chr12:33097000-33097400
NHEK|chr12:4416400-4416800	NHEK|chr12:4418000-4418200
NHEK|chr12:4416400-4416800	NHEK|chr12:4418400-4418800
NHEK|chr12:4418000-4418200	NHEK|chr12:4418400-4418800
NHEK|chr12:44254600-44254800	NHEK|chr12:44254800-44256000
NHEK|chr12:44254600-44254800	NHEK|chr12:44256000-44256400
NHEK|chr12:44254800-44256000	NHEK|chr12:44256000-44256400
NHEK|chr12:50364200-50364400	NHEK|chr12:50364400-50365000
NHEK|chr12:50364200-50364400	NHEK|chr12:50365200-50365400
NHEK|chr12:50364400-50365000	NHEK|chr12:50365200-50365400
NHEK|chr12:50377400-50377800	NHEK|chr12:50377800-50378200
NHEK|chr12:51734800-51735000	NHEK|chr12:51735400-51735600
NHEK|chr12:51734800-51735000	NHEK|chr12:51736200-51736400
NHEK|chr12:51735400-51735600	NHEK|chr12:51736200-51736400
NHEK|chr12:52533200-52533400	NHEK|chr12:52533400-52533800
NHEK|chr12:52543800-52545400	NHEK|chr12:52547000-52547600
NHEK|chr12:52543800-52545400	NHEK|chr12:52548200-52548600
NHEK|chr12:52547000-52547600	NHEK|chr12:52548200-52548600
NHEK|chr12:52547000-52547600	NHEK|chr12:52548800-52551400
NHEK|chr12:52548200-52548600	NHEK|chr12:52548800-52551400
NHEK|chr1:26216400-26217600	NHEK|chr1:26218000-26220000
NHEK|chr1:26218000-26220000	NHEK|chr1:26221800-26222200
NHEK|chr1:26218000-26220000	NHEK|chr1:26222200-26222400
NHEK|chr1:26221800-26222200	NHEK|chr1:26222200-26222400
NHEK|chr1:26221800-26222200	NHEK|chr1:26223200-26223400
NHEK|chr1:26222200-26222400	NHEK|chr1:26223200-26223400
NHEK|chr12:64778800-64779000	NHEK|chr12:64779000-64779400
NHEK|chr12:64778800-64779000	NHEK|chr12:64779400-64779800
NHEK|chr12:64778800-64779000	NHEK|chr12:64781000-64781400
NHEK|chr12:64779000-64779400	NHEK|chr12:64779400-64779800
NHEK|chr12:64779000-64779400	NHEK|chr12:64781000-64781400
NHEK|chr12:64779400-64779800	NHEK|chr12:64781000-64781400
NHEK|chr12:64793800-64794400	NHEK|chr12:64797000-64797400
NHEK|chr12:678600-678800	NHEK|chr12:681600-681800
NHEK|chr12:681600-681800	NHEK|chr12:684000-684400
NHEK|chr12:684000-684400	NHEK|chr12:685800-686200
NHEK|chr12:685800-686200	NHEK|chr12:688000-688800
NHEK|chr12:70949800-70950000	NHEK|chr12:70950000-70950400
NHEK|chr1:27423800-27424000	NHEK|chr1:27424000-27424600
NHEK|chr1:27423800-27424000	NHEK|chr1:27424600-27424800
NHEK|chr1:27423800-27424000	NHEK|chr1:27424800-27425200
NHEK|chr1:27423800-27424000	NHEK|chr1:27426400-27426800
NHEK|chr1:27424000-27424600	NHEK|chr1:27424600-27424800
NHEK|chr1:27424000-27424600	NHEK|chr1:27424800-27425200
NHEK|chr1:27424000-27424600	NHEK|chr1:27426400-27426800
NHEK|chr1:27424600-27424800	NHEK|chr1:27424800-27425200
NHEK|chr1:27424600-27424800	NHEK|chr1:27426400-27426800
NHEK|chr1:27424800-27425200	NHEK|chr1:27426400-27426800
NHEK|chr1:27438000-27438600	NHEK|chr1:27438600-27439200
NHEK|chr12:79802000-79802400	NHEK|chr12:79802400-79802800
NHEK|chr12:79802000-79802400	NHEK|chr12:79803200-79804000
NHEK|chr12:79802000-79802400	NHEK|chr12:79805600-79806200
NHEK|chr12:79802400-79802800	NHEK|chr12:79803200-79804000
NHEK|chr12:79802400-79802800	NHEK|chr12:79805600-79806200
NHEK|chr12:79803200-79804000	NHEK|chr12:79805600-79806200
NHEK|chr12:79805600-79806200	NHEK|chr12:79808000-79808400
NHEK|chr12:79805600-79806200	NHEK|chr12:79808400-79808800
NHEK|chr12:79805600-79806200	NHEK|chr12:79809400-79809600
NHEK|chr12:79808000-79808400	NHEK|chr12:79808400-79808800
NHEK|chr12:79808000-79808400	NHEK|chr12:79809400-79809600
NHEK|chr12:79808000-79808400	NHEK|chr12:79809600-79810200
NHEK|chr12:79808400-79808800	NHEK|chr12:79809400-79809600
NHEK|chr12:79808400-79808800	NHEK|chr12:79809600-79810200
NHEK|chr12:79809400-79809600	NHEK|chr12:79809600-79810200
NHEK|chr12:79813800-79814000	NHEK|chr12:79814000-79814200
NHEK|chr12:79813800-79814000	NHEK|chr12:79814200-79814800
NHEK|chr12:79813800-79814000	NHEK|chr12:79815800-79816200
NHEK|chr12:79814000-79814200	NHEK|chr12:79814200-79814800
NHEK|chr12:79814000-79814200	NHEK|chr12:79815800-79816200
NHEK|chr12:79814200-79814800	NHEK|chr12:79815800-79816200
NHEK|chr12:79814200-79814800	NHEK|chr12:79817800-79818200
NHEK|chr12:79815800-79816200	NHEK|chr12:79817800-79818200
NHEK|chr12:79815800-79816200	NHEK|chr12:79818200-79818600
NHEK|chr12:79817800-79818200	NHEK|chr12:79818200-79818600
NHEK|chr12:89412800-89413000	NHEK|chr12:89413800-89414000
NHEK|chr12:91800200-91800400	NHEK|chr12:91800400-91801000
NHEK|chr12:91800200-91800400	NHEK|chr12:91801000-91801400
NHEK|chr12:91800200-91800400	NHEK|chr12:91801400-91801600
NHEK|chr12:91800400-91801000	NHEK|chr12:91801000-91801400
NHEK|chr12:91800400-91801000	NHEK|chr12:91801400-91801600
NHEK|chr12:91801000-91801400	NHEK|chr12:91801400-91801600
NHEK|chr12:92962200-92962400	NHEK|chr12:92962400-92962800
NHEK|chr12:92967000-92967200	NHEK|chr12:92967200-92967800
NHEK|chr12:92967000-92967200	NHEK|chr12:92967800-92968400
NHEK|chr12:92967000-92967200	NHEK|chr12:92968400-92968600
NHEK|chr12:92967000-92967200	NHEK|chr12:92968600-92969000
NHEK|chr12:92967200-92967800	NHEK|chr12:92967800-92968400
NHEK|chr12:92967200-92967800	NHEK|chr12:92968400-92968600
NHEK|chr12:92967200-92967800	NHEK|chr12:92968600-92969000
NHEK|chr12:92967800-92968400	NHEK|chr12:92968400-92968600
NHEK|chr12:92967800-92968400	NHEK|chr12:92968600-92969000
NHEK|chr12:92968400-92968600	NHEK|chr12:92968600-92969000
NHEK|chr12:94137200-94137400	NHEK|chr12:94137400-94137600
NHEK|chr12:94137200-94137400	NHEK|chr12:94137600-94137800
NHEK|chr12:94137200-94137400	NHEK|chr12:94137800-94138200
NHEK|chr12:94137200-94137400	NHEK|chr12:94138200-94138400
NHEK|chr12:94137400-94137600	NHEK|chr12:94137600-94137800
NHEK|chr12:94137400-94137600	NHEK|chr12:94137800-94138200
NHEK|chr12:94137400-94137600	NHEK|chr12:94138200-94138400
NHEK|chr12:94137600-94137800	NHEK|chr12:94137800-94138200
NHEK|chr12:94137600-94137800	NHEK|chr12:94138200-94138400
NHEK|chr12:94137800-94138200	NHEK|chr12:94138200-94138400
NHEK|chr12:94143600-94144000	NHEK|chr12:94145600-94145800
NHEK|chr12:94143600-94144000	NHEK|chr12:94145800-94146200
NHEK|chr12:94145600-94145800	NHEK|chr12:94145800-94146200
NHEK|chr13:109926200-109926800	NHEK|chr13:109926800-109927200
NHEK|chr13:109926200-109926800	NHEK|chr13:109927400-109927600
NHEK|chr13:109926800-109927200	NHEK|chr13:109927400-109927600
NHEK|chr13:110746600-110747800	NHEK|chr13:110749200-110749600
NHEK|chr13:110746600-110747800	NHEK|chr13:110749600-110749800
NHEK|chr13:110749200-110749600	NHEK|chr13:110749600-110749800
NHEK|chr13:110755600-110755800	NHEK|chr13:110756200-110756400
NHEK|chr13:110761200-110761600	NHEK|chr13:110761600-110761800
NHEK|chr13:110761200-110761600	NHEK|chr13:110761800-110762000
NHEK|chr13:110761200-110761600	NHEK|chr13:110762000-110762800
NHEK|chr13:110761200-110761600	NHEK|chr13:110765000-110765200
NHEK|chr13:110761600-110761800	NHEK|chr13:110761800-110762000
NHEK|chr13:110761600-110761800	NHEK|chr13:110762000-110762800
NHEK|chr13:110761600-110761800	NHEK|chr13:110765000-110765200
NHEK|chr13:110761800-110762000	NHEK|chr13:110762000-110762800
NHEK|chr13:110761800-110762000	NHEK|chr13:110765000-110765200
NHEK|chr13:110761800-110762000	NHEK|chr13:110765200-110766000
NHEK|chr13:110762000-110762800	NHEK|chr13:110765000-110765200
NHEK|chr13:110762000-110762800	NHEK|chr13:110765200-110766000
NHEK|chr13:110765000-110765200	NHEK|chr13:110765200-110766000
NHEK|chr13:110765000-110765200	NHEK|chr13:110766200-110767200
NHEK|chr13:110765200-110766000	NHEK|chr13:110766200-110767200
NHEK|chr13:110773000-110773400	NHEK|chr13:110775200-110776000
NHEK|chr13:110773000-110773400	NHEK|chr13:110776000-110776200
NHEK|chr13:110773000-110773400	NHEK|chr13:110776200-110776400
NHEK|chr13:110775200-110776000	NHEK|chr13:110776000-110776200
NHEK|chr13:110775200-110776000	NHEK|chr13:110776200-110776400
NHEK|chr13:110775200-110776000	NHEK|chr13:110777400-110777800
NHEK|chr13:110775200-110776000	NHEK|chr13:110777800-110778000
NHEK|chr13:110776000-110776200	NHEK|chr13:110776200-110776400
NHEK|chr13:110776000-110776200	NHEK|chr13:110777400-110777800
NHEK|chr13:110776000-110776200	NHEK|chr13:110777800-110778000
NHEK|chr13:110776200-110776400	NHEK|chr13:110777400-110777800
NHEK|chr13:110776200-110776400	NHEK|chr13:110777800-110778000
NHEK|chr13:110777400-110777800	NHEK|chr13:110777800-110778000
NHEK|chr1:31174000-31174600	NHEK|chr1:31174600-31174800
NHEK|chr13:21068600-21068800	NHEK|chr13:21068800-21069200
NHEK|chr13:21068600-21068800	NHEK|chr13:21069600-21069800
NHEK|chr13:21068800-21069200	NHEK|chr13:21069600-21069800
NHEK|chr13:21900000-21900200	NHEK|chr13:21900800-21901200
NHEK|chr1:33399400-33399800	NHEK|chr1:33399800-33400200
NHEK|chr1:3398000-3398200	NHEK|chr1:3398200-3398600
NHEK|chr1:3398000-3398200	NHEK|chr1:3398600-3398800
NHEK|chr1:3398000-3398200	NHEK|chr1:3399000-3399400
NHEK|chr1:3398000-3398200	NHEK|chr1:3399600-3399800
NHEK|chr1:3398000-3398200	NHEK|chr1:3399800-3400600
NHEK|chr1:3398200-3398600	NHEK|chr1:3398600-3398800
NHEK|chr1:3398200-3398600	NHEK|chr1:3399000-3399400
NHEK|chr1:3398200-3398600	NHEK|chr1:3399600-3399800
NHEK|chr1:3398200-3398600	NHEK|chr1:3399800-3400600
NHEK|chr1:3398600-3398800	NHEK|chr1:3399000-3399400
NHEK|chr1:3398600-3398800	NHEK|chr1:3399600-3399800
NHEK|chr1:3398600-3398800	NHEK|chr1:3399800-3400600
NHEK|chr1:3399000-3399400	NHEK|chr1:3399600-3399800
NHEK|chr1:3399000-3399400	NHEK|chr1:3399800-3400600
NHEK|chr1:3399600-3399800	NHEK|chr1:3399800-3400600
NHEK|chr1:3408000-3408200	NHEK|chr1:3408600-3408800
NHEK|chr1:3420800-3421000	NHEK|chr1:3421000-3421400
NHEK|chr1:3420800-3421000	NHEK|chr1:3421600-3421800
NHEK|chr1:3421000-3421400	NHEK|chr1:3421600-3421800
NHEK|chr13:48698000-48698200	NHEK|chr13:48701200-48701800
NHEK|chr13:48705200-48705400	NHEK|chr13:48705400-48705600
NHEK|chr13:48705200-48705400	NHEK|chr13:48705600-48706000
NHEK|chr13:48705200-48705400	NHEK|chr13:48706000-48706200
NHEK|chr13:48705400-48705600	NHEK|chr13:48705600-48706000
NHEK|chr13:48705400-48705600	NHEK|chr13:48706000-48706200
NHEK|chr13:48705600-48706000	NHEK|chr13:48706000-48706200
NHEK|chr13:96485600-96485800	NHEK|chr13:96485800-96486600
NHEK|chr14:21078800-21079000	NHEK|chr14:21080600-21081200
NHEK|chr14:21092600-21092800	NHEK|chr14:21093600-21093800
NHEK|chr14:21092600-21092800	NHEK|chr14:21095800-21096000
NHEK|chr14:21092600-21092800	NHEK|chr14:21096000-21096200
NHEK|chr14:21093600-21093800	NHEK|chr14:21095800-21096000
NHEK|chr14:21093600-21093800	NHEK|chr14:21096000-21096200
NHEK|chr14:21095800-21096000	NHEK|chr14:21096000-21096200
NHEK|chr14:21441600-21442000	NHEK|chr14:21442600-21442800
NHEK|chr14:21441600-21442000	NHEK|chr14:21443000-21443800
NHEK|chr14:21442600-21442800	NHEK|chr14:21443000-21443800
NHEK|chr1:43523200-43523400	NHEK|chr1:43524000-43524800
NHEK|chr1:43530800-43531200	NHEK|chr1:43534400-43534600
NHEK|chr1:43530800-43531200	NHEK|chr1:43534600-43534800
NHEK|chr1:43534400-43534600	NHEK|chr1:43534600-43534800
NHEK|chr14:50799800-50800200	NHEK|chr14:50802200-50802600
NHEK|chr1:45276600-45277000	NHEK|chr1:45277000-45277400
NHEK|chr1:45276600-45277000	NHEK|chr1:45277600-45278000
NHEK|chr1:45276600-45277000	NHEK|chr1:45278000-45278600
NHEK|chr1:45276600-45277000	NHEK|chr1:45279200-45280000
NHEK|chr1:45277000-45277400	NHEK|chr1:45277600-45278000
NHEK|chr1:45277000-45277400	NHEK|chr1:45278000-45278600
NHEK|chr1:45277000-45277400	NHEK|chr1:45279200-45280000
NHEK|chr1:45277000-45277400	NHEK|chr1:45280600-45281200
NHEK|chr1:45277600-45278000	NHEK|chr1:45278000-45278600
NHEK|chr1:45277600-45278000	NHEK|chr1:45279200-45280000
NHEK|chr1:45277600-45278000	NHEK|chr1:45280600-45281200
NHEK|chr1:45277600-45278000	NHEK|chr1:45281200-45281400
NHEK|chr1:45278000-45278600	NHEK|chr1:45279200-45280000
NHEK|chr1:45278000-45278600	NHEK|chr1:45280600-45281200
NHEK|chr1:45278000-45278600	NHEK|chr1:45281200-45281400
NHEK|chr1:45279200-45280000	NHEK|chr1:45280600-45281200
NHEK|chr1:45279200-45280000	NHEK|chr1:45281200-45281400
NHEK|chr1:45279200-45280000	NHEK|chr1:45282800-45283600
NHEK|chr1:45280600-45281200	NHEK|chr1:45281200-45281400
NHEK|chr1:45280600-45281200	NHEK|chr1:45282800-45283600
NHEK|chr1:45280600-45281200	NHEK|chr1:45283600-45283800
NHEK|chr1:45280600-45281200	NHEK|chr1:45284000-45284600
NHEK|chr1:45281200-45281400	NHEK|chr1:45282800-45283600
NHEK|chr1:45281200-45281400	NHEK|chr1:45283600-45283800
NHEK|chr1:45281200-45281400	NHEK|chr1:45284000-45284600
NHEK|chr1:45281200-45281400	NHEK|chr1:45284600-45284800
NHEK|chr1:45282800-45283600	NHEK|chr1:45283600-45283800
NHEK|chr1:45282800-45283600	NHEK|chr1:45284000-45284600
NHEK|chr1:45282800-45283600	NHEK|chr1:45284600-45284800
NHEK|chr1:45282800-45283600	NHEK|chr1:45286400-45286600
NHEK|chr1:45283600-45283800	NHEK|chr1:45284000-45284600
NHEK|chr1:45283600-45283800	NHEK|chr1:45284600-45284800
NHEK|chr1:45283600-45283800	NHEK|chr1:45286400-45286600
NHEK|chr1:45284000-45284600	NHEK|chr1:45284600-45284800
NHEK|chr1:45284000-45284600	NHEK|chr1:45286400-45286600
NHEK|chr1:45284600-45284800	NHEK|chr1:45286400-45286600
NHEK|chr1:45822000-45822400	NHEK|chr1:45825600-45825800
NHEK|chr1:45825600-45825800	NHEK|chr1:45825800-45826800
NHEK|chr1:45825600-45825800	NHEK|chr1:45827000-45827200
NHEK|chr1:45825800-45826800	NHEK|chr1:45827000-45827200
NHEK|chr14:91783200-91783600	NHEK|chr14:91783800-91784400
NHEK|chr15:101547000-101547800	NHEK|chr15:101547800-101548400
NHEK|chr15:101547000-101547800	NHEK|chr15:101549000-101549400
NHEK|chr15:101547800-101548400	NHEK|chr15:101549000-101549400
NHEK|chr15:101628800-101629000	NHEK|chr15:101629000-101629200
NHEK|chr15:101628800-101629000	NHEK|chr15:101629400-101629600
NHEK|chr15:101629000-101629200	NHEK|chr15:101629400-101629600
NHEK|chr15:101652400-101652600	NHEK|chr15:101652600-101652800
NHEK|chr15:101652400-101652600	NHEK|chr15:101652800-101653000
NHEK|chr15:101652600-101652800	NHEK|chr15:101652800-101653000
NHEK|chr15:102177400-102178000	NHEK|chr15:102178000-102178400
NHEK|chr15:102177400-102178000	NHEK|chr15:102178400-102178600
NHEK|chr15:102178000-102178400	NHEK|chr15:102178400-102178600
NHEK|chr1:53642400-53642600	NHEK|chr1:53642600-53642800
NHEK|chr15:43225200-43225400	NHEK|chr15:43225400-43225600
NHEK|chr15:43225200-43225400	NHEK|chr15:43227400-43228200
NHEK|chr15:43225400-43225600	NHEK|chr15:43227400-43228200
NHEK|chr15:49256600-49256800	NHEK|chr15:49258400-49258600
NHEK|chr15:49256600-49256800	NHEK|chr15:49258600-49259600
NHEK|chr15:49256600-49256800	NHEK|chr15:49259600-49259800
NHEK|chr15:49258400-49258600	NHEK|chr15:49258600-49259600
NHEK|chr15:49258400-49258600	NHEK|chr15:49259600-49259800
NHEK|chr15:49258600-49259600	NHEK|chr15:49259600-49259800
NHEK|chr15:49267400-49267600	NHEK|chr15:49268800-49269000
NHEK|chr15:49427400-49428000	NHEK|chr15:49428000-49428400
NHEK|chr15:49427400-49428000	NHEK|chr15:49428400-49428800
NHEK|chr15:49428000-49428400	NHEK|chr15:49428400-49428800
NHEK|chr15:83518200-83518600	NHEK|chr15:83518600-83519000
NHEK|chr15:83518200-83518600	NHEK|chr15:83519000-83519200
NHEK|chr15:83518200-83518600	NHEK|chr15:83519200-83519600
NHEK|chr15:83518600-83519000	NHEK|chr15:83519000-83519200
NHEK|chr15:83518600-83519000	NHEK|chr15:83519200-83519600
NHEK|chr15:83519000-83519200	NHEK|chr15:83519200-83519600
NHEK|chr15:89156200-89156600	NHEK|chr15:89157400-89157600
NHEK|chr15:89156200-89156600	NHEK|chr15:89157600-89158000
NHEK|chr15:89157400-89157600	NHEK|chr15:89157600-89158000
NHEK|chr15:90294800-90295000	NHEK|chr15:90295000-90295200
NHEK|chr16:11012200-11012400	NHEK|chr16:11012400-11012800
NHEK|chr16:11012400-11012800	NHEK|chr16:11016000-11016400
NHEK|chr16:11054800-11055600	NHEK|chr16:11058000-11058200
NHEK|chr16:11054800-11055600	NHEK|chr16:11058200-11058400
NHEK|chr16:11054800-11055600	NHEK|chr16:11058400-11058600
NHEK|chr16:11058000-11058200	NHEK|chr16:11058200-11058400
NHEK|chr16:11058000-11058200	NHEK|chr16:11058400-11058600
NHEK|chr16:11058200-11058400	NHEK|chr16:11058400-11058600
NHEK|chr16:11065600-11065800	NHEK|chr16:11066000-11066200
NHEK|chr16:11073600-11074000	NHEK|chr16:11074000-11074600
NHEK|chr16:11073600-11074000	NHEK|chr16:11075600-11076400
NHEK|chr16:11074000-11074600	NHEK|chr16:11075600-11076400
NHEK|chr16:22199800-22200600	NHEK|chr16:22200600-22200800
NHEK|chr16:22200600-22200800	NHEK|chr16:22204200-22204400
NHEK|chr16:22204200-22204400	NHEK|chr16:22206600-22206800
NHEK|chr16:22204200-22204400	NHEK|chr16:22206800-22207000
NHEK|chr16:22206600-22206800	NHEK|chr16:22206800-22207000
NHEK|chr16:22206600-22206800	NHEK|chr16:22210000-22210200
NHEK|chr16:22206800-22207000	NHEK|chr16:22210000-22210200
NHEK|chr16:22210000-22210200	NHEK|chr16:22212600-22213000
NHEK|chr16:22210000-22210200	NHEK|chr16:22213000-22213200
NHEK|chr16:22212600-22213000	NHEK|chr16:22213000-22213200
NHEK|chr16:22212600-22213000	NHEK|chr16:22216200-22216400
NHEK|chr16:22212600-22213000	NHEK|chr16:22216400-22216800
NHEK|chr16:22213000-22213200	NHEK|chr16:22216200-22216400
NHEK|chr16:22213000-22213200	NHEK|chr16:22216400-22216800
NHEK|chr16:22216200-22216400	NHEK|chr16:22216400-22216800
NHEK|chr16:22216200-22216400	NHEK|chr16:22216800-22217000
NHEK|chr16:22216400-22216800	NHEK|chr16:22216800-22217000
NHEK|chr16:53801800-53802000	NHEK|chr16:53802000-53803400
NHEK|chr16:53801800-53802000	NHEK|chr16:53804000-53804400
NHEK|chr16:53801800-53802000	NHEK|chr16:53804600-53805000
NHEK|chr16:53802000-53803400	NHEK|chr16:53804000-53804400
NHEK|chr16:53802000-53803400	NHEK|chr16:53804600-53805000
NHEK|chr16:53804000-53804400	NHEK|chr16:53804600-53805000
NHEK|chr16:53804000-53804400	NHEK|chr16:53807000-53807400
NHEK|chr16:53804000-53804400	NHEK|chr16:53807400-53807600
NHEK|chr16:53804600-53805000	NHEK|chr16:53807000-53807400
NHEK|chr16:53804600-53805000	NHEK|chr16:53807400-53807600
NHEK|chr16:53807000-53807400	NHEK|chr16:53807400-53807600
NHEK|chr16:53807000-53807400	NHEK|chr16:53810000-53810600
NHEK|chr16:53807000-53807400	NHEK|chr16:53810800-53811000
NHEK|chr16:53807400-53807600	NHEK|chr16:53810000-53810600
NHEK|chr16:53807400-53807600	NHEK|chr16:53810800-53811000
NHEK|chr16:53810000-53810600	NHEK|chr16:53810800-53811000
NHEK|chr16:57332800-57333000	NHEK|chr16:57335200-57335400
NHEK|chr16:57335200-57335400	NHEK|chr16:57338000-57338600
NHEK|chr16:57348200-57348400	NHEK|chr16:57348400-57348800
NHEK|chr16:57348200-57348400	NHEK|chr16:57350000-57350200
NHEK|chr16:57348200-57348400	NHEK|chr16:57350400-57351000
NHEK|chr16:57348200-57348400	NHEK|chr16:57351000-57351200
NHEK|chr16:57348200-57348400	NHEK|chr16:57351400-57351600
NHEK|chr16:57348400-57348800	NHEK|chr16:57350000-57350200
NHEK|chr16:57348400-57348800	NHEK|chr16:57350400-57351000
NHEK|chr16:57348400-57348800	NHEK|chr16:57351000-57351200
NHEK|chr16:57348400-57348800	NHEK|chr16:57351400-57351600
NHEK|chr16:57350000-57350200	NHEK|chr16:57350400-57351000
NHEK|chr16:57350000-57350200	NHEK|chr16:57351000-57351200
NHEK|chr16:57350000-57350200	NHEK|chr16:57351400-57351600
NHEK|chr16:57350400-57351000	NHEK|chr16:57351000-57351200
NHEK|chr16:57350400-57351000	NHEK|chr16:57351400-57351600
NHEK|chr16:57351000-57351200	NHEK|chr16:57351400-57351600
NHEK|chr16:57598600-57598800	NHEK|chr16:57598800-57599000
NHEK|chr16:57624000-57624200	NHEK|chr16:57624200-57624600
NHEK|chr16:57624000-57624200	NHEK|chr16:57625600-57625800
NHEK|chr16:57624000-57624200	NHEK|chr16:57625800-57626000
NHEK|chr16:57624200-57624600	NHEK|chr16:57625600-57625800
NHEK|chr16:57624200-57624600	NHEK|chr16:57625800-57626000
NHEK|chr16:57625600-57625800	NHEK|chr16:57625800-57626000
NHEK|chr16:57773400-57773600	NHEK|chr16:57774400-57774800
NHEK|chr16:57773400-57773600	NHEK|chr16:57774800-57775200
NHEK|chr16:57773400-57773600	NHEK|chr16:57775400-57775600
NHEK|chr16:57773400-57773600	NHEK|chr16:57775800-57776000
NHEK|chr16:57774400-57774800	NHEK|chr16:57774800-57775200
NHEK|chr16:57774400-57774800	NHEK|chr16:57775400-57775600
NHEK|chr16:57774400-57774800	NHEK|chr16:57775800-57776000
NHEK|chr16:57774800-57775200	NHEK|chr16:57775400-57775600
NHEK|chr16:57774800-57775200	NHEK|chr16:57775800-57776000
NHEK|chr16:57775400-57775600	NHEK|chr16:57775800-57776000
NHEK|chr16:57798000-57798400	NHEK|chr16:57798400-57798800
NHEK|chr16:58055200-58055600	NHEK|chr16:58055800-58057200
NHEK|chr16:58055200-58055600	NHEK|chr16:58057200-58057400
NHEK|chr16:58055800-58057200	NHEK|chr16:58057200-58057400
NHEK|chr16:67005000-67005400	NHEK|chr16:67005400-67005600
NHEK|chr16:67005000-67005400	NHEK|chr16:67005600-67005800
NHEK|chr16:67005400-67005600	NHEK|chr16:67005600-67005800
NHEK|chr16:67701800-67702000	NHEK|chr16:67702000-67702400
NHEK|chr16:67706800-67707000	NHEK|chr16:67707400-67707800
NHEK|chr16:67706800-67707000	NHEK|chr16:67710400-67710600
NHEK|chr16:67707400-67707800	NHEK|chr16:67710400-67710600
NHEK|chr16:67707400-67707800	NHEK|chr16:67710600-67710800
NHEK|chr16:67710400-67710600	NHEK|chr16:67710600-67710800
NHEK|chr16:75130000-75131200	NHEK|chr16:75131200-75131400
NHEK|chr16:75130000-75131200	NHEK|chr16:75132200-75133600
NHEK|chr16:75130000-75131200	NHEK|chr16:75133600-75134200
NHEK|chr16:75131200-75131400	NHEK|chr16:75132200-75133600
NHEK|chr16:75131200-75131400	NHEK|chr16:75133600-75134200
NHEK|chr16:75132200-75133600	NHEK|chr16:75133600-75134200
NHEK|chr16:75139400-75141600	NHEK|chr16:75142000-75142200
NHEK|chr16:75139400-75141600	NHEK|chr16:75142200-75142600
NHEK|chr16:75142000-75142200	NHEK|chr16:75142200-75142600
NHEK|chr16:75142000-75142200	NHEK|chr16:75145400-75145600
NHEK|chr16:75142200-75142600	NHEK|chr16:75145400-75145600
NHEK|chr16:75142200-75142600	NHEK|chr16:75145800-75146000
NHEK|chr16:75145400-75145600	NHEK|chr16:75145800-75146000
NHEK|chr16:84544600-84544800	NHEK|chr16:84545000-84545400
NHEK|chr16:84544600-84544800	NHEK|chr16:84545400-84545600
NHEK|chr16:84545000-84545400	NHEK|chr16:84545400-84545600
NHEK|chr17:17822600-17823400	NHEK|chr17:17823400-17823600
NHEK|chr17:17822600-17823400	NHEK|chr17:17824200-17824400
NHEK|chr17:17822600-17823400	NHEK|chr17:17824800-17826400
NHEK|chr17:17823400-17823600	NHEK|chr17:17824200-17824400
NHEK|chr17:17823400-17823600	NHEK|chr17:17824800-17826400
NHEK|chr17:17824200-17824400	NHEK|chr17:17824800-17826400
NHEK|chr17:17824200-17824400	NHEK|chr17:17827000-17827800
NHEK|chr17:17824200-17824400	NHEK|chr17:17827800-17828000
NHEK|chr17:17824800-17826400	NHEK|chr17:17827000-17827800
NHEK|chr17:17824800-17826400	NHEK|chr17:17827800-17828000
NHEK|chr17:17824800-17826400	NHEK|chr17:17828000-17828200
NHEK|chr17:17827000-17827800	NHEK|chr17:17827800-17828000
NHEK|chr17:17827000-17827800	NHEK|chr17:17828000-17828200
NHEK|chr17:17827800-17828000	NHEK|chr17:17828000-17828200
NHEK|chr17:17837200-17837400	NHEK|chr17:17839000-17839200
NHEK|chr17:17837200-17837400	NHEK|chr17:17839200-17839800
NHEK|chr17:17839000-17839200	NHEK|chr17:17839200-17839800
NHEK|chr17:28167800-28168000	NHEK|chr17:28168000-28168200
NHEK|chr17:28168000-28168200	NHEK|chr17:28171600-28172000
NHEK|chr17:30948600-30948800	NHEK|chr17:30948800-30949000
NHEK|chr17:30948600-30948800	NHEK|chr17:30949000-30949400
NHEK|chr17:30948800-30949000	NHEK|chr17:30949000-30949400
NHEK|chr17:31073600-31074000	NHEK|chr17:31074000-31074200
NHEK|chr17:43095600-43095800	NHEK|chr17:43095800-43096000
NHEK|chr17:43095600-43095800	NHEK|chr17:43098000-43098400
NHEK|chr17:43095600-43095800	NHEK|chr17:43098400-43098600
NHEK|chr17:43095600-43095800	NHEK|chr17:43098600-43098800
NHEK|chr17:43095600-43095800	NHEK|chr17:43098800-43099000
NHEK|chr17:43095800-43096000	NHEK|chr17:43098000-43098400
NHEK|chr17:43095800-43096000	NHEK|chr17:43098400-43098600
