IMR90|chr10:104678401-105001199	IMR90|chr10:104678401-105001599
IMR90|chr2:130940401-131095599	IMR90|chr2:130940401-131095799
IMR90|chr2:134643801-134877399	IMR90|chr2:134644201-134877399
IMR90|chr2:134643801-134877399	IMR90|chr2:134644801-134877399
IMR90|chr2:134643801-134877399	IMR90|chr2:134645201-134877399
IMR90|chr2:134643801-134877399	IMR90|chr2:134645601-134877399
IMR90|chr2:134644201-134877399	IMR90|chr2:134644801-134877399
IMR90|chr2:134644201-134877399	IMR90|chr2:134645201-134877399
IMR90|chr2:134644201-134877399	IMR90|chr2:134645601-134877399
IMR90|chr2:134644801-134877399	IMR90|chr2:134645201-134877399
IMR90|chr2:134644801-134877399	IMR90|chr2:134645601-134877399
IMR90|chr2:134645201-134877399	IMR90|chr2:134645601-134877399
IMR90|chr2:134877601-135163999	IMR90|chr2:134877601-135164799
IMR90|chr2:134877601-135163999	IMR90|chr2:134877601-135165999
IMR90|chr2:134877601-135163999	IMR90|chr2:134877601-135166199
IMR90|chr2:134877601-135164799	IMR90|chr2:134877601-135165999
IMR90|chr2:134877601-135164799	IMR90|chr2:134877601-135166199
IMR90|chr2:134877601-135164799	IMR90|chr2:134877601-135166999
IMR90|chr2:134877601-135165999	IMR90|chr2:134877601-135166199
IMR90|chr2:134877601-135165999	IMR90|chr2:134877601-135166999
IMR90|chr2:134877601-135165999	IMR90|chr2:134877601-135168199
IMR90|chr2:134877601-135165999	IMR90|chr2:134877601-135168399
IMR90|chr2:134877601-135166199	IMR90|chr2:134877601-135166999
IMR90|chr2:134877601-135166199	IMR90|chr2:134877601-135168199
IMR90|chr2:134877601-135166199	IMR90|chr2:134877601-135168399
IMR90|chr2:134877601-135166999	IMR90|chr2:134877601-135168199
IMR90|chr2:134877601-135166999	IMR90|chr2:134877601-135168399
IMR90|chr2:134877601-135166999	IMR90|chr2:134877601-135169199
IMR90|chr2:134877601-135168199	IMR90|chr2:134877601-135168399
IMR90|chr2:134877601-135168199	IMR90|chr2:134877601-135169199
IMR90|chr2:134877601-135168399	IMR90|chr2:134877601-135169199
IMR90|chr2:18700201-19558399	IMR90|chr2:18701601-19558399
IMR90|chr2:18700201-19558399	IMR90|chr2:18701801-19558399
IMR90|chr2:18700201-19558399	IMR90|chr2:18702001-19558399
IMR90|chr2:18700201-19558399	IMR90|chr2:18702401-19558399
IMR90|chr2:18701601-19558399	IMR90|chr2:18701801-19558399
IMR90|chr2:18701601-19558399	IMR90|chr2:18702001-19558399
IMR90|chr2:18701601-19558399	IMR90|chr2:18702401-19558399
IMR90|chr2:18701801-19558399	IMR90|chr2:18702001-19558399
IMR90|chr2:18701801-19558399	IMR90|chr2:18702401-19558399
IMR90|chr2:18702001-19558399	IMR90|chr2:18702401-19558399
IMR90|chr2:19320801-19558399	IMR90|chr2:19321801-19558399
IMR90|chr2:19321801-19558399	IMR90|chr2:19323601-19558399
IMR90|chr2:19321801-19558399	IMR90|chr2:19324001-19558399
IMR90|chr2:19323601-19558399	IMR90|chr2:19324001-19558399
IMR90|chr2:19323601-19558399	IMR90|chr2:19324401-19558399
IMR90|chr2:19324001-19558399	IMR90|chr2:19324401-19558399
IMR90|chr2:220408801-220553199	IMR90|chr2:220408801-220553399
IMR90|chr2:222308601-222436999	IMR90|chr2:222308801-222436999
IMR90|chr2:222308601-222436999	IMR90|chr2:222309201-222436999
IMR90|chr2:222308801-222436999	IMR90|chr2:222309201-222436999
IMR90|chr2:223572401-223725399	IMR90|chr2:223572801-223725399
IMR90|chr22:30234601-30390199	IMR90|chr22:30234601-30390799
IMR90|chr22:31742801-31794199	IMR90|chr22:31742801-31794599
IMR90|chr22:32146801-32339999	IMR90|chr22:32147001-32339999
IMR90|chr2:232476601-232645399	IMR90|chr2:232477601-232645399
IMR90|chr2:232476601-232645399	IMR90|chr2:232478001-232645399
IMR90|chr2:232477601-232645399	IMR90|chr2:232478001-232645399
IMR90|chr22:40441401-40741199	IMR90|chr22:40441401-40741399
IMR90|chr2:241173001-241374599	IMR90|chr2:241173601-241374599
IMR90|chr22:42487201-42835599	IMR90|chr22:42487201-42836199
IMR90|chr22:42487201-42836199	IMR90|chr22:42487201-42839599
IMR90|chr22:46518401-46692599	IMR90|chr22:46518601-46692599
IMR90|chr22:46518401-46692599	IMR90|chr22:46519201-46692599
IMR90|chr22:46518601-46692599	IMR90|chr22:46519201-46692599
IMR90|chr2:42160201-42274799	IMR90|chr2:42160601-42274799
IMR90|chr2:42160201-42274799	IMR90|chr2:42161201-42274799
IMR90|chr2:42160601-42274799	IMR90|chr2:42161201-42274799
IMR90|chr2:42160601-42274799	IMR90|chr2:42161401-42274799
IMR90|chr2:42161201-42274799	IMR90|chr2:42161401-42274799
IMR90|chr2:42161201-42274799	IMR90|chr2:42162201-42274799
IMR90|chr2:42161401-42274799	IMR90|chr2:42162201-42274799
IMR90|chr2:42164601-42274799	IMR90|chr2:42165001-42274799
IMR90|chr2:42165001-42274799	IMR90|chr2:42165801-42274799
IMR90|chr2:42165801-42274799	IMR90|chr2:42166201-42274799
IMR90|chr2:45878801-46162799	IMR90|chr2:45878801-46162999
IMR90|chr2:45878801-46162799	IMR90|chr2:45878801-46163399
IMR90|chr2:45878801-46162799	IMR90|chr2:45878801-46164199
IMR90|chr2:45878801-46162999	IMR90|chr2:45878801-46163399
IMR90|chr2:45878801-46162999	IMR90|chr2:45878801-46164199
IMR90|chr2:45878801-46163399	IMR90|chr2:45878801-46164199
IMR90|chr2:45878801-46687199	IMR90|chr2:45878801-46687599
IMR90|chr2:45878801-46687199	IMR90|chr2:45878801-46688199
IMR90|chr2:45878801-46687599	IMR90|chr2:45878801-46688199
IMR90|chr2:69240401-69534999	IMR90|chr2:69240401-69535199
IMR90|chr2:69240401-69534999	IMR90|chr2:69240401-69536199
IMR90|chr2:69240401-69535199	IMR90|chr2:69240401-69536199
IMR90|chr2:69240401-69536199	IMR90|chr2:69240401-69538199
IMR90|chr2:74710401-74800399	IMR90|chr2:74710401-74800599
IMR90|chr2:74710401-74800399	IMR90|chr2:74710401-74801199
IMR90|chr2:74710401-74800599	IMR90|chr2:74710401-74801199
IMR90|chr2:74710401-74800599	IMR90|chr2:74710401-74801399
IMR90|chr2:74710401-74801199	IMR90|chr2:74710401-74801399
IMR90|chr2:74710401-74801199	IMR90|chr2:74710401-74801999
IMR90|chr2:74710401-74801399	IMR90|chr2:74710401-74801999
IMR90|chr2:8144001-8821799	IMR90|chr2:8144401-8821799
IMR90|chr2:8144001-8821799	IMR90|chr2:8144801-8821799
IMR90|chr2:8144401-8821799	IMR90|chr2:8144801-8821799
IMR90|chr2:8446801-8821799	IMR90|chr2:8447401-8821799
IMR90|chr2:8446801-8821799	IMR90|chr2:8447601-8821799
IMR90|chr2:8447401-8821799	IMR90|chr2:8447601-8821799
IMR90|chr2:85360801-85512399	IMR90|chr2:85360801-85512599
IMR90|chr3:110492401-110789999	IMR90|chr3:110492601-110789999
IMR90|chr3:110492401-110789999	IMR90|chr3:110493401-110789999
IMR90|chr3:110492401-110789999	IMR90|chr3:110493601-110789999
IMR90|chr3:110492601-110789999	IMR90|chr3:110493401-110789999
IMR90|chr3:110492601-110789999	IMR90|chr3:110493601-110789999
IMR90|chr3:110493401-110789999	IMR90|chr3:110493601-110789999
IMR90|chr3:124775001-124879799	IMR90|chr3:124775001-124880399
IMR90|chr3:124775001-124883799	IMR90|chr3:124775001-124883999
IMR90|chr3:124775001-124887399	IMR90|chr3:124775001-124887599
IMR90|chr3:124775001-124887399	IMR90|chr3:124775001-124888199
IMR90|chr3:124775001-124887599	IMR90|chr3:124775001-124888199
IMR90|chr3:129213001-129325399	IMR90|chr3:129213801-129325399
IMR90|chr3:129213801-129325399	IMR90|chr3:129214601-129325399
IMR90|chr3:176915801-177074999	IMR90|chr3:176915801-177076399
IMR90|chr3:176915801-177181199	IMR90|chr3:176915801-177181599
IMR90|chr3:176915801-177185999	IMR90|chr3:176915801-177187799
IMR90|chr3:179524201-180319599	IMR90|chr3:179529601-180319599
IMR90|chr3:179524201-180319599	IMR90|chr3:179530001-180319599
IMR90|chr3:179529601-180319599	IMR90|chr3:179530001-180319599
IMR90|chr3:187465001-187871599	IMR90|chr3:187466201-187871599
IMR90|chr3:187465001-187871599	IMR90|chr3:187468801-187871599
IMR90|chr3:187466201-187871599	IMR90|chr3:187468801-187871599
IMR90|chr3:19931801-19988199	IMR90|chr3:19932001-19988199
IMR90|chr3:19933401-19988199	IMR90|chr3:19933601-19988199
IMR90|chr3:45268001-45700199	IMR90|chr3:45268001-45701399
IMR90|chr3:45268001-45700199	IMR90|chr3:45268001-45701799
IMR90|chr3:45268001-45701399	IMR90|chr3:45268001-45701799
IMR90|chr3:45268001-45708399	IMR90|chr3:45268001-45709799
IMR90|chr3:4762601-5019999	IMR90|chr3:4762801-5019999
IMR90|chr3:4762601-5019999	IMR90|chr3:4763201-5019999
IMR90|chr3:4762601-5019999	IMR90|chr3:4764001-5019999
IMR90|chr3:4762801-5019999	IMR90|chr3:4763201-5019999
IMR90|chr3:4762801-5019999	IMR90|chr3:4764001-5019999
IMR90|chr3:4763201-5019999	IMR90|chr3:4764001-5019999
IMR90|chr3:50608401-50649199	IMR90|chr3:50608601-50649199
IMR90|chr3:51422801-51712799	IMR90|chr3:51422801-51714599
IMR90|chr3:51422801-51712799	IMR90|chr3:51422801-51715599
IMR90|chr3:51422801-51714599	IMR90|chr3:51422801-51715599
IMR90|chr3:51428801-51712799	IMR90|chr3:51428801-51714599
IMR90|chr3:51428801-51712799	IMR90|chr3:51428801-51715599
IMR90|chr3:51428801-51714599	IMR90|chr3:51428801-51715599
IMR90|chr3:97541401-97590199	IMR90|chr3:97541401-97590599
IMR90|chr3:97541401-97590599	IMR90|chr3:97541401-97590799
IMR90|chr3:97541401-97590599	IMR90|chr3:97541401-97590999
IMR90|chr3:97541401-97590799	IMR90|chr3:97541401-97590999
IMR90|chr3:97541401-97590999	IMR90|chr3:97541401-97591399
IMR90|chr4:120023801-120133599	IMR90|chr4:120024601-120133599
IMR90|chr4:120024601-120133599	IMR90|chr4:120025001-120133599
IMR90|chr4:120027401-120133599	IMR90|chr4:120028201-120133599
IMR90|chr4:140933801-141075199	IMR90|chr4:140934001-141075199
IMR90|chr4:140933801-141075199	IMR90|chr4:140934401-141075199
IMR90|chr4:140934001-141075199	IMR90|chr4:140934401-141075199
IMR90|chr4:140969801-141075199	IMR90|chr4:140970001-141075199
IMR90|chr4:186130201-186316799	IMR90|chr4:186131201-186315999
IMR90|chr4:186130201-186316799	IMR90|chr4:186131201-186318599
IMR90|chr4:39697801-39979399	IMR90|chr4:39698801-39979399
IMR90|chr4:53880601-54232199	IMR90|chr4:53881601-54232199
IMR90|chr4:53880601-54232199	IMR90|chr4:53882201-54232199
IMR90|chr4:53881601-54232199	IMR90|chr4:53882201-54232199
IMR90|chr4:53886401-54232199	IMR90|chr4:53887001-54232199
IMR90|chr4:54062401-55094999	IMR90|chr4:54063401-55094999
IMR90|chr4:54351201-55094999	IMR90|chr4:54357201-55094999
IMR90|chr4:54644001-55094999	IMR90|chr4:54644601-55094999
IMR90|chr4:54644001-55094999	IMR90|chr4:54647201-55094999
IMR90|chr4:54644001-55094999	IMR90|chr4:54647801-55094999
IMR90|chr4:54644001-55094999	IMR90|chr4:54648001-55094999
IMR90|chr4:54644601-55094999	IMR90|chr4:54647201-55094999
IMR90|chr4:54644601-55094999	IMR90|chr4:54647801-55094999
IMR90|chr4:54644601-55094999	IMR90|chr4:54648001-55094999
IMR90|chr4:54644601-55094999	IMR90|chr4:54649001-55094999
IMR90|chr4:54647201-55094999	IMR90|chr4:54647801-55094999
IMR90|chr4:54647201-55094999	IMR90|chr4:54648001-55094999
IMR90|chr4:54647201-55094999	IMR90|chr4:54649001-55094999
IMR90|chr4:54647201-55094999	IMR90|chr4:54649801-55094999
IMR90|chr4:54647801-55094999	IMR90|chr4:54648001-55094999
IMR90|chr4:54647801-55094999	IMR90|chr4:54649001-55094999
IMR90|chr4:54647801-55094999	IMR90|chr4:54649801-55094999
IMR90|chr4:54648001-55094999	IMR90|chr4:54649001-55094999
IMR90|chr4:54648001-55094999	IMR90|chr4:54649801-55094999
IMR90|chr4:54649001-55094999	IMR90|chr4:54649801-55094999
IMR90|chr4:56212801-56414399	IMR90|chr4:56212801-56414599
IMR90|chr4:56212801-56414399	IMR90|chr4:56212801-56415599
IMR90|chr4:56212801-56414399	IMR90|chr4:56212801-56415799
IMR90|chr4:56212801-56414399	IMR90|chr4:56212801-56416199
IMR90|chr4:56212801-56414399	IMR90|chr4:56212801-56416399
IMR90|chr4:56212801-56414599	IMR90|chr4:56212801-56415599
IMR90|chr4:56212801-56414599	IMR90|chr4:56212801-56415799
IMR90|chr4:56212801-56414599	IMR90|chr4:56212801-56416199
IMR90|chr4:56212801-56414599	IMR90|chr4:56212801-56416399
IMR90|chr4:56212801-56415599	IMR90|chr4:56212801-56415799
IMR90|chr4:56212801-56415599	IMR90|chr4:56212801-56416199
IMR90|chr4:56212801-56415599	IMR90|chr4:56212801-56416399
IMR90|chr4:56212801-56415799	IMR90|chr4:56212801-56416199
IMR90|chr4:56212801-56415799	IMR90|chr4:56212801-56416399
IMR90|chr4:56212801-56416199	IMR90|chr4:56212801-56416399
IMR90|chr4:6893401-7069799	IMR90|chr4:6893801-7069799
IMR90|chr4:6893801-7069799	IMR90|chr4:6895401-7069799
IMR90|chr4:6895401-7069799	IMR90|chr4:6896401-7069799
IMR90|chr4:79573201-79696999	IMR90|chr4:79574001-79696999
IMR90|chr4:79579001-79696999	IMR90|chr4:79579401-79696999
IMR90|chr5:118324401-118746799	IMR90|chr5:118324401-118746999
IMR90|chr5:118604401-118746799	IMR90|chr5:118604401-118746999
IMR90|chr5:139926601-140044199	IMR90|chr5:139926801-140044199
IMR90|chr5:140723801-140938999	IMR90|chr5:140723801-140940399
IMR90|chr5:140797801-140900599	IMR90|chr5:140797801-140900999
IMR90|chr5:148206201-148375399	IMR90|chr5:148206201-148375799
IMR90|chr5:148206201-148375399	IMR90|chr5:148206201-148376199
IMR90|chr5:148206201-148375799	IMR90|chr5:148206201-148376199
IMR90|chr5:14872601-15008399	IMR90|chr5:14872601-15008999
IMR90|chr5:14872601-15008399	IMR90|chr5:14872601-15009599
IMR90|chr5:14872601-15008999	IMR90|chr5:14872601-15009599
IMR90|chr5:149219401-149340199	IMR90|chr5:149220001-149340199
IMR90|chr5:169010801-169121799	IMR90|chr5:169010801-169122399
IMR90|chr5:169010801-169129199	IMR90|chr5:169010801-169129599
IMR90|chr5:178594001-178771999	IMR90|chr5:178594801-178771999
IMR90|chr5:178594001-178771999	IMR90|chr5:178595001-178771999
IMR90|chr5:178594801-178771999	IMR90|chr5:178595001-178771999
IMR90|chr5:34524401-34656199	IMR90|chr5:34525201-34656199
IMR90|chr5:53813601-54050799	IMR90|chr5:53813601-54051599
IMR90|chr5:53813601-54050799	IMR90|chr5:53813601-54052799
IMR90|chr5:53813601-54051599	IMR90|chr5:53813601-54052799
IMR90|chr5:53813601-54051599	IMR90|chr5:53813601-54053199
IMR90|chr5:53813601-54052799	IMR90|chr5:53813601-54053199
IMR90|chr5:53813601-54053199	IMR90|chr5:53813601-54055599
IMR90|chr5:53813601-54055599	IMR90|chr5:53813601-54057199
IMR90|chr5:53813601-54055599	IMR90|chr5:53813601-54057599
IMR90|chr5:53813601-54057199	IMR90|chr5:53813601-54057599
IMR90|chr5:53813601-54057199	IMR90|chr5:53813601-54058399
IMR90|chr5:53813601-54057599	IMR90|chr5:53813601-54058399
IMR90|chr5:53813601-54139999	IMR90|chr5:53813601-54140399
IMR90|chr5:53813601-54139999	IMR90|chr5:53813601-54141199
IMR90|chr5:53813601-54139999	IMR90|chr5:53813601-54141599
IMR90|chr5:53813601-54140399	IMR90|chr5:53813601-54141199
IMR90|chr5:53813601-54140399	IMR90|chr5:53813601-54141599
IMR90|chr5:53813601-54141199	IMR90|chr5:53813601-54141599
IMR90|chr5:53813601-54450199	IMR90|chr5:53813601-54450999
IMR90|chr5:53813601-54450199	IMR90|chr5:53813601-54451399
IMR90|chr5:53813601-54450999	IMR90|chr5:53813601-54451399
IMR90|chr5:95297801-95671199	IMR90|chr5:95297801-95671799
IMR90|chr5:95297801-95671199	IMR90|chr5:95297801-95673199
IMR90|chr5:95297801-95671799	IMR90|chr5:95297801-95673199
IMR90|chr5:9546401-9774799	IMR90|chr5:9546401-9775399
IMR90|chr6:108877601-109703599	IMR90|chr6:108878001-109703599
IMR90|chr6:108877601-109703599	IMR90|chr6:108878201-109703599
IMR90|chr6:108877601-109703599	IMR90|chr6:108878401-109703599
IMR90|chr6:108878001-109703599	IMR90|chr6:108878201-109703599
IMR90|chr6:108878001-109703599	IMR90|chr6:108878401-109703599
IMR90|chr6:108878201-109703599	IMR90|chr6:108878401-109703599
IMR90|chr6:109416801-109705199	IMR90|chr6:109416801-109705599
IMR90|chr6:109416801-109705199	IMR90|chr6:109416801-109705999
IMR90|chr6:109416801-109705599	IMR90|chr6:109416801-109705999
IMR90|chr6:109705601-109761599	IMR90|chr6:109706001-109761599
IMR90|chr6:109706001-109761599	IMR90|chr6:109706201-109761599
IMR90|chr6:110850401-111195799	IMR90|chr6:110851401-111195799
IMR90|chr6:110850401-111195799	IMR90|chr6:110852201-111195799
IMR90|chr6:110851401-111195799	IMR90|chr6:110852201-111195799
IMR90|chr6:110858801-111195799	IMR90|chr6:110859001-111195799
IMR90|chr6:149884601-150244199	IMR90|chr6:149885401-150244199
IMR90|chr6:149884601-150244199	IMR90|chr6:149886601-150244199
IMR90|chr6:149884601-150244199	IMR90|chr6:149887601-150246399
IMR90|chr6:149884601-150244199	IMR90|chr6:149887601-150247599
IMR90|chr6:149885401-150244199	IMR90|chr6:149886601-150244199
IMR90|chr6:149885401-150244199	IMR90|chr6:149887601-150246399
IMR90|chr6:149885401-150244199	IMR90|chr6:149887601-150247599
IMR90|chr6:149886601-150244199	IMR90|chr6:149887601-150246399
IMR90|chr6:149886601-150244199	IMR90|chr6:149887601-150247599
IMR90|chr6:149887601-150246399	IMR90|chr6:149887601-150247599
IMR90|chr6:161393001-161694599	IMR90|chr6:161393201-161694599
IMR90|chr6:161393001-161694599	IMR90|chr6:161394801-161694599
IMR90|chr6:161393001-161694599	IMR90|chr6:161396001-161694599
IMR90|chr6:161393201-161694599	IMR90|chr6:161394801-161694599
IMR90|chr6:161393201-161694599	IMR90|chr6:161396001-161694599
IMR90|chr6:161394801-161694599	IMR90|chr6:161396001-161694599
IMR90|chr6:17851601-17987799	IMR90|chr6:17852201-17987799
IMR90|chr6:17851601-17987799	IMR90|chr6:17852801-17987799
IMR90|chr6:17852201-17987799	IMR90|chr6:17852801-17987799
IMR90|chr6:17988001-18121999	IMR90|chr6:17988001-18122199
IMR90|chr6:20876401-21593799	IMR90|chr6:20876801-21593799
IMR90|chr6:20876401-21593799	IMR90|chr6:20877601-21593799
IMR90|chr6:20876401-21593799	IMR90|chr6:20877801-21593799
IMR90|chr6:20876401-21593799	IMR90|chr6:20878401-21593799
IMR90|chr6:20876801-21593799	IMR90|chr6:20877601-21593799
IMR90|chr6:20876801-21593799	IMR90|chr6:20877801-21593799
IMR90|chr6:20876801-21593799	IMR90|chr6:20878401-21593799
IMR90|chr6:20877601-21593799	IMR90|chr6:20877801-21593799
IMR90|chr6:20877601-21593799	IMR90|chr6:20878401-21593799
IMR90|chr6:20877801-21593799	IMR90|chr6:20878401-21593799
IMR90|chr6:26035001-27791599	IMR90|chr6:26035001-27798999
IMR90|chr6:26035001-27791599	IMR90|chr6:26035401-27791599
IMR90|chr6:26035001-27791599	IMR90|chr6:26035401-27798999
IMR90|chr6:26035001-27798999	IMR90|chr6:26035401-27791599
IMR90|chr6:26035001-27798999	IMR90|chr6:26035401-27798999
IMR90|chr6:26035401-27791599	IMR90|chr6:26035401-27798999
IMR90|chr6:30641201-31054399	IMR90|chr6:30641201-31054799
IMR90|chr6:35310401-35419199	IMR90|chr6:35310401-35419399
IMR90|chr6:3752401-3808599	IMR90|chr6:3752401-3808799
IMR90|chr6:41753401-42018199	IMR90|chr6:41753601-42018199
IMR90|chr6:41753401-42018199	IMR90|chr6:41754401-42017199
IMR90|chr6:41753401-42018199	IMR90|chr6:41754401-42017599
IMR90|chr6:41753601-42018199	IMR90|chr6:41754401-42017199
IMR90|chr6:41753601-42018199	IMR90|chr6:41754401-42017599
IMR90|chr6:41754401-42014999	IMR90|chr6:41754401-42017199
IMR90|chr6:41754401-42014999	IMR90|chr6:41754401-42017599
IMR90|chr6:41754401-42017199	IMR90|chr6:41754401-42017599
IMR90|chr6:52281201-52926599	IMR90|chr6:52281801-52926599
IMR90|chr6:52281201-52926599	IMR90|chr6:52282601-52926599
IMR90|chr6:52281201-52926599	IMR90|chr6:52282801-52926599
IMR90|chr6:52281201-52926599	IMR90|chr6:52284001-52926599
IMR90|chr6:52281201-52926599	IMR90|chr6:52285201-52927199
IMR90|chr6:52281801-52926599	IMR90|chr6:52282601-52926599
IMR90|chr6:52281801-52926599	IMR90|chr6:52282801-52926599
IMR90|chr6:52281801-52926599	IMR90|chr6:52284001-52926599
IMR90|chr6:52281801-52926599	IMR90|chr6:52285201-52927199
IMR90|chr6:52282601-52926599	IMR90|chr6:52282801-52926599
IMR90|chr6:52282601-52926599	IMR90|chr6:52284001-52926599
IMR90|chr6:52282601-52926599	IMR90|chr6:52285201-52927199
IMR90|chr6:52282601-52926599	IMR90|chr6:52289001-52926599
IMR90|chr6:52282801-52926599	IMR90|chr6:52284001-52926599
IMR90|chr6:52282801-52926599	IMR90|chr6:52285201-52927199
IMR90|chr6:52282801-52926599	IMR90|chr6:52289001-52926599
IMR90|chr6:52284001-52926599	IMR90|chr6:52285201-52927199
IMR90|chr6:52284001-52926599	IMR90|chr6:52289001-52926599
IMR90|chr6:52284001-52926599	IMR90|chr6:52289601-52926599
IMR90|chr6:52285201-52927199	IMR90|chr6:52289001-52926599
IMR90|chr6:52285201-52927199	IMR90|chr6:52289601-52926599
IMR90|chr6:52289001-52926599	IMR90|chr6:52289601-52926599
IMR90|chr6:52535401-52926599	IMR90|chr6:52536801-52926599
IMR90|chr6:52535401-52926599	IMR90|chr6:52537601-52926599
IMR90|chr6:52536801-52926599	IMR90|chr6:52537601-52926599
IMR90|chr6:52741601-52926599	IMR90|chr6:52742401-52926599
IMR90|chr6:52741601-52926599	IMR90|chr6:52743001-52926599
IMR90|chr6:52742401-52926599	IMR90|chr6:52743001-52926599
IMR90|chr6:83775601-83907799	IMR90|chr6:83775601-83908199
IMR90|chr6:83777401-83907799	IMR90|chr6:83777401-83908199
IMR90|chr7:105400401-105516999	IMR90|chr7:105401001-105516999
IMR90|chr7:105401001-105516999	IMR90|chr7:105401801-105516999
IMR90|chr7:105407201-105516999	IMR90|chr7:105407601-105516999
IMR90|chr7:106301601-106358599	IMR90|chr7:106301601-106358999
IMR90|chr7:106301601-106358999	IMR90|chr7:106301601-106359399
IMR90|chr7:107643801-107785999	IMR90|chr7:107643801-107786399
IMR90|chr7:138575401-138665799	IMR90|chr7:138576201-138665799
IMR90|chr7:138576201-138665799	IMR90|chr7:138576601-138665799
IMR90|chr7:140179401-140355799	IMR90|chr7:140179401-140356999
IMR90|chr7:154998401-155089199	IMR90|chr7:154998601-155089199
IMR90|chr7:42131201-42276599	IMR90|chr7:42131401-42276599
IMR90|chr7:42131201-42276599	IMR90|chr7:42132001-42276599
IMR90|chr7:42131401-42276599	IMR90|chr7:42132001-42276599
IMR90|chr7:42137201-42276599	IMR90|chr7:42137601-42276599
IMR90|chr7:44622401-44888799	IMR90|chr7:44622401-44888999
IMR90|chr7:44622401-44888799	IMR90|chr7:44623001-44887399
IMR90|chr7:44622401-44888999	IMR90|chr7:44623001-44887399
IMR90|chr7:44622401-45152199	IMR90|chr7:44622401-45152399
IMR90|chr7:50518201-50602399	IMR90|chr7:50518201-50602599
IMR90|chr7:76752001-76874799	IMR90|chr7:76752001-76874999
IMR90|chr7:76752001-76874799	IMR90|chr7:76752001-76875399
IMR90|chr7:76752001-76874799	IMR90|chr7:76752001-76875999
IMR90|chr7:76752001-76874999	IMR90|chr7:76752001-76875399
IMR90|chr7:76752001-76874999	IMR90|chr7:76752001-76875999
IMR90|chr7:76752001-76875399	IMR90|chr7:76752001-76875999
IMR90|chr7:76752001-76955199	IMR90|chr7:76752001-76955399
IMR90|chr7:76752001-76955199	IMR90|chr7:76752001-76955799
IMR90|chr7:76752001-76955199	IMR90|chr7:76752001-76956199
IMR90|chr7:76752001-76955199	IMR90|chr7:76752001-76956599
IMR90|chr7:76752001-76955399	IMR90|chr7:76752001-76955799
IMR90|chr7:76752001-76955399	IMR90|chr7:76752001-76956199
IMR90|chr7:76752001-76955399	IMR90|chr7:76752001-76956599
IMR90|chr7:76752001-76955799	IMR90|chr7:76752001-76956199
IMR90|chr7:76752001-76955799	IMR90|chr7:76752001-76956599
IMR90|chr7:76752001-76956199	IMR90|chr7:76752001-76956599
IMR90|chr7:76752001-76956199	IMR90|chr7:76752001-76957999
IMR90|chr7:76752001-76956199	IMR90|chr7:76752001-76958199
IMR90|chr7:76752001-76956599	IMR90|chr7:76752001-76957999
IMR90|chr7:76752001-76956599	IMR90|chr7:76752001-76958199
IMR90|chr7:76752001-76957999	IMR90|chr7:76752001-76958199
IMR90|chr8:103668401-103822199	IMR90|chr8:103668401-103823399
IMR90|chr8:103668401-103822199	IMR90|chr8:103668401-103823599
IMR90|chr8:103668401-103823399	IMR90|chr8:103668401-103823599
IMR90|chr8:103668401-103823399	IMR90|chr8:103668401-103823799
IMR90|chr8:103668401-103823599	IMR90|chr8:103668401-103823799
IMR90|chr8:11627401-11758999	IMR90|chr8:11627401-11759199
IMR90|chr8:119124401-119426799	IMR90|chr8:119124401-119426999
IMR90|chr8:119124401-119426799	IMR90|chr8:119124401-119427399
IMR90|chr8:119124401-119426799	IMR90|chr8:119124401-119428399
IMR90|chr8:119124401-119426999	IMR90|chr8:119124401-119427399
IMR90|chr8:119124401-119426999	IMR90|chr8:119124401-119428399
IMR90|chr8:119124401-119427399	IMR90|chr8:119124401-119428399
IMR90|chr8:126131801-126441599	IMR90|chr8:126133201-126441599
IMR90|chr8:141477801-141645399	IMR90|chr8:141479401-141645399
IMR90|chr8:17463001-17779799	IMR90|chr8:17463601-17779799
IMR90|chr8:17463601-17779799	IMR90|chr8:17466201-17779799
IMR90|chr8:17466201-17779799	IMR90|chr8:17468401-17779799
IMR90|chr8:17466201-17779799	IMR90|chr8:17469201-17779799
IMR90|chr8:17468401-17779799	IMR90|chr8:17469201-17779799
IMR90|chr8:17468401-17779799	IMR90|chr8:17469801-17779799
IMR90|chr8:17469201-17779799	IMR90|chr8:17469801-17779799
IMR90|chr8:19267801-19674199	IMR90|chr8:19270001-19674199
IMR90|chr8:26241201-26303599	IMR90|chr8:26241201-26303999
IMR90|chr8:36949201-37593999	IMR90|chr8:36949801-37593999
IMR90|chr8:37000201-37552799	IMR90|chr8:37003801-37552799
IMR90|chr8:37000201-37552799	IMR90|chr8:37004001-37552799
IMR90|chr8:37000201-37552799	IMR90|chr8:37005401-37552799
IMR90|chr8:37000201-37593999	IMR90|chr8:37003801-37593999
IMR90|chr8:37000201-37593999	IMR90|chr8:37004001-37593999
IMR90|chr8:37000201-37593999	IMR90|chr8:37005401-37593999
IMR90|chr8:37003801-37552799	IMR90|chr8:37004001-37552799
IMR90|chr8:37003801-37552799	IMR90|chr8:37005401-37552799
IMR90|chr8:37003801-37552799	IMR90|chr8:37006401-37552799
IMR90|chr8:37003801-37552799	IMR90|chr8:37007001-37552799
IMR90|chr8:37003801-37593999	IMR90|chr8:37004001-37593999
