HeLa-S3|chr10:102973390-103542659	HeLa-S3|chr10:102974454-103542659
HeLa-S3|chr1:178508201-178994672	HeLa-S3|chr1:178512660-178985568
HeLa-S3|chr1:178508201-178994672	HeLa-S3|chr1:178512660-178985799
HeLa-S3|chr1:178508201-178994672	HeLa-S3|chr1:178512660-178987999
HeLa-S3|chr1:178508296-178994672	HeLa-S3|chr1:178512660-178985568
HeLa-S3|chr1:178508296-178994672	HeLa-S3|chr1:178512660-178985799
HeLa-S3|chr1:178508296-178994672	HeLa-S3|chr1:178512660-178987999
HeLa-S3|chr1:178512660-178985568	HeLa-S3|chr1:178512660-178985799
HeLa-S3|chr1:178512660-178985568	HeLa-S3|chr1:178512660-178987999
HeLa-S3|chr1:178512660-178985799	HeLa-S3|chr1:178512660-178987999
HeLa-S3|chr1:179094321-179262472	HeLa-S3|chr1:179096801-179262472
HeLa-S3|chr1:179094321-179262472	HeLa-S3|chr1:179099401-179262472
HeLa-S3|chr1:179096801-179262472	HeLa-S3|chr1:179099401-179262472
HeLa-S3|chr1:180992438-181103006	HeLa-S3|chr1:180992438-181103709
HeLa-S3|chr1:180992438-181103006	HeLa-S3|chr1:180992438-181108301
HeLa-S3|chr1:180992438-181103006	HeLa-S3|chr1:180992438-181110052
HeLa-S3|chr1:180992438-181103006	HeLa-S3|chr1:180992438-181111399
HeLa-S3|chr1:180992438-181103006	HeLa-S3|chr1:180992438-181120692
HeLa-S3|chr1:180992438-181103006	HeLa-S3|chr1:180992438-181121080
HeLa-S3|chr1:180992438-181103709	HeLa-S3|chr1:180992438-181108301
HeLa-S3|chr1:180992438-181103709	HeLa-S3|chr1:180992438-181110052
HeLa-S3|chr1:180992438-181103709	HeLa-S3|chr1:180992438-181111399
HeLa-S3|chr1:180992438-181103709	HeLa-S3|chr1:180992438-181120692
HeLa-S3|chr1:180992438-181103709	HeLa-S3|chr1:180992438-181121080
HeLa-S3|chr1:180992438-181108301	HeLa-S3|chr1:180992438-181110052
HeLa-S3|chr1:180992438-181108301	HeLa-S3|chr1:180992438-181111399
HeLa-S3|chr1:180992438-181108301	HeLa-S3|chr1:180992438-181120692
HeLa-S3|chr1:180992438-181108301	HeLa-S3|chr1:180992438-181121080
HeLa-S3|chr1:180992438-181108301	HeLa-S3|chr1:181060125-181110052
HeLa-S3|chr1:180992438-181108301	HeLa-S3|chr1:181060125-181111399
HeLa-S3|chr1:180992438-181110052	HeLa-S3|chr1:180992438-181111399
HeLa-S3|chr1:180992438-181110052	HeLa-S3|chr1:180992438-181120692
HeLa-S3|chr1:180992438-181110052	HeLa-S3|chr1:180992438-181121080
HeLa-S3|chr1:180992438-181110052	HeLa-S3|chr1:181060125-181110052
HeLa-S3|chr1:180992438-181110052	HeLa-S3|chr1:181060125-181111399
HeLa-S3|chr1:180992438-181111399	HeLa-S3|chr1:180992438-181120692
HeLa-S3|chr1:180992438-181111399	HeLa-S3|chr1:180992438-181121080
HeLa-S3|chr1:180992438-181111399	HeLa-S3|chr1:181060125-181110052
HeLa-S3|chr1:180992438-181111399	HeLa-S3|chr1:181060125-181111399
HeLa-S3|chr1:180992438-181120692	HeLa-S3|chr1:180992438-181121080
HeLa-S3|chr1:181060125-181110052	HeLa-S3|chr1:181060125-181111399
HeLa-S3|chr1:184762583-185125350	HeLa-S3|chr1:184772468-185125350
HeLa-S3|chr11:86666485-86992797	HeLa-S3|chr11:86666485-86992999
HeLa-S3|chr11:86666485-86992797	HeLa-S3|chr11:86667677-86992797
HeLa-S3|chr11:86666485-86992797	HeLa-S3|chr11:86667677-86992999
HeLa-S3|chr11:86666485-86992999	HeLa-S3|chr11:86667677-86992797
HeLa-S3|chr11:86666485-86992999	HeLa-S3|chr11:86667677-86992999
HeLa-S3|chr11:86667677-86992797	HeLa-S3|chr11:86667677-86992999
HeLa-S3|chr11:8705818-8980999	HeLa-S3|chr11:8705818-8981446
HeLa-S3|chr11:9632930-9779644	HeLa-S3|chr11:9634401-9779644
HeLa-S3|chr11:9632930-9779644	HeLa-S3|chr11:9638030-9779644
HeLa-S3|chr11:9632930-9779644	HeLa-S3|chr11:9638716-9779644
HeLa-S3|chr11:9632930-9779644	HeLa-S3|chr11:9640013-9779644
HeLa-S3|chr11:9634401-9779644	HeLa-S3|chr11:9638030-9779644
HeLa-S3|chr11:9634401-9779644	HeLa-S3|chr11:9638716-9779644
HeLa-S3|chr11:9634401-9779644	HeLa-S3|chr11:9640013-9779644
HeLa-S3|chr1:196363120-196620996	HeLa-S3|chr1:196369098-196620996
HeLa-S3|chr1:196363120-196620996	HeLa-S3|chr1:196370471-196620996
HeLa-S3|chr1:196369098-196620996	HeLa-S3|chr1:196370471-196620996
HeLa-S3|chr11:9638030-9779644	HeLa-S3|chr11:9638716-9779644
HeLa-S3|chr11:9638030-9779644	HeLa-S3|chr11:9640013-9779644
HeLa-S3|chr11:9638716-9779644	HeLa-S3|chr11:9640013-9779644
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9775498-10328743
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9775948-10323958
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9775948-10328743
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10331199
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10331599
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10331921
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10336277
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10343621
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10344013
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10344966
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10344999
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10346386
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10346799
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10348599
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10349516
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9780755-10349599
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10331199
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10331599
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10331921
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10336277
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10343621
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10344013
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10344966
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10344999
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10346386
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10346799
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10348599
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10349516
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9781706-10349599
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9782178-10323958
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9782178-10328743
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9786844-10323958
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9786844-10328743
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9787508-10323958
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9787508-10328743
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9796601-10323958
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9796601-10328743
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9797001-10323958
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9797001-10328743
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9797586-10323958
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9797586-10328743
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9798278-10323958
HeLa-S3|chr11:9775498-10323958	HeLa-S3|chr11:9798278-10328743
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9775948-10323958
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9775948-10328743
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10331199
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10331599
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10331921
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10336277
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10343621
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10344013
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10344966
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10344999
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10346386
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10346799
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10348599
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10349516
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9780755-10349599
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10331199
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10331599
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10331921
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10336277
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10343621
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10344013
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10344966
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10344999
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10346386
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10346799
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10348599
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10349516
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9781706-10349599
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9782178-10323958
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9782178-10328743
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9786844-10323958
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9786844-10328743
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9787508-10323958
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9787508-10328743
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9796601-10323958
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9796601-10328743
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9797001-10323958
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9797001-10328743
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9797586-10323958
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9797586-10328743
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9798278-10323958
HeLa-S3|chr11:9775498-10328743	HeLa-S3|chr11:9798278-10328743
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9775948-10328743
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10331199
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10331599
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10331921
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10336277
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10343621
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10344013
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10344966
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10344999
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10346386
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10346799
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10348599
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10349516
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9780755-10349599
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10331199
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10331599
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10331921
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10336277
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10343621
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10344013
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10344966
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10344999
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10346386
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10346799
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10348599
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10349516
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9781706-10349599
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9782178-10323958
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9782178-10328743
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9786844-10323958
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9786844-10328743
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9787508-10323958
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9787508-10328743
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9796601-10323958
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9796601-10328743
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9797001-10323958
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9797001-10328743
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9797586-10323958
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9797586-10328743
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9798278-10323958
HeLa-S3|chr11:9775948-10323958	HeLa-S3|chr11:9798278-10328743
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10331199
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10331599
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10331921
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10336277
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10343621
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10344013
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10344966
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10344999
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10346386
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10346799
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10348599
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10349516
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9780755-10349599
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10331199
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10331599
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10331921
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10336277
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10343621
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10344013
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10344966
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10344999
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10346386
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10346799
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10348599
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10349516
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9781706-10349599
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9782178-10323958
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9782178-10328743
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9786844-10323958
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9786844-10328743
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9787508-10323958
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9787508-10328743
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9796601-10323958
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9796601-10328743
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9797001-10323958
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9797001-10328743
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9797586-10323958
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9797586-10328743
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9798278-10323958
HeLa-S3|chr11:9775948-10328743	HeLa-S3|chr11:9798278-10328743
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10331599
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10331921
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10336277
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10343621
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10344013
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10344966
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10344999
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10346386
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10346799
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10348599
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10349516
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9780755-10349599
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10331199
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10331599
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10331921
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10336277
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10343621
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10344013
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10344966
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10344999
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10346386
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10346799
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10348599
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10349516
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9781706-10349599
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9782178-10323958
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9782178-10328743
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9786844-10323958
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9786844-10328743
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9787508-10323958
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9787508-10328743
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9796601-10323958
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9796601-10328743
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9797001-10323958
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9797001-10328743
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9797586-10323958
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9797586-10328743
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9798278-10323958
HeLa-S3|chr11:9780755-10331199	HeLa-S3|chr11:9798278-10328743
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10331921
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10336277
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10343621
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10344013
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10344966
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10344999
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10346386
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10346799
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10348599
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10349516
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9780755-10349599
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10331199
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10331599
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10331921
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10336277
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10343621
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10344013
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10344966
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10344999
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10346386
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10346799
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10348599
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10349516
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9781706-10349599
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9782178-10323958
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9782178-10328743
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9786844-10323958
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9786844-10328743
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9787508-10323958
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9787508-10328743
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9796601-10323958
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9796601-10328743
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9797001-10323958
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9797001-10328743
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9797586-10323958
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9797586-10328743
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9798278-10323958
HeLa-S3|chr11:9780755-10331599	HeLa-S3|chr11:9798278-10328743
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10336277
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10343621
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10344013
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10344966
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10344999
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10346386
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10346799
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10348599
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10349516
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9780755-10349599
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10331199
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10331599
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10331921
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10336277
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10343621
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10344013
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10344966
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10344999
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10346386
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10346799
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10348599
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10349516
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9781706-10349599
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9782178-10323958
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9782178-10328743
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9786844-10323958
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9786844-10328743
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9787508-10323958
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9787508-10328743
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9796601-10323958
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9796601-10328743
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9797001-10323958
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9797001-10328743
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9797586-10323958
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9797586-10328743
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9798278-10323958
HeLa-S3|chr11:9780755-10331921	HeLa-S3|chr11:9798278-10328743
HeLa-S3|chr11:9780755-10336277	HeLa-S3|chr11:9780755-10343621
HeLa-S3|chr11:9780755-10336277	HeLa-S3|chr11:9780755-10344013
HeLa-S3|chr11:9780755-10336277	HeLa-S3|chr11:9780755-10344966
HeLa-S3|chr11:9780755-10336277	HeLa-S3|chr11:9780755-10344999
HeLa-S3|chr11:9780755-10336277	HeLa-S3|chr11:9780755-10346386
HeLa-S3|chr11:9780755-10336277	HeLa-S3|chr11:9780755-10346799
HeLa-S3|chr11:9780755-10336277	HeLa-S3|chr11:9780755-10348599
HeLa-S3|chr11:9780755-10336277	HeLa-S3|chr11:9780755-10349516
