IMR90|chr10:101736400-101736800	IMR90|chr10:101737000-101737400
IMR90|chr12:6178200-6178400	IMR90|chr12:6179200-6179600
IMR90|chr12:6178400-6178600	IMR90|chr12:6178600-6179200
IMR90|chr12:6178400-6178600	IMR90|chr12:6179200-6179600
IMR90|chr12:6178600-6179200	IMR90|chr12:6179200-6179600
IMR90|chr12:64216600-64217000	IMR90|chr12:64217000-64217200
IMR90|chr12:64953800-64954000	IMR90|chr12:64954200-64954600
IMR90|chr12:64953800-64954000	IMR90|chr12:64954600-64954800
IMR90|chr12:64953800-64954000	IMR90|chr12:64955200-64955400
IMR90|chr12:64953800-64954000	IMR90|chr12:64955600-64955800
IMR90|chr12:64954200-64954600	IMR90|chr12:64954600-64954800
IMR90|chr12:64954200-64954600	IMR90|chr12:64955200-64955400
IMR90|chr12:64954200-64954600	IMR90|chr12:64955600-64955800
IMR90|chr12:64954600-64954800	IMR90|chr12:64955200-64955400
IMR90|chr12:64954600-64954800	IMR90|chr12:64955600-64955800
IMR90|chr12:64955200-64955400	IMR90|chr12:64955600-64955800
IMR90|chr1:26645000-26645400	IMR90|chr1:26647600-26647800
IMR90|chr12:6678000-6678200	IMR90|chr12:6678200-6678400
IMR90|chr12:67824800-67825400	IMR90|chr12:67828200-67828400
IMR90|chr12:67824800-67825400	IMR90|chr12:67828400-67828600
IMR90|chr12:67824800-67825400	IMR90|chr12:67828600-67828800
IMR90|chr12:67828200-67828400	IMR90|chr12:67828400-67828600
IMR90|chr12:67828200-67828400	IMR90|chr12:67828600-67828800
IMR90|chr12:67828200-67828400	IMR90|chr12:67828800-67829200
IMR90|chr12:67828200-67828400	IMR90|chr12:67829200-67829400
IMR90|chr12:67828200-67828400	IMR90|chr12:67830000-67830200
IMR90|chr12:67828400-67828600	IMR90|chr12:67828600-67828800
IMR90|chr12:67828400-67828600	IMR90|chr12:67828800-67829200
IMR90|chr12:67828400-67828600	IMR90|chr12:67829200-67829400
IMR90|chr12:67828400-67828600	IMR90|chr12:67830000-67830200
IMR90|chr12:67828600-67828800	IMR90|chr12:67828800-67829200
IMR90|chr12:67828600-67828800	IMR90|chr12:67829200-67829400
IMR90|chr12:67828600-67828800	IMR90|chr12:67830000-67830200
IMR90|chr12:67828800-67829200	IMR90|chr12:67829200-67829400
IMR90|chr12:67828800-67829200	IMR90|chr12:67830000-67830200
IMR90|chr12:67829200-67829400	IMR90|chr12:67830000-67830200
IMR90|chr12:685000-685400	IMR90|chr12:685800-686000
IMR90|chr12:68758400-68758600	IMR90|chr12:68759400-68759600
IMR90|chr12:68758400-68758600	IMR90|chr12:68759600-68760000
IMR90|chr12:68759400-68759600	IMR90|chr12:68759600-68760000
IMR90|chr1:27424600-27424800	IMR90|chr1:27425400-27425600
IMR90|chr12:75782400-75782600	IMR90|chr12:75782600-75784000
IMR90|chr12:75782400-75782600	IMR90|chr12:75785600-75785800
IMR90|chr12:75782600-75784000	IMR90|chr12:75785600-75785800
IMR90|chr1:27625200-27625400	IMR90|chr1:27626000-27626200
IMR90|chr1:27625200-27625400	IMR90|chr1:27627400-27628200
IMR90|chr1:27626000-27626200	IMR90|chr1:27627400-27628200
IMR90|chr12:89413000-89413200	IMR90|chr12:89413600-89413800
IMR90|chr12:89863200-89863400	IMR90|chr12:89863400-89863600
IMR90|chr12:89863200-89863400	IMR90|chr12:89866000-89866200
IMR90|chr12:89863400-89863600	IMR90|chr12:89866000-89866200
IMR90|chr12:92368200-92368600	IMR90|chr12:92372000-92372200
IMR90|chr12:92376800-92377000	IMR90|chr12:92378200-92378600
IMR90|chr12:92376800-92377000	IMR90|chr12:92378600-92378800
IMR90|chr12:92376800-92377000	IMR90|chr12:92378800-92380200
IMR90|chr12:92376800-92377000	IMR90|chr12:92380200-92380600
IMR90|chr12:92378200-92378600	IMR90|chr12:92378600-92378800
IMR90|chr12:92378200-92378600	IMR90|chr12:92378800-92380200
IMR90|chr12:92378200-92378600	IMR90|chr12:92380200-92380600
IMR90|chr12:92378200-92378600	IMR90|chr12:92381800-92382600
IMR90|chr12:92378600-92378800	IMR90|chr12:92378800-92380200
IMR90|chr12:92378600-92378800	IMR90|chr12:92380200-92380600
IMR90|chr12:92378600-92378800	IMR90|chr12:92381800-92382600
IMR90|chr12:92378800-92380200	IMR90|chr12:92380200-92380600
IMR90|chr12:92378800-92380200	IMR90|chr12:92381800-92382600
IMR90|chr12:92380200-92380600	IMR90|chr12:92381800-92382600
IMR90|chr12:96879000-96879200	IMR90|chr12:96879200-96879400
IMR90|chr12:96879000-96879200	IMR90|chr12:96880800-96881000
IMR90|chr12:96879200-96879400	IMR90|chr12:96880800-96881000
IMR90|chr12:96880800-96881000	IMR90|chr12:96884000-96884200
IMR90|chr1:30179600-30180000	IMR90|chr1:30181000-30181200
IMR90|chr1:30179600-30180000	IMR90|chr1:30181200-30181400
IMR90|chr1:30179600-30180000	IMR90|chr1:30181400-30181600
IMR90|chr1:30179600-30180000	IMR90|chr1:30181600-30181800
IMR90|chr1:30179600-30180000	IMR90|chr1:30182600-30183200
IMR90|chr1:30181000-30181200	IMR90|chr1:30181200-30181400
IMR90|chr1:30181000-30181200	IMR90|chr1:30181400-30181600
IMR90|chr1:30181000-30181200	IMR90|chr1:30181600-30181800
IMR90|chr1:30181000-30181200	IMR90|chr1:30182600-30183200
IMR90|chr1:30181200-30181400	IMR90|chr1:30181400-30181600
IMR90|chr1:30181200-30181400	IMR90|chr1:30181600-30181800
IMR90|chr1:30181200-30181400	IMR90|chr1:30182600-30183200
IMR90|chr1:30181400-30181600	IMR90|chr1:30181600-30181800
IMR90|chr1:30181400-30181600	IMR90|chr1:30182600-30183200
IMR90|chr1:30181600-30181800	IMR90|chr1:30182600-30183200
IMR90|chr1:31274400-31274800	IMR90|chr1:31275000-31275200
IMR90|chr1:31280200-31280400	IMR90|chr1:31280400-31280800
IMR90|chr1:31280200-31280400	IMR90|chr1:31281000-31281600
IMR90|chr1:31280200-31280400	IMR90|chr1:31281600-31282000
IMR90|chr1:31280200-31280400	IMR90|chr1:31282200-31282400
IMR90|chr1:31280200-31280400	IMR90|chr1:31282400-31282600
IMR90|chr1:31280200-31280400	IMR90|chr1:31282600-31283600
IMR90|chr1:31280400-31280800	IMR90|chr1:31281000-31281600
IMR90|chr1:31280400-31280800	IMR90|chr1:31281600-31282000
IMR90|chr1:31280400-31280800	IMR90|chr1:31282200-31282400
IMR90|chr1:31280400-31280800	IMR90|chr1:31282400-31282600
IMR90|chr1:31280400-31280800	IMR90|chr1:31282600-31283600
IMR90|chr1:31281000-31281600	IMR90|chr1:31281600-31282000
IMR90|chr1:31281000-31281600	IMR90|chr1:31282200-31282400
IMR90|chr1:31281000-31281600	IMR90|chr1:31282400-31282600
IMR90|chr1:31281000-31281600	IMR90|chr1:31282600-31283600
IMR90|chr1:31281600-31282000	IMR90|chr1:31282200-31282400
IMR90|chr1:31281600-31282000	IMR90|chr1:31282400-31282600
IMR90|chr1:31281600-31282000	IMR90|chr1:31282600-31283600
IMR90|chr1:31282200-31282400	IMR90|chr1:31282400-31282600
IMR90|chr1:31282200-31282400	IMR90|chr1:31282600-31283600
IMR90|chr1:31282400-31282600	IMR90|chr1:31282600-31283600
IMR90|chr13:27927800-27928000	IMR90|chr13:27928000-27928400
IMR90|chr13:27927800-27928000	IMR90|chr13:27928400-27928600
IMR90|chr13:27928000-27928400	IMR90|chr13:27928400-27928600
IMR90|chr1:33560400-33560800	IMR90|chr1:33561800-33562600
IMR90|chr1:33560400-33560800	IMR90|chr1:33563000-33566200
IMR90|chr1:33561800-33562600	IMR90|chr1:33563000-33566200
IMR90|chr1:33766000-33766200	IMR90|chr1:33767000-33767200
IMR90|chr1:33853200-33853400	IMR90|chr1:33854600-33856200
IMR90|chr1:33853200-33853400	IMR90|chr1:33856200-33856600
IMR90|chr1:33853200-33853400	IMR90|chr1:33856600-33857200
IMR90|chr1:33854600-33856200	IMR90|chr1:33856200-33856600
IMR90|chr1:33854600-33856200	IMR90|chr1:33856600-33857200
IMR90|chr1:33854600-33856200	IMR90|chr1:33858000-33858200
IMR90|chr1:33854600-33856200	IMR90|chr1:33858200-33858400
IMR90|chr1:33856200-33856600	IMR90|chr1:33856600-33857200
IMR90|chr1:33856200-33856600	IMR90|chr1:33858000-33858200
IMR90|chr1:33856200-33856600	IMR90|chr1:33858200-33858400
IMR90|chr1:33856200-33856600	IMR90|chr1:33859400-33860600
IMR90|chr1:33856600-33857200	IMR90|chr1:33858000-33858200
IMR90|chr1:33856600-33857200	IMR90|chr1:33858200-33858400
IMR90|chr1:33856600-33857200	IMR90|chr1:33859400-33860600
IMR90|chr1:33858000-33858200	IMR90|chr1:33858200-33858400
IMR90|chr1:33858000-33858200	IMR90|chr1:33859400-33860600
IMR90|chr1:33858200-33858400	IMR90|chr1:33859400-33860600
IMR90|chr13:41707800-41708200	IMR90|chr13:41711600-41712000
IMR90|chr13:41711600-41712000	IMR90|chr13:41712200-41712400
IMR90|chr13:41711600-41712000	IMR90|chr13:41712400-41712600
IMR90|chr13:41712200-41712400	IMR90|chr13:41712400-41712600
IMR90|chr13:42217600-42217800	IMR90|chr13:42218000-42218400
IMR90|chr13:42217600-42217800	IMR90|chr13:42218600-42218800
IMR90|chr13:42217600-42217800	IMR90|chr13:42219600-42219800
IMR90|chr13:42217600-42217800	IMR90|chr13:42219800-42220000
IMR90|chr13:42217600-42217800	IMR90|chr13:42220200-42220600
IMR90|chr13:42218000-42218400	IMR90|chr13:42218600-42218800
IMR90|chr13:42218000-42218400	IMR90|chr13:42219600-42219800
IMR90|chr13:42218000-42218400	IMR90|chr13:42219800-42220000
IMR90|chr13:42218000-42218400	IMR90|chr13:42220200-42220600
IMR90|chr13:42218600-42218800	IMR90|chr13:42219600-42219800
IMR90|chr13:42218600-42218800	IMR90|chr13:42219800-42220000
IMR90|chr13:42218600-42218800	IMR90|chr13:42220200-42220600
IMR90|chr13:42218600-42218800	IMR90|chr13:42222000-42222200
IMR90|chr13:42218600-42218800	IMR90|chr13:42222200-42222400
IMR90|chr13:42219600-42219800	IMR90|chr13:42219800-42220000
IMR90|chr13:42219600-42219800	IMR90|chr13:42220200-42220600
IMR90|chr13:42219600-42219800	IMR90|chr13:42222000-42222200
IMR90|chr13:42219600-42219800	IMR90|chr13:42222200-42222400
IMR90|chr13:42219600-42219800	IMR90|chr13:42222800-42223000
IMR90|chr13:42219800-42220000	IMR90|chr13:42220200-42220600
IMR90|chr13:42219800-42220000	IMR90|chr13:42222000-42222200
IMR90|chr13:42219800-42220000	IMR90|chr13:42222200-42222400
IMR90|chr13:42219800-42220000	IMR90|chr13:42222800-42223000
IMR90|chr13:42220200-42220600	IMR90|chr13:42222000-42222200
IMR90|chr13:42220200-42220600	IMR90|chr13:42222200-42222400
IMR90|chr13:42220200-42220600	IMR90|chr13:42222800-42223000
IMR90|chr13:42220200-42220600	IMR90|chr13:42223400-42224000
IMR90|chr13:42222000-42222200	IMR90|chr13:42222200-42222400
IMR90|chr13:42222000-42222200	IMR90|chr13:42222800-42223000
IMR90|chr13:42222000-42222200	IMR90|chr13:42223400-42224000
IMR90|chr13:42222200-42222400	IMR90|chr13:42222800-42223000
IMR90|chr13:42222200-42222400	IMR90|chr13:42223400-42224000
IMR90|chr13:42222200-42222400	IMR90|chr13:42225800-42226200
IMR90|chr13:42222800-42223000	IMR90|chr13:42223400-42224000
IMR90|chr13:42222800-42223000	IMR90|chr13:42225800-42226200
IMR90|chr13:42223400-42224000	IMR90|chr13:42225800-42226200
IMR90|chr13:42223400-42224000	IMR90|chr13:42226600-42227000
IMR90|chr13:42225800-42226200	IMR90|chr13:42226600-42227000
IMR90|chr13:47291000-47291200	IMR90|chr13:47291200-47291400
IMR90|chr13:49596800-49597400	IMR90|chr13:49597800-49598000
IMR90|chr13:51100800-51102200	IMR90|chr13:51103000-51104200
IMR90|chr13:51103000-51104200	IMR90|chr13:51105800-51106000
IMR90|chr13:75939600-75940200	IMR90|chr13:75940200-75940600
IMR90|chr13:75939600-75940200	IMR90|chr13:75940600-75940800
IMR90|chr13:75939600-75940200	IMR90|chr13:75941000-75941200
IMR90|chr13:75939600-75940200	IMR90|chr13:75942600-75942800
IMR90|chr13:75940200-75940600	IMR90|chr13:75940600-75940800
IMR90|chr13:75940200-75940600	IMR90|chr13:75941000-75941200
IMR90|chr13:75940200-75940600	IMR90|chr13:75942600-75942800
IMR90|chr13:75940600-75940800	IMR90|chr13:75941000-75941200
IMR90|chr13:75940600-75940800	IMR90|chr13:75942600-75942800
IMR90|chr13:75940600-75940800	IMR90|chr13:75944200-75944400
IMR90|chr13:75941000-75941200	IMR90|chr13:75942600-75942800
IMR90|chr13:75941000-75941200	IMR90|chr13:75944200-75944400
IMR90|chr13:75942600-75942800	IMR90|chr13:75944200-75944400
IMR90|chr13:76119200-76119400	IMR90|chr13:76122800-76123200
IMR90|chr1:39551800-39552000	IMR90|chr1:39552200-39553000
IMR90|chr1:39551800-39552000	IMR90|chr1:39553000-39553200
IMR90|chr1:39552200-39553000	IMR90|chr1:39553000-39553200
IMR90|chr1:39552200-39553000	IMR90|chr1:39555600-39556200
IMR90|chr1:39552200-39553000	IMR90|chr1:39556200-39556400
IMR90|chr1:39553000-39553200	IMR90|chr1:39555600-39556200
IMR90|chr1:39553000-39553200	IMR90|chr1:39556200-39556400
IMR90|chr1:39555600-39556200	IMR90|chr1:39556200-39556400
IMR90|chr14:102990000-102990200	IMR90|chr14:102992400-102992600
IMR90|chr14:102992400-102992600	IMR90|chr14:102993800-102994000
IMR90|chr14:102992400-102992600	IMR90|chr14:102994000-102994400
IMR90|chr14:102993800-102994000	IMR90|chr14:102994000-102994400
IMR90|chr14:20877200-20877400	IMR90|chr14:20877400-20877600
IMR90|chr14:20877200-20877400	IMR90|chr14:20877600-20877800
IMR90|chr14:20877400-20877600	IMR90|chr14:20877600-20877800
IMR90|chr14:20882400-20882600	IMR90|chr14:20884200-20884400
IMR90|chr14:21153800-21154000	IMR90|chr14:21154000-21154200
IMR90|chr14:21153800-21154000	IMR90|chr14:21154200-21154400
IMR90|chr14:21154000-21154200	IMR90|chr14:21154200-21154400
IMR90|chr14:23019000-23019600	IMR90|chr14:23019800-23020800
IMR90|chr14:24026600-24026800	IMR90|chr14:24026800-24027200
IMR90|chr14:24713000-24713200	IMR90|chr14:24716000-24716200
IMR90|chr14:24713000-24713200	IMR90|chr14:24716200-24716400
IMR90|chr14:24716000-24716200	IMR90|chr14:24716200-24716400
IMR90|chr14:24765800-24766200	IMR90|chr14:24766200-24766600
IMR90|chr14:24765800-24766200	IMR90|chr14:24767800-24768000
IMR90|chr14:24765800-24766200	IMR90|chr14:24768000-24768200
IMR90|chr14:24766200-24766600	IMR90|chr14:24767800-24768000
IMR90|chr14:24766200-24766600	IMR90|chr14:24768000-24768200
IMR90|chr14:24767800-24768000	IMR90|chr14:24768000-24768200
IMR90|chr14:32938200-32938400	IMR90|chr14:32938400-32938600
IMR90|chr14:32938400-32938600	IMR90|chr14:32941400-32943200
IMR90|chr14:34965600-34967600	IMR90|chr14:34967600-34968000
IMR90|chr14:34967600-34968000	IMR90|chr14:34971200-34971400
IMR90|chr14:34967600-34968000	IMR90|chr14:34971400-34971600
IMR90|chr14:34971200-34971400	IMR90|chr14:34971400-34971600
IMR90|chr14:34971200-34971400	IMR90|chr14:34971600-34972200
IMR90|chr14:34971200-34971400	IMR90|chr14:34972200-34972600
IMR90|chr14:34971200-34971400	IMR90|chr14:34972600-34972800
IMR90|chr14:34971400-34971600	IMR90|chr14:34971600-34972200
IMR90|chr14:34971400-34971600	IMR90|chr14:34972200-34972600
IMR90|chr14:34971400-34971600	IMR90|chr14:34972600-34972800
IMR90|chr14:34971600-34972200	IMR90|chr14:34972200-34972600
IMR90|chr14:34971600-34972200	IMR90|chr14:34972600-34972800
IMR90|chr14:34972200-34972600	IMR90|chr14:34972600-34972800
IMR90|chr14:50786200-50786600	IMR90|chr14:50787000-50787400
IMR90|chr14:50786200-50786600	IMR90|chr14:50787400-50788600
IMR90|chr14:50787000-50787400	IMR90|chr14:50787400-50788600
IMR90|chr1:45301400-45301600	IMR90|chr1:45301600-45302000
IMR90|chr1:45479800-45480000	IMR90|chr1:45480200-45480400
IMR90|chr1:45479800-45480000	IMR90|chr1:45480400-45480600
IMR90|chr1:45480200-45480400	IMR90|chr1:45480400-45480600
IMR90|chr14:61719000-61719400	IMR90|chr14:61719400-61719600
IMR90|chr14:61719000-61719400	IMR90|chr14:61719800-61720400
IMR90|chr14:61719000-61719400	IMR90|chr14:61720400-61720600
IMR90|chr14:61719400-61719600	IMR90|chr14:61719800-61720400
IMR90|chr14:61719400-61719600	IMR90|chr14:61720400-61720600
IMR90|chr14:61719800-61720400	IMR90|chr14:61720400-61720600
IMR90|chr14:76112200-76113200	IMR90|chr14:76114000-76114800
IMR90|chr14:76112200-76113200	IMR90|chr14:76115200-76115400
IMR90|chr14:76114000-76114800	IMR90|chr14:76115200-76115400
IMR90|chr14:90376800-90378800	IMR90|chr14:90379200-90379600
IMR90|chr14:90376800-90378800	IMR90|chr14:90381400-90381600
IMR90|chr14:90379200-90379600	IMR90|chr14:90381400-90381600
IMR90|chr14:96556800-96557200	IMR90|chr14:96559200-96559600
IMR90|chr14:96559200-96559600	IMR90|chr14:96561800-96562200
IMR90|chr14:96559200-96559600	IMR90|chr14:96562400-96562600
IMR90|chr14:96559200-96559600	IMR90|chr14:96562600-96562800
IMR90|chr14:96561800-96562200	IMR90|chr14:96562400-96562600
IMR90|chr14:96561800-96562200	IMR90|chr14:96562600-96562800
IMR90|chr14:96562400-96562600	IMR90|chr14:96562600-96562800
IMR90|chr15:101442000-101442400	IMR90|chr15:101442400-101442600
IMR90|chr15:101442000-101442400	IMR90|chr15:101443200-101443400
IMR90|chr15:101442400-101442600	IMR90|chr15:101443200-101443400
IMR90|chr15:101547000-101548000	IMR90|chr15:101548800-101549000
IMR90|chr1:53648000-53649200	IMR90|chr1:53649800-53650200
IMR90|chr1:53648000-53649200	IMR90|chr1:53650400-53651000
IMR90|chr1:53648000-53649200	IMR90|chr1:53651000-53651200
IMR90|chr1:53649800-53650200	IMR90|chr1:53650400-53651000
IMR90|chr1:53649800-53650200	IMR90|chr1:53651000-53651200
IMR90|chr1:53650400-53651000	IMR90|chr1:53651000-53651200
IMR90|chr1:53650400-53651000	IMR90|chr1:53654000-53654200
IMR90|chr1:53651000-53651200	IMR90|chr1:53654000-53654200
IMR90|chr1:53654000-53654200	IMR90|chr1:53654800-53655000
IMR90|chr1:53654000-53654200	IMR90|chr1:53655000-53655200
IMR90|chr1:53654000-53654200	IMR90|chr1:53655200-53655400
IMR90|chr1:53654800-53655000	IMR90|chr1:53655000-53655200
IMR90|chr1:53654800-53655000	IMR90|chr1:53655200-53655400
IMR90|chr1:53655000-53655200	IMR90|chr1:53655200-53655400
IMR90|chr15:42102200-42102400	IMR90|chr15:42103200-42104000
IMR90|chr15:45454800-45455600	IMR90|chr15:45455800-45456000
IMR90|chr15:45454800-45455600	IMR90|chr15:45458400-45458600
IMR90|chr15:45455800-45456000	IMR90|chr15:45458400-45458600
IMR90|chr15:45458400-45458600	IMR90|chr15:45460200-45460600
IMR90|chr15:45570400-45570600	IMR90|chr15:45572200-45572400
IMR90|chr15:49151200-49152200	IMR90|chr15:49154600-49155000
IMR90|chr15:49154600-49155000	IMR90|chr15:49157400-49157600
IMR90|chr15:49154600-49155000	IMR90|chr15:49157800-49158600
IMR90|chr15:49157400-49157600	IMR90|chr15:49157800-49158600
IMR90|chr15:49157400-49157600	IMR90|chr15:49158600-49158800
IMR90|chr15:49157400-49157600	IMR90|chr15:49160200-49160800
IMR90|chr15:49157400-49157600	IMR90|chr15:49161000-49161200
IMR90|chr15:49157800-49158600	IMR90|chr15:49158600-49158800
IMR90|chr15:49157800-49158600	IMR90|chr15:49160200-49160800
IMR90|chr15:49157800-49158600	IMR90|chr15:49161000-49161200
IMR90|chr15:49158600-49158800	IMR90|chr15:49160200-49160800
IMR90|chr15:49158600-49158800	IMR90|chr15:49161000-49161200
IMR90|chr15:49160200-49160800	IMR90|chr15:49161000-49161200
IMR90|chr15:49528000-49528400	IMR90|chr15:49529000-49529400
IMR90|chr15:49528000-49528400	IMR90|chr15:49530200-49530400
IMR90|chr15:49529000-49529400	IMR90|chr15:49530200-49530400
IMR90|chr15:50341400-50341600	IMR90|chr15:50344400-50344800
IMR90|chr15:50344400-50344800	IMR90|chr15:50347000-50347600
IMR90|chr15:50344400-50344800	IMR90|chr15:50347600-50348000
IMR90|chr15:50347000-50347600	IMR90|chr15:50347600-50348000
IMR90|chr15:50427400-50427800	IMR90|chr15:50428800-50429000
IMR90|chr15:50427400-50427800	IMR90|chr15:50429800-50430400
IMR90|chr15:50428800-50429000	IMR90|chr15:50429800-50430400
IMR90|chr15:50437000-50437200	IMR90|chr15:50437200-50437400
IMR90|chr15:50437000-50437200	IMR90|chr15:50437600-50437800
IMR90|chr15:50437000-50437200	IMR90|chr15:50437800-50438000
IMR90|chr15:50437200-50437400	IMR90|chr15:50437600-50437800
IMR90|chr15:50437200-50437400	IMR90|chr15:50437800-50438000
IMR90|chr15:50437600-50437800	IMR90|chr15:50437800-50438000
IMR90|chr15:63179400-63179600	IMR90|chr15:63180600-63181600
IMR90|chr15:63179400-63179600	IMR90|chr15:63182200-63182400
IMR90|chr15:63180600-63181600	IMR90|chr15:63182200-63182400
IMR90|chr15:63186600-63186800	IMR90|chr15:63187000-63187200
IMR90|chr15:63186600-63186800	IMR90|chr15:63187600-63189200
IMR90|chr15:63186600-63186800	IMR90|chr15:63189200-63189400
IMR90|chr15:63186600-63186800	IMR90|chr15:63189800-63190200
IMR90|chr15:63187000-63187200	IMR90|chr15:63187600-63189200
IMR90|chr15:63187000-63187200	IMR90|chr15:63189200-63189400
IMR90|chr15:63187000-63187200	IMR90|chr15:63189800-63190200
IMR90|chr15:63187600-63189200	IMR90|chr15:63189200-63189400
IMR90|chr15:63187600-63189200	IMR90|chr15:63189800-63190200
IMR90|chr15:63187600-63189200	IMR90|chr15:63191200-63191400
IMR90|chr15:63189200-63189400	IMR90|chr15:63189800-63190200
IMR90|chr15:63189200-63189400	IMR90|chr15:63191200-63191400
IMR90|chr15:63189800-63190200	IMR90|chr15:63191200-63191400
IMR90|chr15:69695400-69695600	IMR90|chr15:69695800-69696000
IMR90|chr15:69695400-69695600	IMR90|chr15:69696000-69696200
IMR90|chr15:69695400-69695600	IMR90|chr15:69696800-69697000
IMR90|chr15:69695800-69696000	IMR90|chr15:69696000-69696200
IMR90|chr15:69695800-69696000	IMR90|chr15:69696800-69697000
IMR90|chr15:69696000-69696200	IMR90|chr15:69696800-69697000
IMR90|chr15:92612600-92612800	IMR90|chr15:92612800-92613200
IMR90|chr15:92612600-92612800	IMR90|chr15:92613200-92613400
IMR90|chr15:92612800-92613200	IMR90|chr15:92613200-92613400
IMR90|chr16:11058000-11058200	IMR90|chr16:11058400-11058600
IMR90|chr16:11065600-11066200	IMR90|chr16:11066400-11066800
IMR90|chr16:11444200-11444600	IMR90|chr16:11445600-11445800
IMR90|chr16:12150200-12150800	IMR90|chr16:12153200-12153400
IMR90|chr16:12153200-12153400	IMR90|chr16:12156400-12157000
IMR90|chr16:14015400-14015600	IMR90|chr16:14017600-14018200
IMR90|chr16:17299800-17300000	IMR90|chr16:17300000-17300200
IMR90|chr16:30856200-30856800	IMR90|chr16:30856800-30857000
IMR90|chr16:4030400-4030600	IMR90|chr16:4031000-4031400
IMR90|chr16:4030400-4030600	IMR90|chr16:4033000-4033200
IMR90|chr16:4030400-4030600	IMR90|chr16:4033200-4033400
IMR90|chr16:4030400-4030600	IMR90|chr16:4033400-4033600
IMR90|chr16:4031000-4031400	IMR90|chr16:4033000-4033200
IMR90|chr16:4031000-4031400	IMR90|chr16:4033200-4033400
IMR90|chr16:4031000-4031400	IMR90|chr16:4033400-4033600
IMR90|chr16:4033000-4033200	IMR90|chr16:4033200-4033400
IMR90|chr16:4033000-4033200	IMR90|chr16:4033400-4033600
IMR90|chr16:4033200-4033400	IMR90|chr16:4033400-4033600
IMR90|chr1:64386000-64386200	IMR90|chr1:64386400-64386600
IMR90|chr1:64386000-64386200	IMR90|chr1:64386800-64387200
IMR90|chr1:64386400-64386600	IMR90|chr1:64386800-64387200
IMR90|chr1:64599400-64599600	IMR90|chr1:64601000-64602000
IMR90|chr1:64601000-64602000	IMR90|chr1:64603200-64603600
IMR90|chr16:5006200-5006400	IMR90|chr16:5007400-5007600
IMR90|chr16:5006200-5006400	IMR90|chr16:5008800-5009000
IMR90|chr16:5007400-5007600	IMR90|chr16:5008800-5009000
IMR90|chr16:57332800-57333000	IMR90|chr16:57335000-57335200
IMR90|chr16:57335000-57335200	IMR90|chr16:57338200-57338600
IMR90|chr16:671800-672400	IMR90|chr16:672400-672800
IMR90|chr16:67302200-67302600	IMR90|chr16:67302600-67302800
IMR90|chr16:676400-676800	IMR90|chr16:677000-677200
IMR90|chr16:676400-676800	IMR90|chr16:677200-677600
IMR90|chr16:677000-677200	IMR90|chr16:677200-677600
IMR90|chr16:70768800-70773000	IMR90|chr16:70774400-70775800
IMR90|chr16:75139200-75139600	IMR90|chr16:75139800-75140200
IMR90|chr16:75139200-75139600	IMR90|chr16:75141000-75141200
IMR90|chr16:75139200-75139600	IMR90|chr16:75141400-75141800
IMR90|chr16:75139800-75140200	IMR90|chr16:75141000-75141200
IMR90|chr16:75139800-75140200	IMR90|chr16:75141400-75141800
IMR90|chr16:75141000-75141200	IMR90|chr16:75141400-75141800
IMR90|chr1:68024600-68024800	IMR90|chr1:68027600-68027800
IMR90|chr1:68024600-68024800	IMR90|chr1:68027800-68028000
IMR90|chr1:68027600-68027800	IMR90|chr1:68027800-68028000
IMR90|chr16:86248400-86248600	IMR90|chr16:86248800-86249000
IMR90|chr16:86253200-86255200	IMR90|chr16:86256600-86256800
IMR90|chr16:86253200-86255200	IMR90|chr16:86256800-86257200
IMR90|chr16:86253200-86255200	IMR90|chr16:86257200-86257800
IMR90|chr16:86253200-86255200	IMR90|chr16:86258000-86258200
IMR90|chr16:86256600-86256800	IMR90|chr16:86256800-86257200
IMR90|chr16:86256600-86256800	IMR90|chr16:86257200-86257800
IMR90|chr16:86256600-86256800	IMR90|chr16:86258000-86258200
IMR90|chr16:86256800-86257200	IMR90|chr16:86257200-86257800
IMR90|chr16:86256800-86257200	IMR90|chr16:86258000-86258200
IMR90|chr16:86257200-86257800	IMR90|chr16:86258000-86258200
IMR90|chr16:87358400-87358600	IMR90|chr16:87358800-87360200
IMR90|chr17:1477200-1477400	IMR90|chr17:1477400-1478000
IMR90|chr17:1477200-1477400	IMR90|chr17:1478000-1478200
IMR90|chr17:1477200-1477400	IMR90|chr17:1480400-1480800
IMR90|chr17:1477400-1478000	IMR90|chr17:1478000-1478200
IMR90|chr17:1477400-1478000	IMR90|chr17:1480400-1480800
IMR90|chr17:1477400-1478000	IMR90|chr17:1480800-1481400
IMR90|chr17:1478000-1478200	IMR90|chr17:1480400-1480800
IMR90|chr17:1478000-1478200	IMR90|chr17:1480800-1481400
IMR90|chr17:1480400-1480800	IMR90|chr17:1480800-1481400
IMR90|chr17:1682600-1682800	IMR90|chr17:1682800-1683800
IMR90|chr17:1682800-1683800	IMR90|chr17:1686600-1687400
IMR90|chr17:1686600-1687400	IMR90|chr17:1690400-1691400
IMR90|chr17:17758200-17758400	IMR90|chr17:17758600-17760200
IMR90|chr17:17928600-17928800	IMR90|chr17:17929400-17929600
IMR90|chr17:17928600-17928800	IMR90|chr17:17930000-17930200
IMR90|chr17:17929400-17929600	IMR90|chr17:17930000-17930200
IMR90|chr17:25569600-25570200	IMR90|chr17:25571400-25571600
