IMR90|chr10:101736400-101736800	IMR90|chr10:101737000-101737400
IMR90|chr6:11590400-11590800	IMR90|chr6:11590800-11591200
IMR90|chr6:138915400-138915600	IMR90|chr6:138915600-138915800
IMR90|chr6:151134400-151134600	IMR90|chr6:151134600-151135200
IMR90|chr6:161392800-161393000	IMR90|chr6:161393000-161393200
IMR90|chr6:17851400-17851600	IMR90|chr6:17851800-17852200
IMR90|chr6:18122000-18122200	IMR90|chr6:18122200-18122400
IMR90|chr6:20876000-20876400	IMR90|chr6:20876400-20876800
IMR90|chr6:20877200-20877600	IMR90|chr6:20877600-20877800
IMR90|chr6:20877600-20877800	IMR90|chr6:20878000-20878400
IMR90|chr6:26034800-26035000	IMR90|chr6:26035200-26035400
IMR90|chr6:31054400-31054800	IMR90|chr6:31054800-31055400
IMR90|chr6:35419200-35419400	IMR90|chr6:35419400-35419600
IMR90|chr6:41753000-41753400	IMR90|chr6:41753400-41753600
IMR90|chr6:42011600-42012200	IMR90|chr6:42012200-42012800
IMR90|chr6:42014200-42014600	IMR90|chr6:42014800-42015000
IMR90|chr6:42017200-42017400	IMR90|chr6:42017600-42017800
IMR90|chr6:52282200-52282600	IMR90|chr6:52282600-52282800
IMR90|chr6:52288400-52289000	IMR90|chr6:52289000-52289600
IMR90|chr6:83907800-83908200	IMR90|chr6:83908200-83908800
IMR90|chr6:86354600-86354800	IMR90|chr6:86355000-86355200
IMR90|chr7:101879800-101880000	IMR90|chr7:101880000-101880200
IMR90|chr7:105400000-105400400	IMR90|chr7:105400600-105401000
IMR90|chr7:105409800-105410400	IMR90|chr7:105410400-105410600
IMR90|chr7:105410400-105410600	IMR90|chr7:105410800-105411200
IMR90|chr7:105410800-105411200	IMR90|chr7:105411200-105411400
IMR90|chr7:106358000-106358600	IMR90|chr7:106358600-106358800
IMR90|chr7:106358600-106358800	IMR90|chr7:106359000-106359400
IMR90|chr7:106359000-106359400	IMR90|chr7:106359400-106359600
IMR90|chr7:107786000-107786400	IMR90|chr7:107786400-107786600
IMR90|chr7:130916000-130916400	IMR90|chr7:130916400-130916600
IMR90|chr7:138575600-138576200	IMR90|chr7:138576200-138576600
IMR90|chr7:154998000-154998400	IMR90|chr7:154998400-154998600
IMR90|chr7:155000600-155001000	IMR90|chr7:155001200-155001400
IMR90|chr7:42130800-42131200	IMR90|chr7:42131200-42131400
IMR90|chr7:42131200-42131400	IMR90|chr7:42131600-42132000
IMR90|chr7:44888800-44889000	IMR90|chr7:44889000-44889200
IMR90|chr7:45152200-45152400	IMR90|chr7:45152400-45152600
IMR90|chr7:50599200-50599800	IMR90|chr7:50599800-50600000
IMR90|chr7:50602400-50602600	IMR90|chr7:50602600-50602800
IMR90|chr7:76874800-76875000	IMR90|chr7:76875000-76875400
IMR90|chr7:76875000-76875400	IMR90|chr7:76875400-76876000
IMR90|chr7:76875400-76876000	IMR90|chr7:76876000-76876200
IMR90|chr7:76955200-76955400	IMR90|chr7:76955400-76955600
IMR90|chr7:76955200-76955400	IMR90|chr7:76955800-76956000
IMR90|chr7:76955400-76955600	IMR90|chr7:76955800-76956000
IMR90|chr7:76955800-76956000	IMR90|chr7:76956200-76956400
IMR90|chr7:76961000-76961400	IMR90|chr7:76961400-76961600
IMR90|chr7:76961000-76961400	IMR90|chr7:76961600-76961800
IMR90|chr7:76961400-76961600	IMR90|chr7:76961600-76961800
IMR90|chr7:90712000-90712600	IMR90|chr7:90712600-90712800
IMR90|chr8:101966000-101966200	IMR90|chr8:101966600-101966800
IMR90|chr8:103823400-103823600	IMR90|chr8:103823600-103823800
IMR90|chr8:103823400-103823600	IMR90|chr8:103823800-103824000
IMR90|chr8:103823600-103823800	IMR90|chr8:103823800-103824000
IMR90|chr8:11759000-11759200	IMR90|chr8:11759200-11759600
IMR90|chr8:119426800-119427000	IMR90|chr8:119427000-119427200
IMR90|chr8:119427000-119427200	IMR90|chr8:119427400-119427800
IMR90|chr8:17462800-17463000	IMR90|chr8:17463200-17463600
IMR90|chr8:17471800-17472000	IMR90|chr8:17472000-17472600
IMR90|chr8:26297800-26298200	IMR90|chr8:26298400-26298600
IMR90|chr8:26298400-26298600	IMR90|chr8:26298600-26298800
IMR90|chr8:26303600-26304000	IMR90|chr8:26304000-26304200
IMR90|chr8:36949000-36949200	IMR90|chr8:36949400-36949800
IMR90|chr8:36999400-36999600	IMR90|chr8:36999800-37000200
IMR90|chr8:37010600-37010800	IMR90|chr8:37010800-37011000
IMR90|chr8:37248800-37249000	IMR90|chr8:37249400-37249600
IMR90|chr8:37400600-37400800	IMR90|chr8:37401200-37401400
IMR90|chr8:37404600-37404800	IMR90|chr8:37404800-37405200
IMR90|chr8:37773600-37773800	IMR90|chr8:37773800-37774000
IMR90|chr8:41004200-41004600	IMR90|chr8:41004600-41004800
IMR90|chr8:41008600-41009200	IMR90|chr8:41009200-41009400
IMR90|chr8:41009200-41009400	IMR90|chr8:41009400-41009800
IMR90|chr8:630400-630600	IMR90|chr8:630800-631200
IMR90|chr8:630800-631200	IMR90|chr8:631200-631400
IMR90|chr8:631200-631400	IMR90|chr8:631600-631800
IMR90|chr8:631600-631800	IMR90|chr8:632000-632200
IMR90|chr8:67372200-67372600	IMR90|chr8:67372600-67372800
IMR90|chr8:80672400-80672800	IMR90|chr8:80672800-80673000
IMR90|chr8:80672400-80672800	IMR90|chr8:80673000-80673400
IMR90|chr8:80672800-80673000	IMR90|chr8:80673000-80673400
IMR90|chr8:80673000-80673400	IMR90|chr8:80673600-80673800
IMR90|chr8:91998200-91998400	IMR90|chr8:91998400-91998600
IMR90|chr9:117047600-117047800	IMR90|chr9:117048000-117048200
IMR90|chr9:117047600-117047800	IMR90|chr9:117048200-117048400
IMR90|chr9:117048000-117048200	IMR90|chr9:117048200-117048400
IMR90|chr9:117048000-117048200	IMR90|chr9:117048600-117048800
IMR90|chr9:117048200-117048400	IMR90|chr9:117048600-117048800
IMR90|chr9:117050400-117050600	IMR90|chr9:117050800-117051000
IMR90|chr9:118352200-118352400	IMR90|chr9:118352600-118353000
IMR90|chr9:118355800-118356000	IMR90|chr9:118356200-118356400
IMR90|chr9:127614400-127614800	IMR90|chr9:127614800-127615000
IMR90|chr9:128136600-128136800	IMR90|chr9:128137200-128137400
IMR90|chr9:130257600-130257800	IMR90|chr9:130257800-130258000
IMR90|chr9:19174200-19174400	IMR90|chr9:19174400-19174600
IMR90|chr9:19182600-19182800	IMR90|chr9:19182800-19183400
IMR90|chr9:20353800-20354200	IMR90|chr9:20354200-20354400
IMR90|chr9:20354200-20354400	IMR90|chr9:20354400-20355000
IMR90|chr9:20354400-20355000	IMR90|chr9:20355000-20355200
IMR90|chr9:20357000-20357200	IMR90|chr9:20357200-20357400
IMR90|chr9:37913400-37913800	IMR90|chr9:37914000-37914200
IMR90|chr9:4901400-4901600	IMR90|chr9:4901600-4902200
IMR90|chr9:94532600-94532800	IMR90|chr9:94532800-94533000
IMR90|chr9:94532800-94533000	IMR90|chr9:94533000-94533600
IMR90|chr9:94533000-94533600	IMR90|chr9:94533600-94534200
IMR90|chr9:94897000-94897200	IMR90|chr9:94897200-94897400
IMR90|chrX:109090800-109091400	IMR90|chrX:109091400-109091800
IMR90|chrX:109091400-109091800	IMR90|chrX:109092000-109092200
IMR90|chrX:14045000-14045200	IMR90|chrX:14045200-14045800
IMR90|chrX:153032200-153032600	IMR90|chrX:153032600-153032800
IMR90|chrX:17597600-17597800	IMR90|chrX:17598000-17598200
IMR90|chrX:17598000-17598200	IMR90|chrX:17598600-17598800
IMR90|chrX:17598600-17598800	IMR90|chrX:17598800-17599000
IMR90|chrX:17598600-17598800	IMR90|chrX:17599000-17599200
IMR90|chrX:17598800-17599000	IMR90|chrX:17599000-17599200
IMR90|chrX:17599000-17599200	IMR90|chrX:17599600-17599800
IMR90|chrX:23920200-23920600	IMR90|chrX:23920600-23920800
