HUVEC|chr10:129807600-129808843	HUVEC|chr10:129809146-129809717
HUVEC|chr4:2756721-2757400	HUVEC|chr4:2758321-2758599
HUVEC|chr4:38190783-38191051	HUVEC|chr4:38191192-38191200
HUVEC|chr4:38190783-38191051	HUVEC|chr4:38191844-38192600
HUVEC|chr4:38191192-38191200	HUVEC|chr4:38191844-38192600
HUVEC|chr4:38191192-38191200	HUVEC|chr4:38192809-38192909
HUVEC|chr4:38191844-38192600	HUVEC|chr4:38192809-38192909
HUVEC|chr4:40978733-40978800	HUVEC|chr4:40978800-40978938
HUVEC|chr4:48595437-48597268	HUVEC|chr4:48597537-48597765
HUVEC|chr4:48597537-48597765	HUVEC|chr4:48598461-48598564
HUVEC|chr4:81122728-81123415	HUVEC|chr4:81123558-81124800
HUVEC|chr4:81123558-81124800	HUVEC|chr4:81124800-81124833
HUVEC|chr4:81127817-81127956	HUVEC|chr4:81128220-81128335
HUVEC|chr4:87920640-87920800	HUVEC|chr4:87920800-87921068
HUVEC|chr4:87920640-87920800	HUVEC|chr4:87921339-87921611
HUVEC|chr4:87920800-87921068	HUVEC|chr4:87921339-87921611
HUVEC|chr5:10633326-10634433	HUVEC|chr5:10635292-10635800
HUVEC|chr5:10635292-10635800	HUVEC|chr5:10635800-10635926
HUVEC|chr5:115174600-115174746	HUVEC|chr5:115175013-115175200
HUVEC|chr5:141071123-141071322	HUVEC|chr5:141071520-141071600
HUVEC|chr5:141071123-141071322	HUVEC|chr5:141071600-141071634
HUVEC|chr5:141071123-141071322	HUVEC|chr5:141071910-141072200
HUVEC|chr5:141071520-141071600	HUVEC|chr5:141071600-141071634
HUVEC|chr5:141071520-141071600	HUVEC|chr5:141071910-141072200
HUVEC|chr5:141071600-141071634	HUVEC|chr5:141071910-141072200
HUVEC|chr5:141081600-141081720	HUVEC|chr5:141081943-141082800
HUVEC|chr5:150051000-150052400	HUVEC|chr5:150052800-150052870
HUVEC|chr5:17131686-17132200	HUVEC|chr5:17132200-17132223
HUVEC|chr5:17189357-17191200	HUVEC|chr5:17191200-17191390
HUVEC|chr5:172148725-172148869	HUVEC|chr5:172149000-172149529
HUVEC|chr5:172720800-172722200	HUVEC|chr5:172722200-172722261
HUVEC|chr5:173399836-173400000	HUVEC|chr5:173400600-173400894
HUVEC|chr5:176513444-176513536	HUVEC|chr5:176513843-176514600
HUVEC|chr5:53812607-53812800	HUVEC|chr5:53812800-53813347
HUVEC|chr5:53819958-53820383	HUVEC|chr5:53820544-53820984
HUVEC|chr5:53825733-53825800	HUVEC|chr5:53825800-53826156
HUVEC|chr5:54288938-54290000	HUVEC|chr5:54290000-54290057
HUVEC|chr5:54448008-54448606	HUVEC|chr5:54449384-54449476
HUVEC|chr5:54468220-54469097	HUVEC|chr5:54469201-54469800
HUVEC|chr5:55485799-55487131	HUVEC|chr5:55487254-55488052
HUVEC|chr5:56782621-56782957	HUVEC|chr5:56783687-56785200
HUVEC|chr5:56787468-56787561	HUVEC|chr5:56788726-56789544
HUVEC|chr5:56788726-56789544	HUVEC|chr5:56789785-56791907
HUVEC|chr6:116849433-116849600	HUVEC|chr6:116849600-116850000
HUVEC|chr6:116849433-116849600	HUVEC|chr6:116850000-116850422
HUVEC|chr6:116849600-116850000	HUVEC|chr6:116850000-116850422
HUVEC|chr6:139138967-139139424	HUVEC|chr6:139139785-139140200
HUVEC|chr6:150161649-150161741	HUVEC|chr6:150162047-150162154
HUVEC|chr6:151134952-151135106	HUVEC|chr6:151135943-151136200
HUVEC|chr6:16332037-16332200	HUVEC|chr6:16332200-16332800
HUVEC|chr6:16332037-16332200	HUVEC|chr6:16332800-16332808
HUVEC|chr6:16332200-16332800	HUVEC|chr6:16332800-16332808
HUVEC|chr6:17838200-17838641	HUVEC|chr6:17838969-17839068
HUVEC|chr6:17846806-17847400	HUVEC|chr6:17848600-17848828
HUVEC|chr6:17850600-17850759	HUVEC|chr6:17850851-17852912
HUVEC|chr6:2102789-2102920	HUVEC|chr6:2103225-2103400
HUVEC|chr6:2102789-2102920	HUVEC|chr6:2103400-2103432
HUVEC|chr6:2102789-2102920	HUVEC|chr6:2103615-2104730
HUVEC|chr6:2103225-2103400	HUVEC|chr6:2103400-2103432
HUVEC|chr6:2103225-2103400	HUVEC|chr6:2103615-2104730
HUVEC|chr6:2103400-2103432	HUVEC|chr6:2103615-2104730
HUVEC|chr6:26328487-26329313	HUVEC|chr6:26330400-26330545
HUVEC|chr6:26330400-26330545	HUVEC|chr6:26330637-26330800
HUVEC|chr6:26336947-26337000	HUVEC|chr6:26337000-26337071
HUVEC|chr6:30510200-30511153	HUVEC|chr6:30512132-30512625
HUVEC|chr6:30786272-30786959	HUVEC|chr6:30787488-30788429
HUVEC|chr6:30787488-30788429	HUVEC|chr6:30789477-30789934
HUVEC|chr6:30789477-30789934	HUVEC|chr6:30790037-30790327
HUVEC|chr6:35265192-35265386	HUVEC|chr6:35265600-35266092
HUVEC|chr6:37663600-37665683	HUVEC|chr6:37665910-37667181
HUVEC|chr6:37673600-37673619	HUVEC|chr6:37673739-37673800
HUVEC|chr6:3978313-3978485	HUVEC|chr6:3978800-3979146
HUVEC|chr6:41746856-41747619	HUVEC|chr6:41748400-41749400
HUVEC|chr6:42012081-42012437	HUVEC|chr6:42012799-42014000
HUVEC|chr6:42012799-42014000	HUVEC|chr6:42014000-42014264
HUVEC|chr6:42014000-42014264	HUVEC|chr6:42015178-42015200
HUVEC|chr6:42015178-42015200	HUVEC|chr6:42015800-42016303
HUVEC|chr6:44039362-44040192	HUVEC|chr6:44040458-44040600
HUVEC|chr6:44039362-44040192	HUVEC|chr6:44041245-44041800
HUVEC|chr6:44040458-44040600	HUVEC|chr6:44041245-44041800
HUVEC|chr6:44040458-44040600	HUVEC|chr6:44041800-44042223
HUVEC|chr6:44041245-44041800	HUVEC|chr6:44041800-44042223
HUVEC|chr6:44072000-44073400	HUVEC|chr6:44074000-44075354
HUVEC|chr6:52403968-52404083	HUVEC|chr6:52404412-52404864
HUVEC|chr6:52403968-52404083	HUVEC|chr6:52404988-52405546
HUVEC|chr6:52403968-52404083	HUVEC|chr6:52405686-52405800
HUVEC|chr6:52404412-52404864	HUVEC|chr6:52404988-52405546
HUVEC|chr6:52404412-52404864	HUVEC|chr6:52405686-52405800
HUVEC|chr6:52404988-52405546	HUVEC|chr6:52405686-52405800
HUVEC|chr6:7994266-7994402	HUVEC|chr6:7995203-7995436
HUVEC|chr6:7994266-7994402	HUVEC|chr6:7995691-7995888
HUVEC|chr6:7995203-7995436	HUVEC|chr6:7995691-7995888
HUVEC|chr7:100052182-100052200	HUVEC|chr7:100052200-100052794
HUVEC|chr7:100075000-100075099	HUVEC|chr7:100075191-100076000
HUVEC|chr7:150451182-150451732	HUVEC|chr7:150452024-150453675
HUVEC|chr7:155137271-155137688	HUVEC|chr7:155137938-155138200
HUVEC|chr7:26409269-26410349	HUVEC|chr7:26411388-26411493
HUVEC|chr7:26411388-26411493	HUVEC|chr7:26411875-26413200
HUVEC|chr7:28147591-28147743	HUVEC|chr7:28147835-28147953
HUVEC|chr7:40343200-40344030	HUVEC|chr7:40344521-40345275
HUVEC|chr7:40344521-40345275	HUVEC|chr7:40345377-40346811
HUVEC|chr7:43494400-43494667	HUVEC|chr7:43494912-43495000
HUVEC|chr7:92254426-92255566	HUVEC|chr7:92255740-92256022
HUVEC|chr8:104042506-104042600	HUVEC|chr8:104042600-104042692
HUVEC|chr8:110656000-110656971	HUVEC|chr8:110657181-110658000
HUVEC|chr8:119426903-119427308	HUVEC|chr8:119427901-119428108
HUVEC|chr8:126142166-126142200	HUVEC|chr8:126142200-126143677
HUVEC|chr8:126649328-126650335	HUVEC|chr8:126650586-126650698
HUVEC|chr8:126650586-126650698	HUVEC|chr8:126651529-126652352
HUVEC|chr8:126671376-126671400	HUVEC|chr8:126671400-126671996
HUVEC|chr8:126676547-126676926	HUVEC|chr8:126677023-126677157
HUVEC|chr8:128221990-128223098	HUVEC|chr8:128223972-128224100
HUVEC|chr8:128223972-128224100	HUVEC|chr8:128225394-128225754
HUVEC|chr8:13228838-13230193	HUVEC|chr8:13230337-13231066
HUVEC|chr8:134666083-134667154	HUVEC|chr8:134667292-134667451
HUVEC|chr8:134666083-134667154	HUVEC|chr8:134668005-134668310
HUVEC|chr8:134667292-134667451	HUVEC|chr8:134668005-134668310
HUVEC|chr8:134667292-134667451	HUVEC|chr8:134668430-134669032
HUVEC|chr8:134668005-134668310	HUVEC|chr8:134668430-134669032
HUVEC|chr8:134668430-134669032	HUVEC|chr8:134670350-134670726
HUVEC|chr8:145686650-145687462	HUVEC|chr8:145687588-145687871
HUVEC|chr8:145686650-145687462	HUVEC|chr8:145687983-145688194
HUVEC|chr8:145686650-145687462	HUVEC|chr8:145688463-145688700
HUVEC|chr8:145687588-145687871	HUVEC|chr8:145687983-145688194
HUVEC|chr8:145687588-145687871	HUVEC|chr8:145688463-145688700
HUVEC|chr8:145687983-145688194	HUVEC|chr8:145688463-145688700
HUVEC|chr8:145691000-145691111	HUVEC|chr8:145691405-145692469
HUVEC|chr8:29484644-29484795	HUVEC|chr8:29484950-29485545
HUVEC|chr8:38578751-38578910	HUVEC|chr8:38579255-38579400
HUVEC|chr8:61935806-61936105	HUVEC|chr8:61936600-61936800
HUVEC|chr8:61935806-61936105	HUVEC|chr8:61936800-61936809
HUVEC|chr8:61936600-61936800	HUVEC|chr8:61936800-61936809
HUVEC|chr8:61947947-61949406	HUVEC|chr8:61949857-61950049
HUVEC|chr8:62015687-62016400	HUVEC|chr8:62016400-62016459
HUVEC|chr8:80677319-80677400	HUVEC|chr8:80678000-80678400
HUVEC|chr8:80678000-80678400	HUVEC|chr8:80679000-80679400
HUVEC|chr8:80681400-80681592	HUVEC|chr8:80681823-80682664
HUVEC|chr8:93521231-93522513	HUVEC|chr8:93522917-93523045
HUVEC|chr9:116419427-116420347	HUVEC|chr9:116420588-116420933
HUVEC|chr9:123502435-123502600	HUVEC|chr9:123503708-123504599
HUVEC|chr9:130307710-130307990	HUVEC|chr9:130308124-130308980
HUVEC|chr9:130317046-130319136	HUVEC|chr9:130319307-130320800
HUVEC|chr9:130496556-130496600	HUVEC|chr9:130497800-130498579
HUVEC|chr9:140008242-140008527	HUVEC|chr9:140008647-140009659
HUVEC|chr9:140300887-140301200	HUVEC|chr9:140302000-140302015
HUVEC|chr9:18442520-18442675	HUVEC|chr9:18442868-18443166
HUVEC|chr9:35553658-35553800	HUVEC|chr9:35553800-35554000
HUVEC|chr9:4762655-4763600	HUVEC|chr9:4763610-4763733
HUVEC|chr9:5586524-5587000	HUVEC|chr9:5587000-5587052
HUVEC|chr9:91346696-91347956	HUVEC|chr9:91348595-91349702
HUVEC|chrX:23915409-23915501	HUVEC|chrX:23916669-23917274
HUVEC|chrX:47382606-47382895	HUVEC|chrX:47383083-47383200
