GM12878|chr10:101469347-101470000	GM12878|chr10:101470000-101470121
GM12878|chr2:202088416-202088600	GM12878|chr2:202088600-202088755
GM12878|chr22:17698600-17699000	GM12878|chr22:17699200-17699600
GM12878|chr22:17702000-17702230	GM12878|chr22:17702323-17702400
GM12878|chr22:17702000-17702230	GM12878|chr22:17702400-17702800
GM12878|chr22:17702323-17702400	GM12878|chr22:17702400-17702800
GM12878|chr22:17702323-17702400	GM12878|chr22:17702800-17702885
GM12878|chr22:17702400-17702800	GM12878|chr22:17702800-17702885
GM12878|chr2:219157479-219157600	GM12878|chr2:219157800-219157967
GM12878|chr22:23280146-23280450	GM12878|chr22:23280542-23280964
GM12878|chr22:23286110-23286202	GM12878|chr22:23286417-23286640
GM12878|chr2:223287252-223287400	GM12878|chr2:223287400-223288000
GM12878|chr22:24189544-24190036	GM12878|chr22:24190141-24190241
GM12878|chr22:24190141-24190241	GM12878|chr22:24190346-24190497
GM12878|chr22:24190141-24190241	GM12878|chr22:24190635-24190739
GM12878|chr22:24190346-24190497	GM12878|chr22:24190635-24190739
GM12878|chr22:24192053-24192233	GM12878|chr22:24192326-24192400
GM12878|chr22:24192053-24192233	GM12878|chr22:24192400-24192858
GM12878|chr22:24192326-24192400	GM12878|chr22:24192400-24192858
GM12878|chr2:224817870-224817962	GM12878|chr2:224818312-224818439
GM12878|chr22:31316200-31316343	GM12878|chr22:31316636-31316800
GM12878|chr2:232476453-232476589	GM12878|chr2:232476600-232477000
GM12878|chr2:232538200-232538601	GM12878|chr2:232538703-232538808
GM12878|chr2:232540548-232540980	GM12878|chr2:232541072-232541270
GM12878|chr2:232542224-232542358	GM12878|chr2:232542670-232542903
GM12878|chr22:39570176-39570275	GM12878|chr22:39570412-39570576
GM12878|chr22:39570176-39570275	GM12878|chr22:39570668-39570865
GM12878|chr22:39570412-39570576	GM12878|chr22:39570668-39570865
GM12878|chr22:40447400-40447600	GM12878|chr22:40447621-40447767
GM12878|chr22:40447400-40447600	GM12878|chr22:40447921-40448000
GM12878|chr22:40447621-40447767	GM12878|chr22:40447921-40448000
GM12878|chr22:40451014-40451600	GM12878|chr22:40451600-40452215
GM12878|chr2:24048970-24049000	GM12878|chr2:24049000-24049230
GM12878|chr2:24115284-24115600	GM12878|chr2:24115600-24115652
GM12878|chr2:38834307-38834400	GM12878|chr2:38834400-38835000
GM12878|chr2:39721830-39722200	GM12878|chr2:39722200-39722374
GM12878|chr2:42327200-42327505	GM12878|chr2:42327702-42328000
GM12878|chr2:42334000-42334400	GM12878|chr2:42334400-42334691
GM12878|chr2:47536124-47536200	GM12878|chr2:47536200-47536400
GM12878|chr2:61649114-61649200	GM12878|chr2:61649200-61649365
GM12878|chr2:61649114-61649200	GM12878|chr2:61649538-61649714
GM12878|chr2:61649200-61649365	GM12878|chr2:61649538-61649714
GM12878|chr2:65091200-65091800	GM12878|chr2:65091800-65092000
GM12878|chr2:65100400-65100631	GM12878|chr2:65100940-65101000
GM12878|chr2:65100400-65100631	GM12878|chr2:65101000-65101037
GM12878|chr2:65100940-65101000	GM12878|chr2:65101000-65101037
GM12878|chr2:68427393-68427600	GM12878|chr2:68427600-68427969
GM12878|chr2:74759200-74759435	GM12878|chr2:74759762-74759800
GM12878|chr2:8444607-8444787	GM12878|chr2:8445125-8445217
GM12878|chr2:8446594-8446600	GM12878|chr2:8446600-8447000
GM12878|chr2:8446594-8446600	GM12878|chr2:8447000-8447101
GM12878|chr2:8446600-8447000	GM12878|chr2:8447000-8447101
GM12878|chr2:8447711-8447800	GM12878|chr2:8447800-8447807
GM12878|chr3:10266439-10266631	GM12878|chr3:10266923-10267200
GM12878|chr3:10266923-10267200	GM12878|chr3:10267200-10267410
GM12878|chr3:104243686-104243888	GM12878|chr3:104244061-104244394
GM12878|chr3:113543523-113543600	GM12878|chr3:113543600-113544149
GM12878|chr3:113543600-113544149	GM12878|chr3:113544245-113544600
GM12878|chr3:113544245-113544600	GM12878|chr3:113544600-113544626
GM12878|chr3:119312391-119312400	GM12878|chr3:119312400-119312499
GM12878|chr3:121812265-121812400	GM12878|chr3:121812400-121812444
GM12878|chr3:121812265-121812400	GM12878|chr3:121812592-121812600
GM12878|chr3:121812400-121812444	GM12878|chr3:121812592-121812600
GM12878|chr3:121818659-121819032	GM12878|chr3:121819197-121819400
GM12878|chr3:121978944-121979000	GM12878|chr3:121979000-121979400
GM12878|chr3:121984234-121984400	GM12878|chr3:121984400-121984676
GM12878|chr3:121984400-121984676	GM12878|chr3:121984773-121985292
GM12878|chr3:121986399-121986600	GM12878|chr3:121986600-121986652
GM12878|chr3:128510800-128511139	GM12878|chr3:128511284-128511627
GM12878|chr3:133162800-133162865	GM12878|chr3:133163105-133163200
GM12878|chr3:133162800-133162865	GM12878|chr3:133163200-133163400
GM12878|chr3:133163105-133163200	GM12878|chr3:133163200-133163400
GM12878|chr3:133163105-133163200	GM12878|chr3:133163400-133163488
GM12878|chr3:133163200-133163400	GM12878|chr3:133163400-133163488
GM12878|chr3:133163200-133163400	GM12878|chr3:133163612-133164000
GM12878|chr3:133163400-133163488	GM12878|chr3:133163612-133164000
GM12878|chr3:133163612-133164000	GM12878|chr3:133164000-133164382
GM12878|chr3:136104199-136104600	GM12878|chr3:136104600-136104683
GM12878|chr3:136467000-136467077	GM12878|chr3:136467177-136467400
GM12878|chr3:136473000-136473020	GM12878|chr3:136473225-136473508
GM12878|chr3:144015595-144015600	GM12878|chr3:144015600-144015695
GM12878|chr3:144015595-144015600	GM12878|chr3:144015787-144015887
GM12878|chr3:144015600-144015695	GM12878|chr3:144015787-144015887
GM12878|chr3:144156958-144157000	GM12878|chr3:144157000-144157338
GM12878|chr3:149901800-149901997	GM12878|chr3:149902281-149902397
GM12878|chr3:156278614-156279000	GM12878|chr3:156279000-156279019
GM12878|chr3:15845712-15845884	GM12878|chr3:15845996-15846400
GM12878|chr3:15859575-15860000	GM12878|chr3:15860000-15860320
GM12878|chr3:170903205-170903541	GM12878|chr3:170903633-170903800
GM12878|chr3:170904800-170905071	GM12878|chr3:170905163-170905341
GM12878|chr3:170905163-170905341	GM12878|chr3:170905433-170905534
GM12878|chr3:170906983-170907311	GM12878|chr3:170907403-170907542
GM12878|chr3:177075161-177075200	GM12878|chr3:177075200-177075800
GM12878|chr3:178733225-178733317	GM12878|chr3:178733646-178733799
GM12878|chr3:183892000-183892185	GM12878|chr3:183892200-183892400
GM12878|chr3:185660982-185661000	GM12878|chr3:185661000-185661209
GM12878|chr3:194200660-194200752	GM12878|chr3:194200967-194201000
GM12878|chr3:194978849-194979103	GM12878|chr3:194979204-194979400
GM12878|chr3:39333207-39333353	GM12878|chr3:39333723-39333859
GM12878|chr3:4798800-4798814	GM12878|chr3:4798914-4799286
GM12878|chr3:4798914-4799286	GM12878|chr3:4799385-4799800
GM12878|chr3:49486359-49486400	GM12878|chr3:49486400-49486580
GM12878|chr3:50642418-50642732	GM12878|chr3:50642842-50643004
GM12878|chr3:50649891-50650200	GM12878|chr3:50650200-50650275
GM12878|chr3:52009774-52009981	GM12878|chr3:52010073-52010200
GM12878|chr3:58163755-58164000	GM12878|chr3:58164200-58164270
GM12878|chr3:58164200-58164270	GM12878|chr3:58164455-58164547
GM12878|chr4:13656030-13656228	GM12878|chr4:13656442-13656548
GM12878|chr4:15651414-15651618	GM12878|chr4:15651907-15652142
GM12878|chr4:160126340-160126452	GM12878|chr4:160126544-160126773
GM12878|chr4:160126340-160126452	GM12878|chr4:160126891-160127066
GM12878|chr4:160126544-160126773	GM12878|chr4:160126891-160127066
GM12878|chr4:170406958-170407000	GM12878|chr4:170407000-170407200
GM12878|chr4:38760459-38760610	GM12878|chr4:38760809-38761219
GM12878|chr4:56419600-56419757	GM12878|chr4:56419967-56420200
GM12878|chr4:78074829-78075200	GM12878|chr4:78075200-78075707
GM12878|chr4:78075954-78076195	GM12878|chr4:78076369-78076800
GM12878|chr4:83825965-83826057	GM12878|chr4:83826421-83826564
GM12878|chr4:83826421-83826564	GM12878|chr4:83826600-83826800
GM12878|chr4:83827600-83827655	GM12878|chr4:83827747-83827800
GM12878|chr4:83827600-83827655	GM12878|chr4:83827800-83827940
GM12878|chr4:83827747-83827800	GM12878|chr4:83827800-83827940
GM12878|chr5:100114200-100114225	GM12878|chr5:100114492-100114584
GM12878|chr5:108748707-108749162	GM12878|chr5:108749254-108749658
GM12878|chr5:115411956-115412362	GM12878|chr5:115412400-115412600
GM12878|chr5:124246086-124246400	GM12878|chr5:124246400-124246800
GM12878|chr5:124246400-124246800	GM12878|chr5:124246800-124247000
GM12878|chr5:124246400-124246800	GM12878|chr5:124247000-124247014
GM12878|chr5:124246800-124247000	GM12878|chr5:124247000-124247014
GM12878|chr5:124346223-124346800	GM12878|chr5:124346800-124346958
GM12878|chr5:124346800-124346958	GM12878|chr5:124347064-124347213
GM12878|chr5:126015549-126015829	GM12878|chr5:126015921-126016000
GM12878|chr5:126015549-126015829	GM12878|chr5:126016000-126016179
GM12878|chr5:126015921-126016000	GM12878|chr5:126016000-126016179
GM12878|chr5:126015921-126016000	GM12878|chr5:126016271-126016400
GM12878|chr5:126016000-126016179	GM12878|chr5:126016271-126016400
GM12878|chr5:126903400-126903800	GM12878|chr5:126903800-126904284
GM12878|chr5:126906954-126907119	GM12878|chr5:126907298-126907600
GM12878|chr5:140908701-140909128	GM12878|chr5:140909220-140909480
GM12878|chr5:158389332-158389600	GM12878|chr5:158389600-158389607
GM12878|chr5:158389332-158389600	GM12878|chr5:158389824-158389922
GM12878|chr5:158389600-158389607	GM12878|chr5:158389824-158389922
GM12878|chr5:159862589-159862718	GM12878|chr5:159862810-159862910
GM12878|chr5:159862589-159862718	GM12878|chr5:159863018-159863110
GM12878|chr5:159862810-159862910	GM12878|chr5:159863018-159863110
GM12878|chr5:159864909-159865000	GM12878|chr5:159865200-159865273
GM12878|chr5:159872168-159872600	GM12878|chr5:159872600-159872860
GM12878|chr5:172570984-172571000	GM12878|chr5:172571000-172571262
GM12878|chr5:172720257-172720413	GM12878|chr5:172720631-172720800
GM12878|chr5:176829400-176829527	GM12878|chr5:176829804-176830054
GM12878|chr5:176831848-176832000	GM12878|chr5:176832200-176832548
GM12878|chr5:179243800-179243875	GM12878|chr5:179244113-179244211
GM12878|chr5:179244113-179244211	GM12878|chr5:179244513-179244600
GM12878|chr5:33932454-33932600	GM12878|chr5:33932600-33932689
GM12878|chr5:40490413-40490800	GM12878|chr5:40490800-40491164
GM12878|chr5:56594364-56594600	GM12878|chr5:56594600-56594796
GM12878|chr5:56594600-56594796	GM12878|chr5:56595068-56595200
GM12878|chr5:56594600-56594796	GM12878|chr5:56595200-56595394
GM12878|chr5:56595068-56595200	GM12878|chr5:56595200-56595394
GM12878|chr5:56794788-56794800	GM12878|chr5:56795011-56795281
GM12878|chr5:56795011-56795281	GM12878|chr5:56795549-56795600
GM12878|chr5:64109887-64110274	GM12878|chr5:64110366-64110483
GM12878|chr5:71665174-71665395	GM12878|chr5:71665506-71665600
GM12878|chr5:71665506-71665600	GM12878|chr5:71665600-71666047
GM12878|chr5:71665600-71666047	GM12878|chr5:71666139-71666243
GM12878|chr5:73491750-73491800	GM12878|chr5:73491800-73492400
GM12878|chr5:73491800-73492400	GM12878|chr5:73492400-73492581
GM12878|chr5:73498000-73498200	GM12878|chr5:73498200-73498430
GM12878|chr5:73785372-73785400	GM12878|chr5:73785400-73785833
GM12878|chr5:73788270-73788400	GM12878|chr5:73788400-73788432
GM12878|chr5:88740940-88741032	GM12878|chr5:88741132-88741407
GM12878|chr5:90568566-90568796	GM12878|chr5:90569017-90569221
GM12878|chr5:95194315-95194415	GM12878|chr5:95194903-95195000
GM12878|chr5:95196900-95197400	GM12878|chr5:95197400-95197800
GM12878|chr5:95197400-95197800	GM12878|chr5:95197800-95197898
GM12878|chr5:95197400-95197800	GM12878|chr5:95197995-95198181
GM12878|chr5:95197800-95197898	GM12878|chr5:95197995-95198181
GM12878|chr5:98361142-98361200	GM12878|chr5:98361200-98361338
GM12878|chr5:98364904-98365000	GM12878|chr5:98365000-98365169
GM12878|chr5:98366247-98366600	GM12878|chr5:98366600-98367001
GM12878|chr5:98367626-98367906	GM12878|chr5:98368105-98368200
GM12878|chr5:98367626-98367906	GM12878|chr5:98368200-98368234
GM12878|chr5:98368105-98368200	GM12878|chr5:98368200-98368234
GM12878|chr6:117799122-117799200	GM12878|chr6:117799200-117799400
GM12878|chr6:117799122-117799200	GM12878|chr6:117799400-117799644
GM12878|chr6:117799200-117799400	GM12878|chr6:117799400-117799644
GM12878|chr6:117799400-117799644	GM12878|chr6:117799869-117800191
GM12878|chr6:119468240-119468454	GM12878|chr6:119468546-119468600
GM12878|chr6:12605891-12606000	GM12878|chr6:12606000-12606062
GM12878|chr6:138029600-138030000	GM12878|chr6:138030000-138030163
GM12878|chr6:138030656-138030800	GM12878|chr6:138030800-138031000
GM12878|chr6:138030656-138030800	GM12878|chr6:138031000-138031401
GM12878|chr6:138030800-138031000	GM12878|chr6:138031000-138031401
GM12878|chr6:138260169-138260511	GM12878|chr6:138260745-138260800
GM12878|chr6:138266389-138266733	GM12878|chr6:138266914-138267024
GM12878|chr6:139657605-139657800	GM12878|chr6:139657800-139658015
GM12878|chr6:157802684-157802779	GM12878|chr6:157802890-157803048
GM12878|chr6:16508662-16509200	GM12878|chr6:16509200-16509360
GM12878|chr6:224446-224619	GM12878|chr6:224711-225200
GM12878|chr6:26035200-26035400	GM12878|chr6:26035400-26035417
GM12878|chr6:26187137-26187200	GM12878|chr6:26187200-26187400
GM12878|chr6:26275200-26275400	GM12878|chr6:26275400-26275435
GM12878|chr6:27117000-27117200	GM12878|chr6:27117200-27117265
GM12878|chr6:27122103-27122200	GM12878|chr6:27122200-27122340
GM12878|chr6:27122103-27122200	GM12878|chr6:27122447-27122751
GM12878|chr6:27122200-27122340	GM12878|chr6:27122447-27122751
GM12878|chr6:27122447-27122751	GM12878|chr6:27122843-27123400
GM12878|chr6:27122843-27123400	GM12878|chr6:27123400-27123524
GM12878|chr6:27784800-27785049	GM12878|chr6:27785330-27785469
GM12878|chr6:27787397-27787543	GM12878|chr6:27787795-27788015
GM12878|chr6:27801563-27801600	GM12878|chr6:27801600-27802000
GM12878|chr6:27856401-27856666	GM12878|chr6:27856959-27857069
GM12878|chr6:27856959-27857069	GM12878|chr6:27857195-27857200
GM12878|chr6:2846851-2847200	GM12878|chr6:2847200-2847350
GM12878|chr6:2848968-2849176	GM12878|chr6:2849285-2849554
GM12878|chr6:31326400-31326600	GM12878|chr6:31326600-31326842
GM12878|chr6:31334400-31334700	GM12878|chr6:31335030-31335135
GM12878|chr6:35269400-35269419	GM12878|chr6:35269765-35270000
GM12878|chr6:42012302-42012471	GM12878|chr6:42012763-42012800
GM12878|chr6:42012302-42012471	GM12878|chr6:42012800-42013000
GM12878|chr6:42012763-42012800	GM12878|chr6:42012800-42013000
GM12878|chr6:43346837-43347178	GM12878|chr6:43347360-43347725
GM12878|chr6:43354000-43354344	GM12878|chr6:43354562-43354923
GM12878|chr6:43354562-43354923	GM12878|chr6:43355155-43355200
GM12878|chr6:44043805-44044200	GM12878|chr6:44044200-44044354
GM12878|chr6:52151600-52151676	GM12878|chr6:52151946-52152000
GM12878|chr6:52151600-52151676	GM12878|chr6:52152000-52152043
GM12878|chr6:52151946-52152000	GM12878|chr6:52152000-52152043
GM12878|chr6:52151946-52152000	GM12878|chr6:52152272-52152483
GM12878|chr6:52152000-52152043	GM12878|chr6:52152272-52152483
GM12878|chr6:52364200-52364519	GM12878|chr6:52364747-52364987
GM12878|chr6:52532200-52532450	GM12878|chr6:52532593-52532800
GM12878|chr6:52935456-52935697	GM12878|chr6:52935928-52936082
GM12878|chr6:86354800-86354816	GM12878|chr6:86354908-86355265
GM12878|chr6:88507934-88508036	GM12878|chr6:88508330-88508600
GM12878|chr6:88511338-88511600	GM12878|chr6:88511600-88512000
GM12878|chr6:88511600-88512000	GM12878|chr6:88512000-88512091
GM12878|chr6:88639340-88639556	GM12878|chr6:88639874-88640000
GM12878|chr6:88639874-88640000	GM12878|chr6:88640000-88640205
GM12878|chr6:90995659-90995800	GM12878|chr6:90995800-90996204
GM12878|chr6:97057547-97057600	GM12878|chr6:97057600-97057800
GM12878|chr6:97057547-97057600	GM12878|chr6:97057800-97058163
GM12878|chr6:97057600-97057800	GM12878|chr6:97057800-97058163
GM12878|chr6:97057800-97058163	GM12878|chr6:97058256-97058400
GM12878|chr6:97057800-97058163	GM12878|chr6:97058400-97058617
GM12878|chr6:97058256-97058400	GM12878|chr6:97058400-97058617
GM12878|chr6:97058400-97058617	GM12878|chr6:97058836-97059032
GM12878|chr6:97058836-97059032	GM12878|chr6:97059279-97059400
GM12878|chr7:105697122-105697200	GM12878|chr7:105697200-105697413
GM12878|chr7:112092600-112092692	GM12878|chr7:112092787-112093000
GM12878|chr7:120193937-120194103	GM12878|chr7:120194208-120194408
GM12878|chr7:134679142-134679450	GM12878|chr7:134679542-134679600
GM12878|chr7:142508676-142508800	GM12878|chr7:142508800-142508871
GM12878|chr7:26002627-26002800	GM12878|chr7:26002800-26002840
GM12878|chr7:26009000-26009200	GM12878|chr7:26009200-26009358
GM12878|chr7:30198788-30199103	GM12878|chr7:30199222-30199439
GM12878|chr7:30199222-30199439	GM12878|chr7:30199578-30200079
GM12878|chr7:30203600-30203800	GM12878|chr7:30203800-30204049
GM12878|chr7:49806400-49806517	GM12878|chr7:49806640-49806800
GM12878|chr7:49806640-49806800	GM12878|chr7:49806800-49807200
GM12878|chr7:49806800-49807200	GM12878|chr7:49807200-49807809
GM12878|chr7:49810046-49810200	GM12878|chr7:49810200-49810252
GM12878|chr7:76960943-76961200	GM12878|chr7:76961200-76961214
GM12878|chr7:76960943-76961200	GM12878|chr7:76961544-76961692
GM12878|chr7:76961200-76961214	GM12878|chr7:76961544-76961692
GM12878|chr7:76965031-76965600	GM12878|chr7:76965600-76965781
GM12878|chr7:76967275-76967429	GM12878|chr7:76967752-76968013
GM12878|chr7:8169691-8169816	GM12878|chr7:8169991-8170313
GM12878|chr7:8169991-8170313	GM12878|chr7:8170474-8170800
GM12878|chr7:99942844-99943113	GM12878|chr7:99943230-99943763
GM12878|chr8:101552446-101552585	GM12878|chr8:101552970-101553000
GM12878|chr8:101552970-101553000	GM12878|chr8:101553356-101553464
GM12878|chr8:103823419-103823770	GM12878|chr8:103823882-103824075
GM12878|chr8:103828200-103828207	GM12878|chr8:103828413-103828515
GM12878|chr8:10990568-10990600	GM12878|chr8:10990600-10991258
GM12878|chr8:10991463-10991578	GM12878|chr8:10991670-10991770
GM12878|chr8:11393381-11393741	GM12878|chr8:11393918-11394200
GM12878|chr8:126131205-126131404	GM12878|chr8:126131650-126131771
GM12878|chr8:127883645-127884000	GM12878|chr8:127884104-127884274
GM12878|chr8:128182832-128183144	GM12878|chr8:128183243-128183456
GM12878|chr8:128572000-128572189	GM12878|chr8:128572300-128572536
GM12878|chr8:142094077-142094200	GM12878|chr8:142094200-142094400
GM12878|chr8:142095200-142095521	GM12878|chr8:142095809-142096000
GM12878|chr8:142095809-142096000	GM12878|chr8:142096000-142096545
GM12878|chr8:18070887-18071200	GM12878|chr8:18071200-18071211
GM12878|chr8:21924000-21924255	GM12878|chr8:21924613-21924785
GM12878|chr8:21999859-22000200	GM12878|chr8:22000200-22000248
GM12878|chr8:29383235-29383327	GM12878|chr8:29383561-29383959
GM12878|chr8:29383561-29383959	GM12878|chr8:29384065-29384431
GM12878|chr8:37758200-37758337	GM12878|chr8:37758468-37758560
GM12878|chr8:38040000-38040008	GM12878|chr8:38040100-38040304
GM12878|chr8:41559688-41559780	GM12878|chr8:41559880-41560052
GM12878|chr8:72749429-72749600	GM12878|chr8:72749600-72749800
GM12878|chr8:80681800-80682178	GM12878|chr8:80682356-80682400
GM12878|chr8:80681800-80682178	GM12878|chr8:80682400-80682508
GM12878|chr8:80682356-80682400	GM12878|chr8:80682400-80682508
GM12878|chr8:8609807-8609956	GM12878|chr8:8610238-8610400
GM12878|chr8:8610238-8610400	GM12878|chr8:8610400-8611047
GM12878|chr8:98611200-98611400	GM12878|chr8:98611400-98611612
GM12878|chr9:100685800-100685812	GM12878|chr9:100686400-100686412
GM12878|chr9:115090084-115090260	GM12878|chr9:115090352-115090400
GM12878|chr9:116036380-116036400	GM12878|chr9:116036400-116036767
GM12878|chr9:124131000-124131137	GM12878|chr9:124131237-124131400
GM12878|chr9:126097571-126097600	GM12878|chr9:126097600-126098028
GM12878|chr9:126098697-126098800	GM12878|chr9:126098800-126099312
GM12878|chr9:126977938-126978194	GM12878|chr9:126978392-126978600
GM12878|chr9:129982471-129982615	GM12878|chr9:129982752-129982989
GM12878|chr9:130542600-130542800	GM12878|chr9:130542800-130542885
GM12878|chr9:130689113-130689260	GM12878|chr9:130689352-130689490
GM12878|chr9:130689113-130689260	GM12878|chr9:130689582-130689800
GM12878|chr9:130689352-130689490	GM12878|chr9:130689582-130689800
GM12878|chr9:132656220-132656370	GM12878|chr9:132656462-132656694
GM12878|chr9:140116200-140116558	GM12878|chr9:140116659-140116825
GM12878|chr9:19457400-19457437	GM12878|chr9:19457778-19457928
GM12878|chr9:32577323-32577600	GM12878|chr9:32577600-32577779
GM12878|chr9:33081617-33081713	GM12878|chr9:33082113-33082285
GM12878|chr9:33168600-33169000	GM12878|chr9:33169000-33169033
GM12878|chr9:3473118-3473400	GM12878|chr9:3473400-3473564
GM12878|chr9:3473118-3473400	GM12878|chr9:3473657-3473796
GM12878|chr9:3473400-3473564	GM12878|chr9:3473657-3473796
GM12878|chr9:3473400-3473564	GM12878|chr9:3473951-3474000
GM12878|chr9:3473400-3473564	GM12878|chr9:3474000-3474093
GM12878|chr9:3473657-3473796	GM12878|chr9:3473951-3474000
GM12878|chr9:3473657-3473796	GM12878|chr9:3474000-3474093
GM12878|chr9:3473951-3474000	GM12878|chr9:3474000-3474093
GM12878|chr9:37400669-37401038	GM12878|chr9:37401165-37401257
GM12878|chr9:4754589-4754767	GM12878|chr9:4754937-4755000
GM12878|chr9:4754937-4755000	GM12878|chr9:4755000-4755644
GM12878|chr9:4761883-4762152	GM12878|chr9:4762200-4762605
GM12878|chr9:5589220-5589436	GM12878|chr9:5589608-5590057
GM12878|chrX:129221600-129221800	GM12878|chrX:129221800-129221849
GM12878|chrX:12970533-12970879	GM12878|chrX:12971092-12971205
GM12878|chrX:12977375-12977400	GM12878|chrX:12977400-12977795
GM12878|chrX:12978531-12978600	GM12878|chrX:12978600-12978631
GM12878|chrX:12978531-12978600	GM12878|chrX:12978723-12978831
GM12878|chrX:12978531-12978600	GM12878|chrX:12978923-12979136
GM12878|chrX:12978600-12978631	GM12878|chrX:12978723-12978831
GM12878|chrX:12978600-12978631	GM12878|chrX:12978923-12979136
GM12878|chrX:12978723-12978831	GM12878|chrX:12978923-12979136
GM12878|chrX:12978923-12979136	GM12878|chrX:12979341-12979435
GM12878|chrX:40942759-40942800	GM12878|chrX:40942800-40943000
GM12878|chrX:40980800-40981328	GM12878|chrX:40981420-40981874
GM12878|chrX:40982105-40982200	GM12878|chrX:40982200-40982255
GM12878|chrX:55941400-55941559	GM12878|chrX:55941755-55941800
GM12878|chrX:55944347-55944400	GM12878|chrX:55944400-55944600
GM12878|chrX:56755400-56755423	GM12878|chrX:56755544-56755600
GM12878|chrX:7182354-7182487	GM12878|chrX:7182587-7182679
GM12878|chrX:78517746-78517800	GM12878|chrX:78517800-78517864
