GM12878|chr10:101469347-101470000	GM12878|chr10:101470000-101470121
GM12878|chr13:27737368-27737534	GM12878|chr13:27737700-27737792
GM12878|chr13:27737368-27737534	GM12878|chr13:27737930-27738153
GM12878|chr13:27737368-27737534	GM12878|chr13:27738421-27738690
GM12878|chr13:27737368-27737534	GM12878|chr13:27738789-27738800
GM12878|chr13:27737700-27737792	GM12878|chr13:27737930-27738153
GM12878|chr13:27737700-27737792	GM12878|chr13:27738421-27738690
GM12878|chr13:27737700-27737792	GM12878|chr13:27738789-27738800
GM12878|chr13:27737930-27738153	GM12878|chr13:27738421-27738690
GM12878|chr13:27737930-27738153	GM12878|chr13:27738789-27738800
GM12878|chr13:27738421-27738690	GM12878|chr13:27738789-27738800
GM12878|chr13:27748762-27749000	GM12878|chr13:27749000-27749200
GM12878|chr13:27748762-27749000	GM12878|chr13:27749600-27749889
GM12878|chr13:27748762-27749000	GM12878|chr13:27750056-27751800
GM12878|chr13:27749000-27749200	GM12878|chr13:27749600-27749889
GM12878|chr13:27749000-27749200	GM12878|chr13:27750056-27751800
GM12878|chr13:27749600-27749889	GM12878|chr13:27750056-27751800
GM12878|chr13:27749600-27749889	GM12878|chr13:27751800-27752060
GM12878|chr13:27750056-27751800	GM12878|chr13:27751800-27752060
GM12878|chr13:27750056-27751800	GM12878|chr13:27752318-27752412
GM12878|chr13:27751800-27752060	GM12878|chr13:27752318-27752412
GM12878|chr13:32604860-32605197	GM12878|chr13:32605913-32606000
GM12878|chr13:48860414-48860800	GM12878|chr13:48860800-48861653
GM12878|chr13:50028126-50028400	GM12878|chr13:50028400-50028800
GM12878|chr13:50028126-50028400	GM12878|chr13:50028800-50029200
GM12878|chr13:50028126-50028400	GM12878|chr13:50029200-50029848
GM12878|chr13:50028400-50028800	GM12878|chr13:50028800-50029200
GM12878|chr13:50028400-50028800	GM12878|chr13:50029200-50029848
GM12878|chr13:50028800-50029200	GM12878|chr13:50029200-50029848
GM12878|chr13:50569006-50569103	GM12878|chr13:50569387-50569600
GM12878|chr13:50647583-50647698	GM12878|chr13:50647790-50647944
GM12878|chr13:51384618-51385950	GM12878|chr13:51386499-51386614
GM12878|chr13:51482211-51482303	GM12878|chr13:51482433-51483000
GM12878|chr13:53025081-53025200	GM12878|chr13:53027450-53027600
GM12878|chr1:35763625-35764219	GM12878|chr1:35764463-35765007
GM12878|chr1:36607719-36607800	GM12878|chr1:36607800-36607818
GM12878|chr1:36607719-36607800	GM12878|chr1:36608011-36608330
GM12878|chr1:36607719-36607800	GM12878|chr1:36608685-36610200
GM12878|chr1:36607800-36607818	GM12878|chr1:36608011-36608330
GM12878|chr1:36607800-36607818	GM12878|chr1:36608685-36610200
GM12878|chr1:36608011-36608330	GM12878|chr1:36608685-36610200
GM12878|chr1:36608011-36608330	GM12878|chr1:36610200-36610629
GM12878|chr1:36608685-36610200	GM12878|chr1:36610200-36610629
GM12878|chr1:36608685-36610200	GM12878|chr1:36611139-36611231
GM12878|chr1:36610200-36610629	GM12878|chr1:36611139-36611231
GM12878|chr13:78303037-78303600	GM12878|chr13:78303800-78304628
GM12878|chr13:99910400-99911000	GM12878|chr13:99911200-99911800
GM12878|chr13:99922216-99922400	GM12878|chr13:99922400-99923159
GM12878|chr14:103279092-103280410	GM12878|chr14:103280502-103280696
GM12878|chr14:106148000-106148055	GM12878|chr14:106148148-106148498
GM12878|chr14:106148000-106148055	GM12878|chr14:106149167-106149200
GM12878|chr14:106148000-106148055	GM12878|chr14:106149200-106150728
GM12878|chr14:106148148-106148498	GM12878|chr14:106149167-106149200
GM12878|chr14:106148148-106148498	GM12878|chr14:106149200-106150728
GM12878|chr14:106149167-106149200	GM12878|chr14:106149200-106150728
GM12878|chr14:106149167-106149200	GM12878|chr14:106150828-106151998
GM12878|chr14:106149200-106150728	GM12878|chr14:106150828-106151998
GM12878|chr14:106149200-106150728	GM12878|chr14:106152098-106152200
GM12878|chr14:106150828-106151998	GM12878|chr14:106152098-106152200
GM12878|chr14:106150828-106151998	GM12878|chr14:106152600-106152747
GM12878|chr14:106150828-106151998	GM12878|chr14:106152948-106154818
GM12878|chr14:106152098-106152200	GM12878|chr14:106152600-106152747
GM12878|chr14:106152098-106152200	GM12878|chr14:106152948-106154818
GM12878|chr14:106152600-106152747	GM12878|chr14:106152948-106154818
GM12878|chr14:20882600-20882673	GM12878|chr14:20884233-20884597
GM12878|chr14:21075837-21076458	GM12878|chr14:21076818-21077191
GM12878|chr14:21075837-21076458	GM12878|chr14:21077283-21077489
GM12878|chr14:21076818-21077191	GM12878|chr14:21077283-21077489
GM12878|chr14:21076818-21077191	GM12878|chr14:21078527-21079000
GM12878|chr14:21077283-21077489	GM12878|chr14:21078527-21079000
GM12878|chr14:21078527-21079000	GM12878|chr14:21080400-21080752
GM12878|chr14:21078527-21079000	GM12878|chr14:21080800-21081559
GM12878|chr14:21080400-21080752	GM12878|chr14:21080800-21081559
GM12878|chr14:24715063-24715347	GM12878|chr14:24715572-24717163
GM12878|chr14:24765800-24766127	GM12878|chr14:24766386-24766883
GM12878|chr14:24765800-24766127	GM12878|chr14:24767111-24767200
GM12878|chr14:24765800-24766127	GM12878|chr14:24767200-24767215
GM12878|chr14:24766386-24766883	GM12878|chr14:24767111-24767200
GM12878|chr14:24766386-24766883	GM12878|chr14:24767200-24767215
GM12878|chr14:24767111-24767200	GM12878|chr14:24767200-24767215
GM12878|chr14:24801235-24801364	GM12878|chr14:24801807-24802323
GM12878|chr14:24801235-24801364	GM12878|chr14:24802679-24802804
GM12878|chr14:24801235-24801364	GM12878|chr14:24803178-24803655
GM12878|chr14:24801807-24802323	GM12878|chr14:24802679-24802804
GM12878|chr14:24801807-24802323	GM12878|chr14:24803178-24803655
GM12878|chr14:24802679-24802804	GM12878|chr14:24803178-24803655
GM12878|chr14:32667268-32667444	GM12878|chr14:32669364-32669400
GM12878|chr14:32674935-32675375	GM12878|chr14:32675472-32675993
GM12878|chr14:35753410-35753800	GM12878|chr14:35753800-35754200
GM12878|chr14:35757200-35757750	GM12878|chr14:35757884-35757995
GM12878|chr14:35757200-35757750	GM12878|chr14:35759358-35759606
GM12878|chr14:35757884-35757995	GM12878|chr14:35759358-35759606
GM12878|chr14:35757884-35757995	GM12878|chr14:35759921-35760400
GM12878|chr14:35759358-35759606	GM12878|chr14:35759921-35760400
GM12878|chr14:39578843-39579000	GM12878|chr14:39579600-39579800
GM12878|chr14:39578843-39579000	GM12878|chr14:39579800-39579838
GM12878|chr14:39579600-39579800	GM12878|chr14:39579800-39579838
GM12878|chr14:50331800-50332142	GM12878|chr14:50332420-50332565
GM12878|chr14:50336396-50337200	GM12878|chr14:50337400-50337536
GM12878|chr14:50336396-50337200	GM12878|chr14:50337834-50337942
GM12878|chr14:50337400-50337536	GM12878|chr14:50337834-50337942
GM12878|chr14:50988000-50989334	GM12878|chr14:50989458-50989600
GM12878|chr14:50988000-50989334	GM12878|chr14:50990055-50990200
GM12878|chr14:50988000-50989334	GM12878|chr14:50990200-50991000
GM12878|chr14:50989458-50989600	GM12878|chr14:50990055-50990200
GM12878|chr14:50989458-50989600	GM12878|chr14:50990200-50991000
GM12878|chr14:50990055-50990200	GM12878|chr14:50990200-50991000
GM12878|chr14:51000076-51000168	GM12878|chr14:51000268-51000389
GM12878|chr1:45771200-45771400	GM12878|chr1:45772600-45772999
GM12878|chr1:45825780-45825948	GM12878|chr1:45826708-45827000
GM12878|chr1:45830589-45830600	GM12878|chr1:45830600-45831000
GM12878|chr1:45830589-45830600	GM12878|chr1:45831000-45831092
GM12878|chr1:45830600-45831000	GM12878|chr1:45831000-45831092
GM12878|chr1:45964024-45964124	GM12878|chr1:45964375-45964400
GM12878|chr14:68133292-68133800	GM12878|chr14:68133800-68133920
GM12878|chr14:68133292-68133800	GM12878|chr14:68135268-68135600
GM12878|chr14:68133292-68133800	GM12878|chr14:68135600-68135664
GM12878|chr14:68133800-68133920	GM12878|chr14:68135268-68135600
GM12878|chr14:68133800-68133920	GM12878|chr14:68135600-68135664
GM12878|chr14:68135268-68135600	GM12878|chr14:68135600-68135664
GM12878|chr14:68713588-68713745	GM12878|chr14:68714628-68714916
GM12878|chr14:68713588-68713745	GM12878|chr14:68715008-68715160
GM12878|chr14:68713588-68713745	GM12878|chr14:68715450-68716052
GM12878|chr14:68714628-68714916	GM12878|chr14:68715008-68715160
GM12878|chr14:68714628-68714916	GM12878|chr14:68715450-68716052
GM12878|chr14:68714628-68714916	GM12878|chr14:68716343-68716536
GM12878|chr14:68714628-68714916	GM12878|chr14:68716628-68717186
GM12878|chr14:68715008-68715160	GM12878|chr14:68715450-68716052
GM12878|chr14:68715008-68715160	GM12878|chr14:68716343-68716536
GM12878|chr14:68715008-68715160	GM12878|chr14:68716628-68717186
GM12878|chr14:68715450-68716052	GM12878|chr14:68716343-68716536
GM12878|chr14:68715450-68716052	GM12878|chr14:68716628-68717186
GM12878|chr14:68715450-68716052	GM12878|chr14:68717278-68718220
GM12878|chr14:68716343-68716536	GM12878|chr14:68716628-68717186
GM12878|chr14:68716343-68716536	GM12878|chr14:68717278-68718220
GM12878|chr14:68716343-68716536	GM12878|chr14:68718423-68718820
GM12878|chr14:68716628-68717186	GM12878|chr14:68717278-68718220
GM12878|chr14:68716628-68717186	GM12878|chr14:68718423-68718820
GM12878|chr14:68717278-68718220	GM12878|chr14:68718423-68718820
GM12878|chr14:75920207-75920670	GM12878|chr14:75920934-75921561
GM12878|chr14:77329630-77330200	GM12878|chr14:77330200-77330400
GM12878|chr14:77329630-77330200	GM12878|chr14:77330759-77331000
GM12878|chr14:77329630-77330200	GM12878|chr14:77331593-77331714
GM12878|chr14:77330200-77330400	GM12878|chr14:77330759-77331000
GM12878|chr14:77330200-77330400	GM12878|chr14:77331593-77331714
GM12878|chr14:77330759-77331000	GM12878|chr14:77331593-77331714
GM12878|chr14:77501600-77503920	GM12878|chr14:77504150-77504580
GM12878|chr14:77504150-77504580	GM12878|chr14:77505367-77505400
GM12878|chr14:77504150-77504580	GM12878|chr14:77505400-77505522
GM12878|chr14:77504150-77504580	GM12878|chr14:77505678-77506000
GM12878|chr14:77505367-77505400	GM12878|chr14:77505400-77505522
GM12878|chr14:77505367-77505400	GM12878|chr14:77505678-77506000
GM12878|chr14:77505400-77505522	GM12878|chr14:77505678-77506000
GM12878|chr14:89506544-89506691	GM12878|chr14:89507079-89507317
GM12878|chr14:89506544-89506691	GM12878|chr14:89507416-89507600
GM12878|chr14:89507079-89507317	GM12878|chr14:89507416-89507600
GM12878|chr14:90425800-90426002	GM12878|chr14:90426251-90427006
GM12878|chr14:91782000-91783310	GM12878|chr14:91783720-91784400
GM12878|chr14:93141200-93141520	GM12878|chr14:93141612-93144200
GM12878|chr14:95794400-95795200	GM12878|chr14:95795200-95795560
GM12878|chr15:101547533-101547680	GM12878|chr15:101547925-101548000
GM12878|chr15:101547533-101547680	GM12878|chr15:101548000-101548400
GM12878|chr15:101547925-101548000	GM12878|chr15:101548000-101548400
GM12878|chr15:101803575-101803600	GM12878|chr15:101804800-101806100
GM12878|chr15:102182126-102182218	GM12878|chr15:102182328-102182434
GM12878|chr15:31553586-31553791	GM12878|chr15:31554398-31555400
GM12878|chr15:31556200-31559800	GM12878|chr15:31559800-31559960
GM12878|chr15:40337610-40341212	GM12878|chr15:40341362-40342849
GM12878|chr15:40353400-40354907	GM12878|chr15:40355370-40355400
GM12878|chr15:40360359-40360800	GM12878|chr15:40360800-40360849
GM12878|chr15:40360359-40360800	GM12878|chr15:40361007-40362431
GM12878|chr15:40360800-40360849	GM12878|chr15:40361007-40362431
GM12878|chr15:43207091-43207600	GM12878|chr15:43207600-43208000
GM12878|chr15:43207091-43207600	GM12878|chr15:43208000-43208183
GM12878|chr15:43207091-43207600	GM12878|chr15:43208560-43208735
GM12878|chr15:43207600-43208000	GM12878|chr15:43208000-43208183
GM12878|chr15:43207600-43208000	GM12878|chr15:43208560-43208735
GM12878|chr15:43208000-43208183	GM12878|chr15:43208560-43208735
GM12878|chr15:44956800-44957889	GM12878|chr15:44958023-44958400
GM12878|chr15:44956800-44957889	GM12878|chr15:44959600-44959801
GM12878|chr15:44958023-44958400	GM12878|chr15:44959600-44959801
GM12878|chr15:45683575-45683848	GM12878|chr15:45684025-45685097
GM12878|chr15:48650631-48651200	GM12878|chr15:48651200-48651461
GM12878|chr15:51171017-51174146	GM12878|chr15:51174415-51174800
GM12878|chr15:51174415-51174800	GM12878|chr15:51174800-51174806
GM12878|chr15:51174415-51174800	GM12878|chr15:51175883-51176744
GM12878|chr15:51174800-51174806	GM12878|chr15:51175883-51176744
GM12878|chr15:51175883-51176744	GM12878|chr15:51176884-51177600
GM12878|chr15:51175883-51176744	GM12878|chr15:51178398-51178600
GM12878|chr15:51175883-51176744	GM12878|chr15:51178600-51178742
GM12878|chr15:51176884-51177600	GM12878|chr15:51178398-51178600
GM12878|chr15:51176884-51177600	GM12878|chr15:51178600-51178742
GM12878|chr15:51178398-51178600	GM12878|chr15:51178600-51178742
GM12878|chr15:68151801-68153166	GM12878|chr15:68153545-68153600
GM12878|chr15:68151801-68153166	GM12878|chr15:68153600-68153638
GM12878|chr15:68151801-68153166	GM12878|chr15:68153845-68153938
GM12878|chr15:68151801-68153166	GM12878|chr15:68154244-68155000
GM12878|chr15:68153545-68153600	GM12878|chr15:68153600-68153638
GM12878|chr15:68153545-68153600	GM12878|chr15:68153845-68153938
GM12878|chr15:68153545-68153600	GM12878|chr15:68154244-68155000
GM12878|chr15:68153600-68153638	GM12878|chr15:68153845-68153938
GM12878|chr15:68153600-68153638	GM12878|chr15:68154244-68155000
GM12878|chr15:68153845-68153938	GM12878|chr15:68154244-68155000
GM12878|chr15:68154244-68155000	GM12878|chr15:68156600-68156677
GM12878|chr15:68161580-68161733	GM12878|chr15:68161908-68162593
GM12878|chr15:74665800-74665882	GM12878|chr15:74667365-74667505
GM12878|chr15:74665800-74665882	GM12878|chr15:74667927-74668000
GM12878|chr15:74667365-74667505	GM12878|chr15:74667927-74668000
GM12878|chr15:74671107-74671240	GM12878|chr15:74671610-74671834
GM12878|chr15:74674600-74674702	GM12878|chr15:74675051-74675600
GM12878|chr15:74682778-74682800	GM12878|chr15:74682800-74683031
GM12878|chr15:81557622-81558205	GM12878|chr15:81558510-81558782
GM12878|chr15:85946527-85947200	GM12878|chr15:85947800-85948666
GM12878|chr15:85946527-85947200	GM12878|chr15:85948819-85949018
GM12878|chr15:85947800-85948666	GM12878|chr15:85948819-85949018
GM12878|chr15:85947800-85948666	GM12878|chr15:85950331-85950498
GM12878|chr15:85948819-85949018	GM12878|chr15:85950331-85950498
GM12878|chr15:85948819-85949018	GM12878|chr15:85950590-85950600
GM12878|chr15:85950331-85950498	GM12878|chr15:85950590-85950600
GM12878|chr15:85950331-85950498	GM12878|chr15:85950600-85952358
GM12878|chr15:85950331-85950498	GM12878|chr15:85952457-85952645
GM12878|chr15:85950590-85950600	GM12878|chr15:85950600-85952358
GM12878|chr15:85950590-85950600	GM12878|chr15:85952457-85952645
GM12878|chr15:85950600-85952358	GM12878|chr15:85952457-85952645
GM12878|chr15:85952457-85952645	GM12878|chr15:85954337-85954445
GM12878|chr15:85954337-85954445	GM12878|chr15:85954590-85955727
GM12878|chr15:85954337-85954445	GM12878|chr15:85955866-85956200
GM12878|chr15:85954590-85955727	GM12878|chr15:85955866-85956200
GM12878|chr15:85954590-85955727	GM12878|chr15:85956800-85956814
GM12878|chr15:85954590-85955727	GM12878|chr15:85956917-85957801
GM12878|chr15:85955866-85956200	GM12878|chr15:85956800-85956814
GM12878|chr15:85955866-85956200	GM12878|chr15:85956917-85957801
GM12878|chr15:85956800-85956814	GM12878|chr15:85956917-85957801
GM12878|chr15:91233986-91236800	GM12878|chr15:91236800-91236948
GM12878|chr15:91240323-91240800	GM12878|chr15:91240800-91240820
GM12878|chr16:10390407-10390800	GM12878|chr16:10391800-10393316
GM12878|chr16:10400251-10400400	GM12878|chr16:10400400-10401049
GM12878|chr16:10400251-10400400	GM12878|chr16:10402320-10402931
GM12878|chr16:10400400-10401049	GM12878|chr16:10402320-10402931
GM12878|chr16:11057627-11057911	GM12878|chr16:11058156-11058600
GM12878|chr16:11269000-11270600	GM12878|chr16:11270600-11270724
GM12878|chr16:11274000-11275079	GM12878|chr16:11275179-11276600
GM12878|chr16:11275179-11276600	GM12878|chr16:11277200-11277786
GM12878|chr16:11388166-11388316	GM12878|chr16:11390477-11390577
GM12878|chr16:11390477-11390577	GM12878|chr16:11390669-11391200
GM12878|chr16:11390669-11391200	GM12878|chr16:11392000-11394400
GM12878|chr16:11392000-11394400	GM12878|chr16:11394400-11394475
GM12878|chr16:11394400-11394475	GM12878|chr16:11395588-11395600
GM12878|chr16:11394400-11394475	GM12878|chr16:11395600-11395789
GM12878|chr16:11394400-11394475	GM12878|chr16:11396034-11396135
GM12878|chr16:11395588-11395600	GM12878|chr16:11395600-11395789
GM12878|chr16:11395588-11395600	GM12878|chr16:11396034-11396135
GM12878|chr16:11395588-11395600	GM12878|chr16:11396918-11397209
GM12878|chr16:11395600-11395789	GM12878|chr16:11396034-11396135
GM12878|chr16:11395600-11395789	GM12878|chr16:11396918-11397209
GM12878|chr16:11396034-11396135	GM12878|chr16:11396918-11397209
GM12878|chr16:14381000-14381093	GM12878|chr16:14381529-14381701
GM12878|chr16:1767178-1768386	GM12878|chr16:1768768-1769345
GM12878|chr16:1767178-1768386	GM12878|chr16:1769707-1770549
GM12878|chr16:1768768-1769345	GM12878|chr16:1769707-1770549
GM12878|chr16:1769707-1770549	GM12878|chr16:1772000-1772762
GM12878|chr16:19895975-19896800	GM12878|chr16:19897283-19897598
GM12878|chr16:19895975-19896800	GM12878|chr16:19897947-19898091
GM12878|chr16:19897283-19897598	GM12878|chr16:19897947-19898091
GM12878|chr16:22204400-22204521	GM12878|chr16:22205896-22207000
GM12878|chr16:22209964-22210340	GM12878|chr16:22210522-22211267
GM12878|chr16:30855800-30856012	GM12878|chr16:30856329-30856600
GM12878|chr16:30855800-30856012	GM12878|chr16:30856600-30856778
GM12878|chr16:30856329-30856600	GM12878|chr16:30856600-30856778
GM12878|chr16:31212200-31212279	GM12878|chr16:31212413-31212800
GM12878|chr16:31215000-31215037	GM12878|chr16:31215129-31215231
GM12878|chr16:31215000-31215037	GM12878|chr16:31215431-31215840
GM12878|chr16:31215129-31215231	GM12878|chr16:31215431-31215840
GM12878|chr16:31219624-31219727	GM12878|chr16:31220229-31220387
GM12878|chr16:31220229-31220387	GM12878|chr16:31222587-31222679
GM12878|chr16:31222587-31222679	GM12878|chr16:31222922-31223000
GM12878|chr16:31466800-31467048	GM12878|chr16:31467297-31467400
GM12878|chr16:31880223-31880600	GM12878|chr16:31880600-31880637
GM12878|chr16:31880223-31880600	GM12878|chr16:31880806-31880898
GM12878|chr16:31880223-31880600	GM12878|chr16:31881000-31881534
GM12878|chr16:31880223-31880600	GM12878|chr16:31882146-31882479
GM12878|chr16:31880600-31880637	GM12878|chr16:31880806-31880898
GM12878|chr16:31880600-31880637	GM12878|chr16:31881000-31881534
GM12878|chr16:31880600-31880637	GM12878|chr16:31882146-31882479
GM12878|chr16:31880806-31880898	GM12878|chr16:31881000-31881534
GM12878|chr16:31880806-31880898	GM12878|chr16:31882146-31882479
GM12878|chr16:31881000-31881534	GM12878|chr16:31882146-31882479
GM12878|chr16:31882146-31882479	GM12878|chr16:31884400-31884600
GM12878|chr16:50106070-50107000	GM12878|chr16:50107400-50107479
GM12878|chr16:50243076-50244479	GM12878|chr16:50244786-50244968
GM12878|chr16:50699005-50699310	GM12878|chr16:50699629-50699824
GM12878|chr16:50699005-50699310	GM12878|chr16:50700374-50701528
GM12878|chr16:50699629-50699824	GM12878|chr16:50700374-50701528
GM12878|chr16:50699629-50699824	GM12878|chr16:50701722-50701814
GM12878|chr16:50700374-50701528	GM12878|chr16:50701722-50701814
GM12878|chr16:50716000-50716652	GM12878|chr16:50716744-50717600
GM12878|chr16:53100200-53100729	GM12878|chr16:53101507-53103939
GM12878|chr16:53124000-53124600	GM12878|chr16:53125200-53126400
GM12878|chr16:53124000-53124600	GM12878|chr16:53126400-53126564
GM12878|chr16:53125200-53126400	GM12878|chr16:53126400-53126564
GM12878|chr16:53125200-53126400	GM12878|chr16:53127419-53128901
GM12878|chr16:53126400-53126564	GM12878|chr16:53127419-53128901
GM12878|chr16:53131333-53131609	GM12878|chr16:53131786-53131800
GM12878|chr16:53252879-53253099	GM12878|chr16:53253281-53254416
GM12878|chr16:53252879-53253099	GM12878|chr16:53254788-53255000
GM12878|chr16:53252879-53253099	GM12878|chr16:53255000-53255084
GM12878|chr16:53253281-53254416	GM12878|chr16:53254788-53255000
GM12878|chr16:53253281-53254416	GM12878|chr16:53255000-53255084
GM12878|chr16:53254788-53255000	GM12878|chr16:53255000-53255084
GM12878|chr16:53490600-53490800	GM12878|chr16:53491352-53491709
GM12878|chr16:53490600-53490800	GM12878|chr16:53491939-53492097
GM12878|chr16:53490600-53490800	GM12878|chr16:53492251-53492464
GM12878|chr16:53491352-53491709	GM12878|chr16:53491939-53492097
GM12878|chr16:53491352-53491709	GM12878|chr16:53492251-53492464
GM12878|chr16:53491939-53492097	GM12878|chr16:53492251-53492464
GM12878|chr16:67047400-67047731	GM12878|chr16:67048356-67048600
GM12878|chr16:67547504-67548290	GM12878|chr16:67548633-67548728
GM12878|chr16:67547504-67548290	GM12878|chr16:67549479-67549897
GM12878|chr16:67547504-67548290	GM12878|chr16:67550106-67550206
GM12878|chr16:67548633-67548728	GM12878|chr16:67549479-67549897
GM12878|chr16:67548633-67548728	GM12878|chr16:67550106-67550206
GM12878|chr16:67549479-67549897	GM12878|chr16:67550106-67550206
GM12878|chr16:67549479-67549897	GM12878|chr16:67550298-67551800
GM12878|chr16:67550106-67550206	GM12878|chr16:67550298-67551800
GM12878|chr16:67586048-67586756	GM12878|chr16:67586848-67587200
GM12878|chr16:67586048-67586756	GM12878|chr16:67587200-67587374
GM12878|chr16:67586048-67586756	GM12878|chr16:67587919-67588600
GM12878|chr16:67586048-67586756	GM12878|chr16:67588600-67588609
GM12878|chr16:67586848-67587200	GM12878|chr16:67587200-67587374
GM12878|chr16:67586848-67587200	GM12878|chr16:67587919-67588600
GM12878|chr16:67586848-67587200	GM12878|chr16:67588600-67588609
GM12878|chr16:67587200-67587374	GM12878|chr16:67587919-67588600
GM12878|chr16:67587200-67587374	GM12878|chr16:67588600-67588609
GM12878|chr16:67587919-67588600	GM12878|chr16:67588600-67588609
GM12878|chr16:67587919-67588600	GM12878|chr16:67589598-67590499
GM12878|chr16:67588600-67588609	GM12878|chr16:67589598-67590499
GM12878|chr16:69430236-69430808	GM12878|chr16:69432018-69432287
GM12878|chr16:71844400-71844456	GM12878|chr16:71845156-71845458
GM12878|chr16:73076200-73078600	GM12878|chr16:73078600-73078825
GM12878|chr16:73089000-73089400	GM12878|chr16:73091000-73091473
GM12878|chr16:73091000-73091473	GM12878|chr16:73092600-73092931
GM12878|chr16:764630-764870	GM12878|chr16:765038-765138
GM12878|chr16:764630-764870	GM12878|chr16:765230-765330
GM12878|chr16:764630-764870	GM12878|chr16:765550-765728
GM12878|chr16:764630-764870	GM12878|chr16:765920-766376
GM12878|chr16:765038-765138	GM12878|chr16:765230-765330
GM12878|chr16:765038-765138	GM12878|chr16:765550-765728
GM12878|chr16:765038-765138	GM12878|chr16:765920-766376
GM12878|chr16:765230-765330	GM12878|chr16:765550-765728
GM12878|chr16:765230-765330	GM12878|chr16:765920-766376
GM12878|chr16:765550-765728	GM12878|chr16:765920-766376
GM12878|chr1:68224864-68225000	GM12878|chr1:68225000-68225258
GM12878|chr1:68224864-68225000	GM12878|chr1:68225355-68225983
GM12878|chr1:68224864-68225000	GM12878|chr1:68226279-68226524
GM12878|chr1:68225000-68225258	GM12878|chr1:68225355-68225983
GM12878|chr1:68225000-68225258	GM12878|chr1:68226279-68226524
GM12878|chr1:68225355-68225983	GM12878|chr1:68226279-68226524
GM12878|chr1:68232109-68232200	GM12878|chr1:68232200-68232392
GM12878|chr16:84118811-84118911	GM12878|chr16:84119372-84119600
GM12878|chr16:84118811-84118911	GM12878|chr16:84119600-84119800
GM12878|chr16:84119372-84119600	GM12878|chr16:84119600-84119800
GM12878|chr16:84122200-84122419	GM12878|chr16:84122588-84123000
GM12878|chr16:84552740-84552860	GM12878|chr16:84552974-84553000
GM12878|chr16:85854758-85855011	GM12878|chr16:85855416-85855710
GM12878|chr16:85855416-85855710	GM12878|chr16:85857854-85858055
GM12878|chr16:85857854-85858055	GM12878|chr16:85858164-85858495
GM12878|chr16:87421192-87421400	GM12878|chr16:87422400-87422610
GM12878|chr16:87421192-87421400	GM12878|chr16:87422916-87423000
GM12878|chr16:87422400-87422610	GM12878|chr16:87422916-87423000
GM12878|chr16:87807668-87809136	GM12878|chr16:87809228-87809334
GM12878|chr16:87807668-87809136	GM12878|chr16:87810509-87810600
GM12878|chr16:87807668-87809136	GM12878|chr16:87810600-87810946
GM12878|chr16:87809228-87809334	GM12878|chr16:87810509-87810600
GM12878|chr16:87809228-87809334	GM12878|chr16:87810600-87810946
GM12878|chr16:87809228-87809334	GM12878|chr16:87811416-87811510
GM12878|chr16:87810509-87810600	GM12878|chr16:87810600-87810946
GM12878|chr16:87810509-87810600	GM12878|chr16:87811416-87811510
GM12878|chr16:87810600-87810946	GM12878|chr16:87811416-87811510
GM12878|chr16:9220800-9221062	GM12878|chr16:9221266-9222231
GM12878|chr16:9225921-9226963	GM12878|chr16:9227063-9227438
GM12878|chr16:9225921-9226963	GM12878|chr16:9227629-9227723
GM12878|chr16:9225921-9226963	GM12878|chr16:9228313-9228656
GM12878|chr16:9227063-9227438	GM12878|chr16:9227629-9227723
GM12878|chr16:9227063-9227438	GM12878|chr16:9228313-9228656
GM12878|chr16:9227063-9227438	GM12878|chr16:9228979-9230131
GM12878|chr16:9227629-9227723	GM12878|chr16:9228313-9228656
GM12878|chr16:9227629-9227723	GM12878|chr16:9228979-9230131
GM12878|chr16:9228313-9228656	GM12878|chr16:9228979-9230131
GM12878|chr1:70824600-70824881	GM12878|chr1:70825043-70825213
GM12878|chr1:70881600-70881800	GM12878|chr1:70881800-70881899
GM12878|chr17:12332430-12333344	GM12878|chr17:12333548-12333780
GM12878|chr17:12333548-12333780	GM12878|chr17:12333918-12337485
GM12878|chr17:15733338-15733455	GM12878|chr17:15734144-15735484
GM12878|chr17:15734144-15735484	GM12878|chr17:15735919-15736760
GM12878|chr17:15734144-15735484	GM12878|chr17:15736857-15737237
GM12878|chr17:15735919-15736760	GM12878|chr17:15736857-15737237
GM12878|chr17:1617616-1618000	GM12878|chr17:1618000-1618403
GM12878|chr17:1624000-1624111	GM12878|chr17:1624614-1624800
GM12878|chr17:1624000-1624111	GM12878|chr17:1624800-1625111
GM12878|chr17:1624000-1624111	GM12878|chr17:1625203-1626705
GM12878|chr17:1624614-1624800	GM12878|chr17:1624800-1625111
GM12878|chr17:1624614-1624800	GM12878|chr17:1625203-1626705
GM12878|chr17:1624800-1625111	GM12878|chr17:1625203-1626705
GM12878|chr17:1624800-1625111	GM12878|chr17:1626805-1627600
GM12878|chr17:1625203-1626705	GM12878|chr17:1626805-1627600
GM12878|chr17:17935409-17935631	GM12878|chr17:17936320-17936600
GM12878|chr17:17935409-17935631	GM12878|chr17:17936600-17936836
GM12878|chr17:17935409-17935631	GM12878|chr17:17937152-17937455
GM12878|chr17:17936320-17936600	GM12878|chr17:17936600-17936836
GM12878|chr17:17936320-17936600	GM12878|chr17:17937152-17937455
GM12878|chr17:17936600-17936836	GM12878|chr17:17937152-17937455
GM12878|chr17:17937152-17937455	GM12878|chr17:17939159-17939262
