K562|chr10:104800177-104801105	K562|chr10:104801197-104801569
K562|chr1:25738915-25739238	K562|chr1:25739454-25740200
K562|chr1:25738915-25739238	K562|chr1:25740600-25741697
K562|chr1:25739454-25740200	K562|chr1:25740600-25741697
K562|chr1:25740600-25741697	K562|chr1:25744640-25744744
K562|chr1:25744640-25744744	K562|chr1:25746600-25747862
K562|chr1:25744640-25744744	K562|chr1:25747988-25748396
K562|chr1:25746600-25747862	K562|chr1:25747988-25748396
K562|chr1:25746600-25747862	K562|chr1:25748617-25748732
K562|chr1:25747988-25748396	K562|chr1:25748617-25748732
K562|chr12:685176-685313	K562|chr12:685471-685909
K562|chr12:685176-685313	K562|chr12:688104-688204
K562|chr12:685176-685313	K562|chr12:688296-688564
K562|chr12:685176-685313	K562|chr12:688656-688865
K562|chr12:685471-685909	K562|chr12:688104-688204
K562|chr12:685471-685909	K562|chr12:688296-688564
K562|chr12:685471-685909	K562|chr12:688656-688865
K562|chr12:688104-688204	K562|chr12:688296-688564
K562|chr12:688104-688204	K562|chr12:688656-688865
K562|chr12:688296-688564	K562|chr12:688656-688865
K562|chr1:26929832-26930200	K562|chr1:26930200-26930209
K562|chr1:26929832-26930200	K562|chr1:26930310-26930407
K562|chr1:26930200-26930209	K562|chr1:26930310-26930407
K562|chr1:27425539-27426600	K562|chr1:27426600-27426624
K562|chr12:75874378-75874400	K562|chr12:75874400-75875080
K562|chr12:76427000-76427575	K562|chr12:76428083-76428186
K562|chr12:76427000-76427575	K562|chr12:76428908-76429146
K562|chr12:76428083-76428186	K562|chr12:76428908-76429146
K562|chr12:76428083-76428186	K562|chr12:76431230-76431378
K562|chr12:76428083-76428186	K562|chr12:76431496-76431753
K562|chr12:76428908-76429146	K562|chr12:76431230-76431378
K562|chr12:76428908-76429146	K562|chr12:76431496-76431753
K562|chr12:76431230-76431378	K562|chr12:76431496-76431753
K562|chr1:27882800-27883453	K562|chr1:27883579-27884600
K562|chr12:8139427-8139640	K562|chr12:8142431-8142988
K562|chr12:8142431-8142988	K562|chr12:8143853-8144194
K562|chr12:8142431-8142988	K562|chr12:8146044-8146181
K562|chr12:8143853-8144194	K562|chr12:8146044-8146181
K562|chr1:28971927-28972200	K562|chr1:28972200-28972269
K562|chr1:28971927-28972200	K562|chr1:28972445-28972951
K562|chr1:28971927-28972200	K562|chr1:28973728-28974400
K562|chr1:28972200-28972269	K562|chr1:28972445-28972951
K562|chr1:28972200-28972269	K562|chr1:28973728-28974400
K562|chr1:28972445-28972951	K562|chr1:28973728-28974400
K562|chr1:29201677-29201953	K562|chr1:29202583-29203000
K562|chr1:29201677-29201953	K562|chr1:29203000-29203345
K562|chr1:29201677-29201953	K562|chr1:29203437-29203726
K562|chr1:29201677-29201953	K562|chr1:29204817-29205189
K562|chr1:29202583-29203000	K562|chr1:29203000-29203345
K562|chr1:29202583-29203000	K562|chr1:29203437-29203726
K562|chr1:29202583-29203000	K562|chr1:29204817-29205189
K562|chr1:29203000-29203345	K562|chr1:29203437-29203726
K562|chr1:29203000-29203345	K562|chr1:29204817-29205189
K562|chr1:29203437-29203726	K562|chr1:29204817-29205189
K562|chr1:29208430-29209400	K562|chr1:29209502-29210200
K562|chr1:29208430-29209400	K562|chr1:29211600-29213200
K562|chr1:29209502-29210200	K562|chr1:29211600-29213200
K562|chr12:94130665-94130791	K562|chr12:94131333-94132399
K562|chr12:94130665-94130791	K562|chr12:94132819-94133006
K562|chr12:94131333-94132399	K562|chr12:94132819-94133006
K562|chr12:94137891-94138366	K562|chr12:94139160-94139428
K562|chr12:94139160-94139428	K562|chr12:94142479-94142766
K562|chr12:94139160-94139428	K562|chr12:94142858-94143042
K562|chr12:94142479-94142766	K562|chr12:94142858-94143042
K562|chr12:98812208-98812302	K562|chr12:98812589-98812853
K562|chr1:30601612-30601919	K562|chr1:30602000-30602213
K562|chr1:30601612-30601919	K562|chr1:30602389-30602540
K562|chr1:30602000-30602213	K562|chr1:30602389-30602540
K562|chr13:100104925-100105200	K562|chr13:100105200-100105751
K562|chr13:95085449-95085541	K562|chr13:95085641-95085800
K562|chr13:95085449-95085541	K562|chr13:95085800-95086181
K562|chr13:95085641-95085800	K562|chr13:95085800-95086181
K562|chr14:102424000-102424300	K562|chr14:102426764-102427064
K562|chr14:102424000-102424300	K562|chr14:102427749-102427841
K562|chr14:102426764-102427064	K562|chr14:102427749-102427841
K562|chr14:102426764-102427064	K562|chr14:102428898-102429000
K562|chr14:102426764-102427064	K562|chr14:102429000-102429245
K562|chr14:102427749-102427841	K562|chr14:102428898-102429000
K562|chr14:102427749-102427841	K562|chr14:102429000-102429245
K562|chr14:102428898-102429000	K562|chr14:102429000-102429245
K562|chr14:102529429-102529528	K562|chr14:102529721-102529968
K562|chr14:24801610-24802018	K562|chr14:24802267-24802407
K562|chr14:24801610-24802018	K562|chr14:24802722-24802824
K562|chr14:24801610-24802018	K562|chr14:24803131-24803297
K562|chr14:24802267-24802407	K562|chr14:24802722-24802824
K562|chr14:24802267-24802407	K562|chr14:24803131-24803297
K562|chr14:24802722-24802824	K562|chr14:24803131-24803297
K562|chr14:50554285-50554600	K562|chr14:50554600-50554670
K562|chr14:50554285-50554600	K562|chr14:50554762-50554911
K562|chr14:50554600-50554670	K562|chr14:50554762-50554911
K562|chr1:45072585-45072902	K562|chr1:45075417-45075751
K562|chr1:45072585-45072902	K562|chr1:45076108-45076382
K562|chr1:45075417-45075751	K562|chr1:45076108-45076382
K562|chr14:55173902-55174200	K562|chr14:55174200-55174249
K562|chr14:55173902-55174200	K562|chr14:55174543-55174800
K562|chr14:55173902-55174200	K562|chr14:55174800-55175214
K562|chr14:55174200-55174249	K562|chr14:55174543-55174800
K562|chr14:55174200-55174249	K562|chr14:55174800-55175214
K562|chr14:55174543-55174800	K562|chr14:55174800-55175214
K562|chr14:55272411-55272552	K562|chr14:55272879-55273000
K562|chr1:45818869-45819000	K562|chr1:45819000-45819218
K562|chr14:67877040-67877468	K562|chr14:67880704-67881400
K562|chr14:67880704-67881400	K562|chr14:67882860-67883000
K562|chr14:67880704-67881400	K562|chr14:67883000-67883419
K562|chr14:67882860-67883000	K562|chr14:67883000-67883419
K562|chr14:67882860-67883000	K562|chr14:67885152-67886960
K562|chr14:67883000-67883419	K562|chr14:67885152-67886960
K562|chr14:67885152-67886960	K562|chr14:67888149-67888457
K562|chr14:67885152-67886960	K562|chr14:67888631-67888733
K562|chr14:67888149-67888457	K562|chr14:67888631-67888733
K562|chr14:67892475-67892661	K562|chr14:67893737-67893800
K562|chr14:67892475-67892661	K562|chr14:67893800-67893859
K562|chr14:67892475-67892661	K562|chr14:67895242-67895697
K562|chr14:67893737-67893800	K562|chr14:67893800-67893859
K562|chr14:67893737-67893800	K562|chr14:67895242-67895697
K562|chr14:67893800-67893859	K562|chr14:67895242-67895697
K562|chr1:47001855-47001964	K562|chr1:47002262-47002360
K562|chr1:47010272-47011240	K562|chr1:47011596-47012310
K562|chr1:47010272-47011240	K562|chr1:47013607-47013728
K562|chr1:47011596-47012310	K562|chr1:47013607-47013728
K562|chr1:47079639-47079751	K562|chr1:47081334-47081400
K562|chr1:47079639-47079751	K562|chr1:47083000-47083330
K562|chr1:47081334-47081400	K562|chr1:47083000-47083330
K562|chr1:47185600-47185832	K562|chr1:47187508-47187783
K562|chr1:47187508-47187783	K562|chr1:47190794-47190800
K562|chr1:47187508-47187783	K562|chr1:47190800-47190960
K562|chr1:47190794-47190800	K562|chr1:47190800-47190960
K562|chr14:73208659-73208884	K562|chr14:73209034-73209225
K562|chr14:75763000-75763016	K562|chr14:75763108-75763296
K562|chr14:75763000-75763016	K562|chr14:75765432-75765635
K562|chr14:75763000-75763016	K562|chr14:75765763-75765985
K562|chr14:75763108-75763296	K562|chr14:75765432-75765635
K562|chr14:75763108-75763296	K562|chr14:75765763-75765985
K562|chr14:75765432-75765635	K562|chr14:75765763-75765985
K562|chr14:75765432-75765635	K562|chr14:75768443-75768876
K562|chr14:75765763-75765985	K562|chr14:75768443-75768876
K562|chr14:75768443-75768876	K562|chr14:75770138-75770200
K562|chr1:53140087-53141057	K562|chr1:53143091-53143369
K562|chr15:37189167-37189200	K562|chr15:37189200-37189507
K562|chr15:40566763-40566800	K562|chr15:40566800-40566886
K562|chr15:40571948-40572040	K562|chr15:40575348-40575531
K562|chr15:45748837-45749136	K562|chr15:45750428-45750911
K562|chr15:45748837-45749136	K562|chr15:45751319-45751400
K562|chr15:45750428-45750911	K562|chr15:45751319-45751400
K562|chr15:49147742-49148000	K562|chr15:49148000-49148135
K562|chr15:49147742-49148000	K562|chr15:49150464-49151163
K562|chr15:49148000-49148135	K562|chr15:49150464-49151163
K562|chr15:49255825-49256002	K562|chr15:49256094-49256333
K562|chr15:63568019-63568119	K562|chr15:63568211-63568400
K562|chr15:64183376-64184243	K562|chr15:64184659-64186000
K562|chr15:64184659-64186000	K562|chr15:64188400-64189996
K562|chr15:64188400-64189996	K562|chr15:64191192-64191604
K562|chr15:64496315-64496574	K562|chr15:64496856-64497218
K562|chr15:64496315-64496574	K562|chr15:64497378-64498004
K562|chr15:64496856-64497218	K562|chr15:64497378-64498004
K562|chr15:74935082-74935608	K562|chr15:74935707-74936322
K562|chr15:75962223-75962434	K562|chr15:75965108-75965274
K562|chr15:90849848-90849945	K562|chr15:90852318-90852410
K562|chr16:11059816-11059967	K562|chr16:11060059-11060200
K562|chr16:11455697-11455811	K562|chr16:11457131-11457372
K562|chr16:11455697-11455811	K562|chr16:11458679-11458912
K562|chr16:11457131-11457372	K562|chr16:11458679-11458912
K562|chr16:154600-155879	K562|chr16:156800-157510
K562|chr16:154600-155879	K562|chr16:157739-157800
K562|chr16:156800-157510	K562|chr16:157739-157800
K562|chr16:21311719-21311800	K562|chr16:21311800-21311867
K562|chr16:21311719-21311800	K562|chr16:21313882-21314151
K562|chr16:21311719-21311800	K562|chr16:21314297-21314600
K562|chr16:21311800-21311867	K562|chr16:21313882-21314151
K562|chr16:21311800-21311867	K562|chr16:21314297-21314600
K562|chr16:21313882-21314151	K562|chr16:21314297-21314600
K562|chr16:22213140-22213255	K562|chr16:22215976-22216000
K562|chr16:22213140-22213255	K562|chr16:22216000-22216422
K562|chr16:22215976-22216000	K562|chr16:22216000-22216422
K562|chr16:25072389-25072485	K562|chr16:25075037-25075680
K562|chr16:25075037-25075680	K562|chr16:25077469-25077561
K562|chr16:25116914-25117169	K562|chr16:25119200-25119400
K562|chr16:25116914-25117169	K562|chr16:25119400-25119450
K562|chr16:25119200-25119400	K562|chr16:25119400-25119450
K562|chr16:25119200-25119400	K562|chr16:25120905-25121200
K562|chr16:25119400-25119450	K562|chr16:25120905-25121200
K562|chr16:30639961-30640270	K562|chr16:30640421-30640531
K562|chr16:30951800-30951895	K562|chr16:30953002-30953258
K562|chr16:30951800-30951895	K562|chr16:30953350-30953600
K562|chr16:30953002-30953258	K562|chr16:30953350-30953600
K562|chr16:30959536-30959800	K562|chr16:30959800-30960000
K562|chr16:30965000-30965200	K562|chr16:30965264-30965488
K562|chr16:30965000-30965200	K562|chr16:30967400-30967800
K562|chr16:30965264-30965488	K562|chr16:30967400-30967800
K562|chr16:31484398-31484507	K562|chr16:31485338-31485400
K562|chr16:31484398-31484507	K562|chr16:31485400-31485880
K562|chr16:31485338-31485400	K562|chr16:31485400-31485880
K562|chr16:31489800-31489817	K562|chr16:31492202-31492615
K562|chr16:31492202-31492615	K562|chr16:31495916-31496061
K562|chr16:31888800-31889000	K562|chr16:31891800-31892600
K562|chr1:6454864-6455189	K562|chr1:6457976-6458177
K562|chr16:57624600-57624933	K562|chr16:57625149-57625261
K562|chr16:66651000-66651266	K562|chr16:66651481-66653126
K562|chr16:70781922-70782200	K562|chr16:70782200-70782314
K562|chr16:75145400-75145600	K562|chr16:75147212-75147334
K562|chr16:75147212-75147334	K562|chr16:75149889-75150200
K562|chr16:81749003-81749200	K562|chr16:81749200-81749600
K562|chr16:81749003-81749200	K562|chr16:81749600-81749663
K562|chr16:81749003-81749200	K562|chr16:81752190-81752984
K562|chr16:81749200-81749600	K562|chr16:81749600-81749663
K562|chr16:81749200-81749600	K562|chr16:81752190-81752984
K562|chr16:81749600-81749663	K562|chr16:81752190-81752984
K562|chr16:81762040-81762137	K562|chr16:81763758-81763942
K562|chr16:81771504-81771596	K562|chr16:81771898-81772236
K562|chr16:81771504-81771596	K562|chr16:81772419-81772846
K562|chr16:81771898-81772236	K562|chr16:81772419-81772846
K562|chr16:84548367-84548619	K562|chr16:84548720-84548812
K562|chr16:85469770-85470000	K562|chr16:85470000-85470400
K562|chr16:85469770-85470000	K562|chr16:85471600-85471800
K562|chr16:85470000-85470400	K562|chr16:85471600-85471800
K562|chr16:85471600-85471800	K562|chr16:85475082-85475174
K562|chr16:87808318-87809098	K562|chr16:87810569-87810600
K562|chr16:87808318-87809098	K562|chr16:87810600-87810680
K562|chr16:87808318-87809098	K562|chr16:87810780-87812027
K562|chr16:87808318-87809098	K562|chr16:87812132-87813140
K562|chr16:87810569-87810600	K562|chr16:87810600-87810680
K562|chr16:87810569-87810600	K562|chr16:87810780-87812027
K562|chr16:87810569-87810600	K562|chr16:87812132-87813140
K562|chr16:87810600-87810680	K562|chr16:87810780-87812027
K562|chr16:87810600-87810680	K562|chr16:87812132-87813140
K562|chr16:87810780-87812027	K562|chr16:87812132-87813140
K562|chr16:87810780-87812027	K562|chr16:87814087-87814600
K562|chr16:87810780-87812027	K562|chr16:87814600-87814732
K562|chr16:87812132-87813140	K562|chr16:87814087-87814600
K562|chr16:87812132-87813140	K562|chr16:87814600-87814732
K562|chr16:87814087-87814600	K562|chr16:87814600-87814732
K562|chr16:88514434-88514616	K562|chr16:88515731-88515857
K562|chr16:88514434-88514616	K562|chr16:88518136-88518200
K562|chr16:88515731-88515857	K562|chr16:88518136-88518200
K562|chr16:88627731-88627979	K562|chr16:88628661-88628816
K562|chr1:71139704-71139824	K562|chr1:71142000-71142413
K562|chr17:1157043-1157135	K562|chr17:1157428-1157600
K562|chr17:13237729-13238038	K562|chr17:13241419-13241705
K562|chr17:1608266-1608400	K562|chr17:1608400-1608422
K562|chr17:1608266-1608400	K562|chr17:1608596-1608778
K562|chr17:1608400-1608422	K562|chr17:1608596-1608778
K562|chr17:1928569-1928669	K562|chr17:1928761-1929252
K562|chr17:1928569-1928669	K562|chr17:1931085-1931318
K562|chr17:1928761-1929252	K562|chr17:1931085-1931318
K562|chr17:21414800-21414996	K562|chr17:21415229-21415358
K562|chr17:25928600-25928782	K562|chr17:25928915-25930713
K562|chr17:27947110-27947217	K562|chr17:27947347-27947583
K562|chr17:27947110-27947217	K562|chr17:27949018-27949210
K562|chr17:27947110-27947217	K562|chr17:27949310-27949459
K562|chr17:27947347-27947583	K562|chr17:27949018-27949210
K562|chr17:27947347-27947583	K562|chr17:27949310-27949459
K562|chr17:27949018-27949210	K562|chr17:27949310-27949459
K562|chr17:31111000-31111005	K562|chr17:31111168-31111260
K562|chr17:31111000-31111005	K562|chr17:31113400-31113553
K562|chr17:31111168-31111260	K562|chr17:31113400-31113553
K562|chr17:31121510-31121600	K562|chr17:31121600-31122286
K562|chr17:31121510-31121600	K562|chr17:31122724-31122911
K562|chr17:31121600-31122286	K562|chr17:31122724-31122911
K562|chr17:36830595-36830600	K562|chr17:36832863-36833763
K562|chr17:42589600-42589800	K562|chr17:42589800-42589853
K562|chr17:42600821-42601000	K562|chr17:42601000-42601013
K562|chr17:43275045-43275200	K562|chr17:43275200-43275300
K562|chr17:43459790-43459921	K562|chr17:43460421-43460825
K562|chr17:43459790-43459921	K562|chr17:43461517-43461765
K562|chr17:43460421-43460825	K562|chr17:43461517-43461765
K562|chr17:43471964-43472800	K562|chr17:43472802-43472946
K562|chr17:45917625-45917800	K562|chr17:45919000-45919057
K562|chr17:45917625-45917800	K562|chr17:45919283-45919382
K562|chr17:45919000-45919057	K562|chr17:45919283-45919382
K562|chr17:45919000-45919057	K562|chr17:45921622-45921950
K562|chr17:45919283-45919382	K562|chr17:45921622-45921950
K562|chr17:46091941-46092286	K562|chr17:46093644-46093826
K562|chr17:46101767-46101926	K562|chr17:46103200-46103616
K562|chr17:46101767-46101926	K562|chr17:46104072-46104408
K562|chr17:46101767-46101926	K562|chr17:46105032-46105352
K562|chr17:46103200-46103616	K562|chr17:46104072-46104408
K562|chr17:46103200-46103616	K562|chr17:46105032-46105352
K562|chr17:46104072-46104408	K562|chr17:46105032-46105352
K562|chr17:46568407-46568499	K562|chr17:46568892-46569600
K562|chr17:46568407-46568499	K562|chr17:46570800-46570878
K562|chr17:46568407-46568499	K562|chr17:46571905-46572022
K562|chr17:46568892-46569600	K562|chr17:46570800-46570878
K562|chr17:46568892-46569600	K562|chr17:46571905-46572022
K562|chr17:46570800-46570878	K562|chr17:46571905-46572022
K562|chr17:46676151-46676304	K562|chr17:46677996-46678127
K562|chr17:46677996-46678127	K562|chr17:46679846-46680000
K562|chr17:46686322-46686600	K562|chr17:46689200-46689316
K562|chr17:46697400-46697600	K562|chr17:46697800-46698449
K562|chr17:47755600-47756000	K562|chr17:47756000-47756071
K562|chr17:48929304-48929400	K562|chr17:48930484-48930584
K562|chr17:49022600-49022807	K562|chr17:49024158-49024327
K562|chr17:49022600-49022807	K562|chr17:49024834-49024958
K562|chr17:49022600-49022807	K562|chr17:49025303-49025866
K562|chr17:49024158-49024327	K562|chr17:49024834-49024958
K562|chr17:49024158-49024327	K562|chr17:49025303-49025866
K562|chr17:49024158-49024327	K562|chr17:49027360-49027400
K562|chr17:49024834-49024958	K562|chr17:49025303-49025866
K562|chr17:49024834-49024958	K562|chr17:49027360-49027400
K562|chr17:49025303-49025866	K562|chr17:49027360-49027400
K562|chr17:58513133-58513200	K562|chr17:58513200-58513322
K562|chr17:61519492-61519870	K562|chr17:61520087-61520179
K562|chr17:61519492-61519870	K562|chr17:61520324-61520476
K562|chr17:61520087-61520179	K562|chr17:61520324-61520476
K562|chr17:66148260-66148600	K562|chr17:66148600-66148672
K562|chr17:7893200-7893363	K562|chr17:7893827-7893927
K562|chr17:78963200-78963302	K562|chr17:78964841-78965200
K562|chr17:78963200-78963302	K562|chr17:78966578-78966989
K562|chr17:78964841-78965200	K562|chr17:78966578-78966989
K562|chr17:78976200-78976800	K562|chr17:78977461-78977566
K562|chr17:78976200-78976800	K562|chr17:78977838-78977957
K562|chr17:78977461-78977566	K562|chr17:78977838-78977957
K562|chr17:79197600-79197800	K562|chr17:79197800-79197847
K562|chr17:8024770-8024904	K562|chr17:8025459-8025600
K562|chr17:8024770-8024904	K562|chr17:8027400-8027800
K562|chr17:8025459-8025600	K562|chr17:8027400-8027800
K562|chr17:8025459-8025600	K562|chr17:8028346-8028928
K562|chr17:8027400-8027800	K562|chr17:8028346-8028928
K562|chr17:882737-883047	K562|chr17:883185-883600
K562|chr18:21289920-21290243	K562|chr18:21290374-21290561
K562|chr18:21298517-21298661	K562|chr18:21299657-21300000
K562|chr18:21298517-21298661	K562|chr18:21300000-21300135
K562|chr18:21299657-21300000	K562|chr18:21300000-21300135
K562|chr18:3282000-3282074	K562|chr18:3282676-3282800
K562|chr18:3282000-3282074	K562|chr18:3282800-3282809
K562|chr18:3282676-3282800	K562|chr18:3282800-3282809
K562|chr18:3620777-3623800	K562|chr18:3625600-3626982
K562|chr18:3625600-3626982	K562|chr18:3627184-3627599
K562|chr18:3631854-3632142	K562|chr18:3633369-3633570
K562|chr18:3633369-3633570	K562|chr18:3635735-3635861
K562|chr18:3649179-3650957	K562|chr18:3651432-3651593
K562|chr18:3649179-3650957	K562|chr18:3651979-3656800
K562|chr18:3651432-3651593	K562|chr18:3651979-3656800
K562|chr18:43250220-43251005	K562|chr18:43251351-43251582
K562|chr1:85411000-85411052	K562|chr1:85411694-85411892
K562|chr18:55784974-55785098	K562|chr18:55785190-55785600
K562|chr18:55784974-55785098	K562|chr18:55785600-55785626
K562|chr18:55785190-55785600	K562|chr18:55785600-55785626
K562|chr18:60222488-60222669	K562|chr18:60225669-60225764
K562|chr1:90071432-90071525	K562|chr1:90073907-90074142
K562|chr1:90226052-90226460	K562|chr1:90229400-90229430
K562|chr1:90226052-90226460	K562|chr1:90229562-90229600
K562|chr1:90226052-90226460	K562|chr1:90229600-90229717
K562|chr1:90229400-90229430	K562|chr1:90229562-90229600
K562|chr1:90229400-90229430	K562|chr1:90229600-90229717
K562|chr1:90229562-90229600	K562|chr1:90229600-90229717
K562|chr19:10027757-10028102	K562|chr19:10028279-10028416
K562|chr19:10687887-10688337	K562|chr19:10688479-10688590
K562|chr19:10688479-10688590	K562|chr19:10691888-10692200
K562|chr19:10691888-10692200	K562|chr19:10692200-10692218
K562|chr19:14893876-14894699	K562|chr19:14894802-14895017
K562|chr19:14893876-14894699	K562|chr19:14895547-14896504
K562|chr19:14893876-14894699	K562|chr19:14896977-14897160
K562|chr19:14893876-14894699	K562|chr19:14897333-14897626
K562|chr19:14894802-14895017	K562|chr19:14895547-14896504
K562|chr19:14894802-14895017	K562|chr19:14896977-14897160
K562|chr19:14894802-14895017	K562|chr19:14897333-14897626
K562|chr19:14895547-14896504	K562|chr19:14896977-14897160
K562|chr19:14895547-14896504	K562|chr19:14897333-14897626
K562|chr19:14896977-14897160	K562|chr19:14897333-14897626
K562|chr19:15974088-15974439	K562|chr19:15975712-15975991
K562|chr19:17397685-17397814	K562|chr19:17398949-17399161
K562|chr19:17397685-17397814	K562|chr19:17400367-17400400
K562|chr19:17397685-17397814	K562|chr19:17400400-17400823
K562|chr19:17398949-17399161	K562|chr19:17400367-17400400
K562|chr19:17398949-17399161	K562|chr19:17400400-17400823
K562|chr19:17400367-17400400	K562|chr19:17400400-17400823
K562|chr19:17501107-17501463	K562|chr19:17502516-17502800
K562|chr19:18107537-18107629	K562|chr19:18108035-18108165
K562|chr19:18107537-18107629	K562|chr19:18108672-18109124
K562|chr19:18107537-18107629	K562|chr19:18109275-18109464
K562|chr19:18107537-18107629	K562|chr19:18110167-18111400
K562|chr19:18108035-18108165	K562|chr19:18108672-18109124
K562|chr19:18108035-18108165	K562|chr19:18109275-18109464
K562|chr19:18108035-18108165	K562|chr19:18110167-18111400
K562|chr19:18108672-18109124	K562|chr19:18109275-18109464
K562|chr19:18108672-18109124	K562|chr19:18110167-18111400
K562|chr19:18109275-18109464	K562|chr19:18110167-18111400
K562|chr19:18359033-18359129	K562|chr19:18359316-18359481
K562|chr19:18359033-18359129	K562|chr19:18362537-18362639
K562|chr19:18359316-18359481	K562|chr19:18362537-18362639
K562|chr19:18434800-18435011	K562|chr19:18435259-18435387
K562|chr19:18434800-18435011	K562|chr19:18437742-18437860
K562|chr19:18435259-18435387	K562|chr19:18437742-18437860
K562|chr19:18437742-18437860	K562|chr19:18439002-18439147
K562|chr19:18437742-18437860	K562|chr19:18439352-18439400
K562|chr19:18439002-18439147	K562|chr19:18439352-18439400
K562|chr19:18507878-18508600	K562|chr19:18508600-18508645
K562|chr19:18512431-18512567	K562|chr19:18512659-18512800
K562|chr19:18512431-18512567	K562|chr19:18512837-18512934
K562|chr19:18512659-18512800	K562|chr19:18512837-18512934
K562|chr19:18518929-18519162	K562|chr19:18521166-18521392
K562|chr19:19484200-19484329	K562|chr19:19485762-19486306
K562|chr19:19499400-19500600	K562|chr19:19501200-19501226
K562|chr19:19499400-19500600	K562|chr19:19502551-19503117
K562|chr19:19501200-19501226	K562|chr19:19502551-19503117
K562|chr19:19642927-19643043	K562|chr19:19643339-19643600
K562|chr19:19651209-19651400	K562|chr19:19651400-19651467
K562|chr19:19651209-19651400	K562|chr19:19651559-19651600
K562|chr19:19651209-19651400	K562|chr19:19652147-19652200
K562|chr19:19651209-19651400	K562|chr19:19652200-19652336
K562|chr19:19651400-19651467	K562|chr19:19651559-19651600
K562|chr19:19651400-19651467	K562|chr19:19652147-19652200
K562|chr19:19651400-19651467	K562|chr19:19652200-19652336
K562|chr19:19651559-19651600	K562|chr19:19652147-19652200
K562|chr19:19651559-19651600	K562|chr19:19652200-19652336
K562|chr19:19652147-19652200	K562|chr19:19652200-19652336
K562|chr19:2598853-2599090	K562|chr19:2599193-2599600
K562|chr19:38717172-38717565	K562|chr19:38719310-38720070
K562|chr19:38717172-38717565	K562|chr19:38720310-38720400
K562|chr19:38719310-38720070	K562|chr19:38720310-38720400
K562|chr19:38997800-38998200	K562|chr19:38998200-38998400
K562|chr19:39005490-39005704	K562|chr19:39005938-39006178
K562|chr19:45287780-45288200	K562|chr19:45288200-45288273
K562|chr19:4557471-4557581	K562|chr19:4557956-4558428
K562|chr19:4557471-4557581	K562|chr19:4559773-4559865
K562|chr19:4557956-4558428	K562|chr19:4559773-4559865
K562|chr19:4574543-4574870	K562|chr19:4575104-4575400
K562|chr19:4574543-4574870	K562|chr19:4575400-4575780
K562|chr19:4574543-4574870	K562|chr19:4576373-4576617
K562|chr19:4574543-4574870	K562|chr19:4577037-4577600
K562|chr19:4574543-4574870	K562|chr19:4577600-4577685
K562|chr19:4575104-4575400	K562|chr19:4575400-4575780
K562|chr19:4575104-4575400	K562|chr19:4576373-4576617
K562|chr19:4575104-4575400	K562|chr19:4577037-4577600
K562|chr19:4575104-4575400	K562|chr19:4577600-4577685
K562|chr19:4575400-4575780	K562|chr19:4576373-4576617
K562|chr19:4575400-4575780	K562|chr19:4577037-4577600
K562|chr19:4575400-4575780	K562|chr19:4577600-4577685
K562|chr19:4576373-4576617	K562|chr19:4577037-4577600
K562|chr19:4576373-4576617	K562|chr19:4577600-4577685
K562|chr19:4577037-4577600	K562|chr19:4577600-4577685
K562|chr19:4577037-4577600	K562|chr19:4580645-4580751
K562|chr19:4577600-4577685	K562|chr19:4580645-4580751
K562|chr19:4577600-4577685	K562|chr19:4581055-4581353
K562|chr19:4580645-4580751	K562|chr19:4581055-4581353
K562|chr19:4580645-4580751	K562|chr19:4581780-4582200
K562|chr19:4580645-4580751	K562|chr19:4582200-4582291
K562|chr19:4581055-4581353	K562|chr19:4581780-4582200
K562|chr19:4581055-4581353	K562|chr19:4582200-4582291
K562|chr19:4581780-4582200	K562|chr19:4582200-4582291
K562|chr19:45841750-45841964	K562|chr19:45842274-45842392
K562|chr19:45841750-45841964	K562|chr19:45843600-45843825
K562|chr19:45841750-45841964	K562|chr19:45844193-45844728
K562|chr19:45842274-45842392	K562|chr19:45843600-45843825
K562|chr19:45842274-45842392	K562|chr19:45844193-45844728
K562|chr19:45843600-45843825	K562|chr19:45844193-45844728
K562|chr19:45942403-45942600	K562|chr19:45944000-45944769
K562|chr19:45942403-45942600	K562|chr19:45945834-45946000
K562|chr19:45944000-45944769	K562|chr19:45945834-45946000
K562|chr19:46091056-46091469	K562|chr19:46094013-46094264
K562|chr19:46091056-46091469	K562|chr19:46094513-46094666
K562|chr19:46094013-46094264	K562|chr19:46094513-46094666
K562|chr19:46094013-46094264	K562|chr19:46095638-46095973
K562|chr19:46094513-46094666	K562|chr19:46095638-46095973
K562|chr19:47479535-47479727	K562|chr19:47480057-47480200
K562|chr19:47479535-47479727	K562|chr19:47480200-47480684
K562|chr19:47480057-47480200	K562|chr19:47480200-47480684
K562|chr19:480017-480215	K562|chr19:483000-483055
K562|chr19:49150000-49150043	K562|chr19:49150333-49150462
K562|chr19:49150000-49150043	K562|chr19:49151486-49151767
K562|chr19:49150000-49150043	K562|chr19:49152984-49153076
K562|chr19:49150333-49150462	K562|chr19:49151486-49151767
K562|chr19:49150333-49150462	K562|chr19:49152984-49153076
K562|chr19:49151486-49151767	K562|chr19:49152984-49153076
K562|chr19:49151486-49151767	K562|chr19:49154632-49154892
K562|chr19:49152984-49153076	K562|chr19:49154632-49154892
K562|chr19:49152984-49153076	K562|chr19:49155688-49156531
K562|chr19:49154632-49154892	K562|chr19:49155688-49156531
