K562|chr10:23353600-23353619	K562|chr10:23353738-23353860
K562|chr9:140426978-140427200	K562|chr9:140427200-140427237
K562|chr9:140431385-140431600	K562|chr9:140431600-140431609
K562|chr9:140444666-140444858	K562|chr9:140445006-140445098
K562|chr9:4768836-4769021	K562|chr9:4769394-4769628
K562|chr9:71317087-71317200	K562|chr9:71317200-71317213
K562|chr9:71317087-71317200	K562|chr9:71317439-71317600
K562|chr9:71317087-71317200	K562|chr9:71317600-71317705
K562|chr9:71317200-71317213	K562|chr9:71317439-71317600
K562|chr9:71317200-71317213	K562|chr9:71317600-71317705
K562|chr9:71317439-71317600	K562|chr9:71317600-71317705
K562|chr9:71392246-71392658	K562|chr9:71392827-71393000
K562|chrX:10146406-10146838	K562|chrX:10146960-10147479
K562|chrX:133670935-133671123	K562|chrX:133671477-133671643
K562|chrX:13759569-13759600	K562|chrX:13759600-13759702
K562|chrX:151806108-151806200	K562|chrX:151806200-151806283
K562|chrX:151806108-151806200	K562|chrX:151806454-151806800
K562|chrX:151806200-151806283	K562|chrX:151806454-151806800
K562|chrX:151816201-151816800	K562|chrX:151816800-151816831
K562|chrX:39969800-39969945	K562|chrX:39970212-39970318
K562|chrX:40122549-40122641	K562|chrX:40122947-40123152
K562|chrX:40125381-40125497	K562|chrX:40125616-40125800
K562|chrX:48350718-48351200	K562|chrX:48351200-48351214
K562|chrX:70219678-70219771	K562|chrX:70219945-70220309
